Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
6070;-0.14944;48.92722;"00° 08' 58.00'' Ouest, 48° 55' 38.00'' Nord";"14216";;"FALAISE AERODROME MONTS D'ERAINES";"14620";"DAMBLAINVILLE";"Bâtiment"; 14.0;"Météo"
6072;-0.51889;49.34028;"00° 31' 08.00'' Ouest, 49° 20' 25.00'' Nord";"14739";;"RUE DU PAVILLON PHARE";"14114";"VER-SUR-MER";"Phare"; 34.0;"Phares et balises"
6074;-0.24722;49.28000;"00° 14' 50.00'' Ouest, 49° 16' 48.00'' Nord";"14488";"PHARE";;"14150";"OUISTREHAM";"Phare"; 35.0;
26175;0.10750;49.27194;"00° 06' 27.00'' Est, 49° 16' 19.00'' Nord";"14055";"DRUMARE";"LE HARMEAU PRÈS CHATEAU D'EAU";"14950";"BEAUMONT-EN-AUGE";"Pylône autostable"; 30.0;"TDF"
52373;0.36194;49.14139;"00° 21' 43.00'' Est, 49° 08' 29.00'' Nord";"14403";"LE VERT VIQUET";"CHEM RURAL DU VERT VIQUET";"14100";"MAROLLES";"Pylône autostable"; 43.0;"BOUYGUES"
73969;-0.92944;49.16000;"00° 55' 46.00'' Ouest, 49° 09' 36.00'' Nord";"14445";"LA MALBRECHE";"CHÂTEAU D'EAU";"14490";"MONTFIQUET";"Château d'eau - réservoir"; 32.0;"Syndicat des eaux, Adduction"
74019;0.08694;49.36500;"00° 05' 13.00'' Est, 49° 21' 54.00'' Nord";"14715";;"R SIR BERTRAND RUSSEL ECOLE RENÉ COTY";"14360";"TROUVILLE-SUR-MER";"Immeuble"; 17.0;"Commune, communauté de commune"
74037;-0.97083;49.33944;"00° 58' 15.00'' Ouest, 49° 20' 22.00'' Nord";"14378";;"CHEM RURAL N°9";"14230";"LONGUEVILLE";"Pylône autostable"; 30.0;"ORANGE"
74043;0.27694;49.37944;"00° 16' 37.00'' Est, 49° 22' 46.00'' Nord";"14001";"LE GROS CHÊNE";;"14600";"ABLON";"Château d'eau - réservoir"; 20.8;"Commune, communauté de commune"
112176;0.14028;49.26278;"00° 08' 25.00'' Est, 49° 15' 46.00'' Nord";"14055";"P.S CD 280";;"14950";"BEAUMONT-EN-AUGE";"Pylône autostable";;
112180;-0.15250;49.20889;"00° 09' 09.00'' Ouest, 49° 12' 32.00'' Nord";"14045";"L'EGLISE";;"14670";"BASSENEVILLE";"Pylône autostable"; 8.0;
143041;-0.79778;49.04139;"00° 47' 52.00'' Ouest, 49° 02' 29.00'' Nord";"14374";"LES HOCBURES";"ROUTE DES ESTUAIRES";"14240";"LES LOGES";"Pylône autostable"; 32.0;"DDE"
143045;-0.49250;49.15389;"00° 29' 33.00'' Ouest, 49° 09' 14.00'' Nord";"14454";"LE HAUT DE MOUEN";;"14790";"MOUEN";"Pylône autostable"; 26.0;"DDE"
143052;-0.30556;49.15778;"00° 18' 20.00'' Ouest, 49° 09' 28.00'' Nord";"14437";;"R NICEPHONE NIEPCE";"14120";"MONDEVILLE";"Pylône autostable"; 26.0;"DDE"
147097;0.36194;49.19000;"00° 21' 43.00'' Est, 49° 11' 24.00'' Nord";"14460";;"LA HAUVAGÈRE D 143  CHÂTEAU D EAU";"14590";"MOYAUX";"Château d'eau - réservoir"; 33.0;"Syndicat des eaux, Adduction"
165630;-0.24917;49.27583;"00° 14' 57.00'' Ouest, 49° 16' 33.00'' Nord";"14488";;"TERMINAL BRITTANY FERRIES";"14150";"OUISTREHAM";"Support non décrit"; 10.0;
179056;0.23500;49.42611;"00° 14' 06.00'' Est, 49° 25' 34.00'' Nord";"14333";"BUREAU SAS ECLUSE JETE EST";"PORT DE HONFLEUR BUREAU SAS ECLUSE JETE EST";"14600";"HONFLEUR";"Support non décrit"; 10.0;
