Numéro de support;Numéro Cartoradio;"Exploitant";"Type d'antenne";Numéro d'antenne;Dimension de l'antenne;"Directivité";Azimut;Hauteur / sol;"Système";Début;Fin;"Unité"
14780;18177;"ORANGE service fixe";"Antenne parabolique";216460;1.80;"Directif";162.90;8.00;"FH";8025.00;8175.00;"MHz"
14780;18177;"ORANGE service fixe";"Antenne parabolique";216460;1.80;"Directif";162.90;8.00;"FH";8175.00;8215.00;"MHz"
14780;18177;"ORANGE service fixe";"Antenne parabolique";216460;1.80;"Directif";162.90;8.00;"FH";8215.00;8400.00;"MHz"
14780;18177;"ORANGE service fixe";"Antenne parabolique";216460;1.80;"Directif";162.90;8.00;"FH";8215.00;8400.00;"MHz"
14782;18482;"ORANGE service fixe";"Plan passif ou miroir";264991;3.00;"Directif";36.00;7.00;"FH";12.75;13.25;"GHz"
14782;18482;"ORANGE service fixe";"Plan passif ou miroir";264993;3.00;"Directif";350.00;7.00;"FH";12.75;13.25;"GHz"
14788;22025;"ORANGE service fixe";"Antenne parabolique";1682574;1.20;"Directif";251.70;21.00;"FH";12.75;13.25;"GHz"
14804;117225;"Sté de Transport audiovisuel";"Antenne parabolique";3743;0.70;"Directif";253.70;12.00;"FH";8400.00;8500.00;"MHz"
36253;110504;"SFR";"Panneau";28166;2.50;"Directif";80.00;27.40;"GSM 900";902.50;914.90;"MHz"
36253;110504;"SFR";"Panneau";28166;2.50;"Directif";80.00;27.40;"UMTS 900";904.90;914.90;"MHz"
36253;110504;"SFR";"Panneau";28166;2.50;"Directif";80.00;27.40;"GSM 900";947.50;959.90;"MHz"
36253;110504;"SFR";"Panneau";28166;2.50;"Directif";80.00;27.40;"UMTS 900";949.90;959.90;"MHz"
36253;110504;"SFR";"Antenne parabolique";54884;0.60;"Directif";60.30;26.00;"FH";23.13;23.38;"GHz"
36253;110504;"SFR";"Antenne parabolique";967315;1.00;"Directif";273.00;29.00;"FH";19.30;19.70;"GHz"
36253;110504;"SFR";"Antenne parabolique";967317;1.20;"Directif";131.80;27.50;"FH";6700.00;7075.00;"MHz"
36253;110504;"SFR";"Panneau";2622514;0.30;"Directif";252.20;29.00;"FH";25.50;26.25;"GHz"
58064;307967;"ORANGE";"Panneau";86448;1.30;"Directif";90.00;12.00;"GSM 900";890.10;902.50;"MHz"
58064;307967;"ORANGE";"Panneau";86448;1.30;"Directif";90.00;12.00;"GSM 900";935.10;947.50;"MHz"
58064;307967;"ORANGE";"Panneau";86450;1.30;"Directif";270.00;12.00;"GSM 900";890.10;902.50;"MHz"
58064;307967;"ORANGE";"Panneau";86450;1.30;"Directif";270.00;12.00;"GSM 900";935.10;947.50;"MHz"
101363;78146;"ORANGE";"Panneau";183996;2.60;"Directif";210.00;23.00;"GSM 900";890.10;902.50;"MHz"
101363;78146;"ORANGE";"Panneau";183996;2.60;"Directif";210.00;23.00;"GSM 900";935.10;947.50;"MHz"
101363;78146;"ORANGE";"Panneau";183997;2.60;"Directif";210.00;23.00;"GSM 900";890.10;902.50;"MHz"
101363;78146;"ORANGE";"Panneau";183997;2.60;"Directif";210.00;23.00;"GSM 900";935.10;947.50;"MHz"
101363;78146;"ORANGE";"Panneau";183998;2.60;"Directif";30.00;23.00;"GSM 900";890.10;902.50;"MHz"
101363;78146;"ORANGE";"Panneau";183998;2.60;"Directif";30.00;23.00;"GSM 900";935.10;947.50;"MHz"
101363;78146;"ORANGE";"Panneau";183999;2.60;"Directif";30.00;23.00;"GSM 900";890.10;902.50;"MHz"
101363;78146;"ORANGE";"Panneau";183999;2.60;"Directif";30.00;23.00;"GSM 900";935.10;947.50;"MHz"
101377;80696;"ORANGE";"Panneau";184020;1.90;"Directif";30.00;30.00;"GSM 900";890.10;902.50;"MHz"
101377;80696;"ORANGE";"Panneau";184020;1.90;"Directif";30.00;30.00;"GSM 900";935.10;947.50;"MHz"
101377;80696;"ORANGE";"Panneau";184021;1.90;"Directif";30.00;30.00;"GSM 900";890.10;902.50;"MHz"
101377;80696;"ORANGE";"Panneau";184021;1.90;"Directif";30.00;30.00;"GSM 900";935.10;947.50;"MHz"
101377;80696;"ORANGE";"Panneau";184022;1.90;"Directif";150.00;30.00;"GSM 900";890.10;902.50;"MHz"
101377;80696;"ORANGE";"Panneau";184022;1.90;"Directif";150.00;30.00;"GSM 900";935.10;947.50;"MHz"
101377;80696;"ORANGE";"Panneau";184023;1.90;"Directif";150.00;30.00;"GSM 900";890.10;902.50;"MHz"
101377;80696;"ORANGE";"Panneau";184023;1.90;"Directif";150.00;30.00;"GSM 900";935.10;947.50;"MHz"
101377;80696;"ORANGE";"Panneau";184024;1.90;"Directif";270.00;30.00;"GSM 900";890.10;902.50;"MHz"
101377;80696;"ORANGE";"Panneau";184024;1.90;"Directif";270.00;30.00;"GSM 900";935.10;947.50;"MHz"
101377;80696;"ORANGE";"Panneau";184025;1.90;"Directif";270.00;30.00;"GSM 900";890.10;902.50;"MHz"
101377;80696;"ORANGE";"Panneau";184025;1.90;"Directif";270.00;30.00;"GSM 900";935.10;947.50;"MHz"
101389;87580;"ORANGE";"Panneau";184041;1.90;"Directif";100.00;30.00;"GSM 900";890.10;902.50;"MHz"
101389;87580;"ORANGE";"Panneau";184041;1.90;"Directif";100.00;30.00;"GSM 900";935.10;947.50;"MHz"
101389;87580;"ORANGE";"Panneau";184042;1.90;"Directif";100.00;30.00;"GSM 900";890.10;902.50;"MHz"
101389;87580;"ORANGE";"Panneau";184042;1.90;"Directif";100.00;30.00;"GSM 900";935.10;947.50;"MHz"
101389;87580;"ORANGE";"Panneau";184043;1.90;"Directif";280.00;30.00;"GSM 900";890.10;902.50;"MHz"
101389;87580;"ORANGE";"Panneau";184043;1.90;"Directif";280.00;30.00;"GSM 900";935.10;947.50;"MHz"
101389;87580;"ORANGE";"Panneau";184044;1.90;"Directif";280.00;30.00;"GSM 900";890.10;902.50;"MHz"
101389;87580;"ORANGE";"Panneau";184044;1.90;"Directif";280.00;30.00;"GSM 900";935.10;947.50;"MHz"
101407;89370;"ORANGE";"Panneau";184071;2.70;"Directif";85.00;29.00;"GSM 900";890.10;902.50;"MHz"
101407;89370;"ORANGE";"Panneau";184071;2.70;"Directif";85.00;29.00;"UMTS 900";890.10;902.50;"MHz"
101407;89370;"ORANGE";"Panneau";184071;2.70;"Directif";85.00;29.00;"GSM 900";935.10;947.50;"MHz"
101407;89370;"ORANGE";"Panneau";184071;2.70;"Directif";85.00;29.00;"UMTS 900";935.10;947.50;"MHz"
101407;89370;"ORANGE";"Panneau";184072;2.70;"Directif";230.00;29.00;"GSM 900";890.10;902.50;"MHz"
101407;89370;"ORANGE";"Panneau";184072;2.70;"Directif";230.00;29.00;"UMTS 900";890.10;902.50;"MHz"
101407;89370;"ORANGE";"Panneau";184072;2.70;"Directif";230.00;29.00;"GSM 900";935.10;947.50;"MHz"
101407;89370;"ORANGE";"Panneau";184072;2.70;"Directif";230.00;29.00;"UMTS 900";935.10;947.50;"MHz"
101407;89370;"ORANGE";"Panneau";1876766;2.70;"Directif";340.00;29.00;"UMTS 900";890.10;902.50;"MHz"
101407;89370;"ORANGE";"Panneau";1876766;2.70;"Directif";340.00;29.00;"GSM 900";890.10;902.50;"MHz"
101407;89370;"ORANGE";"Panneau";1876766;2.70;"Directif";340.00;29.00;"GSM 900";935.10;947.50;"MHz"
101407;89370;"ORANGE";"Panneau";1876766;2.70;"Directif";340.00;29.00;"UMTS 900";935.10;947.50;"MHz"
101411;104951;"ORANGE";"Panneau";184075;2.70;"Directif";225.00;28.80;"GSM 900";890.10;902.50;"MHz"
101411;104951;"ORANGE";"Panneau";184075;2.70;"Directif";225.00;28.80;"UMTS 900";890.10;902.50;"MHz"
101411;104951;"ORANGE";"Panneau";184075;2.70;"Directif";225.00;28.80;"GSM 900";935.10;947.50;"MHz"
101411;104951;"ORANGE";"Panneau";184075;2.70;"Directif";225.00;28.80;"UMTS 900";935.10;947.50;"MHz"
101411;104951;"ORANGE";"Panneau";184075;2.70;"Directif";225.00;28.80;"UMTS 2100";1910.10;1915.10;"MHz"
101411;104951;"ORANGE";"Panneau";184075;2.70;"Directif";225.00;28.80;"UMTS 2100";1964.90;1979.70;"MHz"
101411;104951;"ORANGE";"Panneau";184075;2.70;"Directif";225.00;28.80;"UMTS 2100";2154.90;2169.70;"MHz"
