Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
11343;-1.59528;46.92056;"01° 35' 43.00'' Ouest, 46° 55' 14.00'' Nord";"44081";;"LE MOULIN GUERIN";"44650";"LEGE";"Pylône autostable"; 35.0;"ORANGE Services Fixes"
11385;-1.43944;46.97139;"01° 26' 22.00'' Ouest, 46° 58' 17.00'' Nord";"44216";;"R DE QUARTERON AUTOCOMMUTATEUR";"44116";"VIEILLEVIGNE";"Pylône tubulaire"; 15.0;"ORANGE Services Fixes"
11399;-1.40556;47.07861;"01° 24' 20.00'' Ouest, 47° 04' 43.00'' Nord";"44002";;"AV DES ACACIAS";"44140";"AIGREFEUILLE-SUR-MAINE";"Pylône tubulaire"; 15.0;"ORANGE Services Fixes"
11413;-1.74250;46.93250;"01° 44' 33.00'' Ouest, 46° 55' 57.00'' Nord";"44157";;"R DE NANTES CENTRAL TÉLÉPHONIQUE";"44270";"SAINT-ETIENNE-DE-MER-MORTE";"Pylône autostable"; 26.0;"ORANGE Services Fixes"
11457;-1.65639;47.33750;"01° 39' 23.00'' Ouest, 47° 20' 15.00'' Nord";"44209";"LA MONDAIS";"RADAR METEO FRANCE";"44119";"TREILLIERES";"Bâtiment"; 13.0;"Météo"
11496;-1.77778;47.30944;"01° 46' 40.00'' Ouest, 47° 18' 34.00'' Nord";"44045";"LA HERLAIS";;"44360";"CORDEMAIS";"Pylône autostable"; 46.0;"ANFR"
11498;-2.09833;47.35139;"02° 05' 54.00'' Ouest, 47° 21' 05.00'' Nord";"44052";"LA POMMERAIE";;"44480";"DONGES";"Pylône autostable"; 51.0;"ANFR"
32067;-1.77722;47.27917;"01° 46' 38.00'' Ouest, 47° 16' 45.00'' Nord";"44158";;"RÉSIDENCE LA GAROTINE 10 R DE LA GAROTINE";"44360";"SAINT-ETIENNE-DE-MONTLUC";"Immeuble"; 22.0;"Société Privée SA"
53676;-1.33694;47.29417;"01° 20' 13.00'' Ouest, 47° 17' 39.00'' Nord";"44029";"LES AVENEAUX";;"44450";"LA CHAPELLE-BASSE-MER";"Pylône tubulaire"; 24.0;"ORANGE"
63246;-2.20278;47.27083;"02° 12' 10.00'' Ouest, 47° 16' 15.00'' Nord";"44184";;"3B BD DE VERDUN CAPITAINERIE";"44600";"SAINT-NAZAIRE";"Bâtiment"; 25.0;"CCI,Ch Metiers,Port Aut,Aérop"
67433;-1.88056;47.28167;"01° 52' 50.00'' Ouest, 47° 16' 54.00'' Nord";"44045";;"LES GRANDS POULENS PARC D'ACTIVITÉ DE LA LOIRE";"44360";"CORDEMAIS";"Pylône autostable"; 37.0;"HIVORY"
79003;-1.56111;47.21306;"01° 33' 40.00'' Ouest, 47° 12' 47.00'' Nord";"44109";;"3 R SUFFREN";"44300";"NANTES";"Immeuble"; 27.0;"Commune, communauté de commune"
96938;-1.19083;47.63861;"01° 11' 27.00'' Ouest, 47° 38' 19.00'' Nord";"44031";"LA HAIE D'ARDENNE";;"44670";"LA CHAPELLE-GLAIN";"Pylône autostable"; 31.0;"ORANGE"
96962;-1.59194;47.68306;"01° 35' 31.00'' Ouest, 47° 40' 59.00'' Nord";"44086";;"CHEM RURAL N°23 DIT DE LA CLEUZE TERRAIN DE SPORT";"44590";"LUSANGER";"Pylône tubulaire"; 22.0;"ORANGE"
96988;-2.15611;47.32806;"02° 09' 22.00'' Ouest, 47° 19' 41.00'' Nord";"44103";;"PL DE L'EGLISE";"44550";"MONTOIR-DE-BRETAGNE";"Monument religieux"; 28.0;"Commune, communauté de commune"
97030;-1.65139;47.21361;"01° 39' 05.00'' Ouest, 47° 12' 49.00'' Nord";"44162";;"1 R DES FRERES KURON";"44800";"SAINT-HERBLAIN";"Immeuble"; 18.0;"Société HLM"
136131;-2.16694;47.26361;"02° 10' 01.00'' Ouest, 47° 15' 49.00'' Nord";"44154";;"49 AV DES MINDINS IMM DES TILLEULS";"44250";"SAINT-BREVIN-LES-PINS";"Immeuble"; 19.0;"Société HLM"
141649;-1.58028;47.23583;"01° 34' 49.00'' Ouest, 47° 14' 09.00'' Nord";"44109";;"46 R CHANTECLERC";"44300";"NANTES";"Immeuble"; 27.0;"ORANGE Services Fixes"
151577;-1.55694;47.24722;"01° 33' 25.00'' Ouest, 47° 14' 50.00'' Nord";"44109";;"BD DES TRIBUNES";"44300";"NANTES";"Support non décrit"; 0.0;
152667;-1.19889;47.62611;"01° 11' 56.00'' Ouest, 47° 37' 34.00'' Nord";"44031";;"RTE D ANGERS";"44670";"LA CHAPELLE-GLAIN";"Support non décrit"; 25.0;
153099;-2.35083;47.26972;"02° 21' 03.00'' Ouest, 47° 16' 11.00'' Nord";"44132";;"POSTE MONDAIN";"44380";"PORNICHET";"Support non décrit"; 5.0;
153101;-2.34444;47.26528;"02° 20' 40.00'' Ouest, 47° 15' 55.00'' Nord";"44132";;"POSTE POINCARE";"44380";"PORNICHET";"Support non décrit"; 5.0;
153103;-2.33111;47.25000;"02° 19' 52.00'' Ouest, 47° 15' 00.00'' Nord";"44132";"BONNE SOURCE";"POSTE TY AVEL BONNE SOURCE";"44380";"PORNICHET";"Support non décrit"; 5.0;
153105;-2.31139;47.24083;"02° 18' 41.00'' Ouest, 47° 14' 27.00'' Nord";"44132";;"STE MARGUERITE";"44380";"PORNICHET";"Support non décrit"; 5.0;
176788;-1.54361;47.21944;"01° 32' 37.00'' Ouest, 47° 13' 10.00'' Nord";"44109";;"CHU PL ALEXIS RICARDEAU";"44300";"NANTES";"Support non décrit"; 10.0;
176790;-1.38139;47.72611;"01° 22' 53.00'' Ouest, 47° 43' 34.00'' Nord";"44036";;"R DE VERDUN  HOP";"44110";"CHATEAUBRIANT";"Bâtiment"; 45.0;"Etablissement de soins"
193066;-1.55444;47.21944;"01° 33' 16.00'' Ouest, 47° 13' 10.00'' Nord";"44109";;"PL ALEXIS RICORDEAU";"44300";"NANTES";"Support non décrit"; 60.0;
193120;-2.38500;47.28306;"02° 23' 06.00'' Ouest, 47° 16' 59.00'' Nord";"44055";;"16 AV DE LA LOMBARDE TOUR ST CLAIR";"44500";"LA BAULE-ESCOUBLAC";"Support non décrit"; 60.0;
193208;-1.66139;47.53083;"01° 39' 41.00'' Ouest, 47° 31' 51.00'' Nord";"44224";;"LA BRETONNIERE";"44170";"LA GRIGONNAIS";"Support non décrit"; 40.0;
193210;-1.38139;47.72694;"01° 22' 53.00'' Ouest, 47° 43' 37.00'' Nord";"44036";;"R DE VERDUN  HOP";"44110";"CHATEAUBRIANT";"Bâtiment"; 20.0;"Etablissement de soins"
193270;-1.41944;47.30694;"01° 25' 10.00'' Ouest, 47° 18' 25.00'' Nord";"44026";;"PK 337.3 A11";"44470";"CARQUEFOU";"Support non décrit"; 20.0;
193286;-2.12556;47.33028;"02° 07' 32.00'' Ouest, 47° 19' 49.00'' Nord";"44103";"LA CORDIONNAIS";"N 171 CHATEAU D'EAU";"44550";"MONTOIR-DE-BRETAGNE";"Château d'eau - réservoir"; 41.0;"Syndicat des eaux, Adduction"
204628;-1.38250;47.08806;"01° 22' 57.00'' Ouest, 47° 05' 17.00'' Nord";"44173";"LE BOIS DE LA GUÉRIVIÈRE";;"44190";"SAINT-LUMINE-DE-CLISSON";"Pylône autostable"; 35.0;"HIVORY"
207250;-2.19833;47.27861;"02° 11' 54.00'' Ouest, 47° 16' 43.00'' Nord";"44184";"PARC DE BALISAGE";"QUAI DES FRÉGATES";"44600";"SAINT-NAZAIRE";"Pylône autostable"; 24.0;
