Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
8321;-4.54583;48.05222;"04° 32' 45.00'' Ouest, 48° 03' 08.00'' Nord";"29008";"KERRIEN";"LES QUATRE VENTS";"29790";"BEUZEC-CAP-SIZUN";"Pylône autostable"; 36.0;"ORANGE Services Fixes"
8325;-4.73083;48.33972;"04° 43' 51.00'' Ouest, 48° 20' 23.00'' Nord";"29190";"TRÉMEUR";"D.85";"29217";"PLOUGONVELIN";"Pylône autostable"; 16.0;"ORANGE Services Fixes"
8355;-4.50833;48.60528;"04° 30' 30.00'' Ouest, 48° 36' 19.00'' Nord";"29195";;"R DU CIMETÈRE";"29880";"PLOUGUERNEAU";"Mât"; 12.0;"ORANGE Services Fixes"
8365;-3.79333;47.81972;"03° 47' 36.00'' Ouest, 47° 49' 11.00'' Nord";"29153";;"R DE KERILIS";"29920";"NEVEZ";"Pylône autostable"; 25.0;"ORANGE Services Fixes"
8375;-4.00306;48.74306;"04° 00' 11.00'' Ouest, 48° 44' 35.00'' Nord";"29082";"AR RU";"CENTRAL TÉLÉPHONIQUE";"29253";"ILE-DE-BATZ";"Bâtiment"; 7.0;"ORANGE Services Fixes"
8395;-4.28000;48.29389;"04° 16' 48.00'' Ouest, 48° 17' 38.00'' Nord";"29104";"BELLEVUE";"RTE NEUVE";"29560";"LANDEVENNEC";"Pylône autostable"; 19.0;"ORANGE Services Fixes"
8397;-4.17528;48.29250;"04° 10' 31.00'' Ouest, 48° 17' 33.00'' Nord";"29053";;"RTE DE CHÂTEAULIN";"29590";"LE FAOU";"Pylône autostable"; 19.0;"ORANGE Services Fixes"
8423;-4.41194;48.44472;"04° 24' 43.00'' Ouest, 48° 26' 41.00'' Nord";"29075";;"AÉRODROME DE BREST-GUIPAVAS";"29490";"GUIPAVAS";"Bâtiment"; 9.0;"Météo"
8425;-4.43000;48.46083;"04° 25' 48.00'' Ouest, 48° 27' 39.00'' Nord";"29160";"L'ORMEAU";;"29860";"PLABENNEC";"Bâtiment"; 19.0;"Météo"
8433;-4.34444;47.83167;"04° 20' 40.00'' Ouest, 47° 49' 54.00'' Nord";"29171";"POULCOQ";;"29120";"PLOMEUR";"Sans nature"; 32.0;
8435;-4.09194;48.29722;"04° 05' 31.00'' Ouest, 48° 17' 50.00'' Nord";"29302";"ROC UHEL";;"29590";"PONT-DE-BUIS-LES-QUIMERCH";"Mât"; 22.0;
28437;-3.93333;48.52861;"03° 56' 00.00'' Ouest, 48° 31' 43.00'' Nord";"29266";"LESTRÉZEC";;"29410";"SAINT-THEGONNEC";"Pylône autostable"; 46.0;"HIVORY"
28459;-4.46722;48.38306;"04° 28' 02.00'' Ouest, 48° 22' 59.00'' Nord";"29019";;"ZI PORTUAIRE SILO";"29200";"BREST";"Silo"; 75.0;"CCI,Ch Metiers,Port Aut,Aérop"
28597;-4.45167;48.42722;"04° 27' 06.00'' Ouest, 48° 25' 38.00'' Nord";"29075";;"R VICTOR GRIGNARD ZI DE KERGARADEC";"29490";"GUIPAVAS";"Pylône autostable"; 40.0;"HIVORY"
57339;-5.12889;48.45917;"05° 07' 44.00'' Ouest, 48° 27' 33.00'' Nord";"29155";"PHARE DU CREAC'H";;"29242";"OUESSANT";"Phare"; 52.0;"Phares et balises"
90810;-3.96306;48.29556;"03° 57' 47.00'' Ouest, 48° 17' 44.00'' Nord";"29016";"PENN AR MENEZ";;"29190";"BRASPARTS";"Pylône autostable"; 30.0;"ORANGE"
90830;-3.88472;47.99472;"03° 53' 05.00'' Ouest, 47° 59' 41.00'' Nord";"29049";"GORREQUER";"CHÂTEAU D'EAU";"29370";"ELLIANT";"Château d'eau - réservoir"; 21.0;"Commune, communauté de commune"
90854;-3.75139;48.22139;"03° 45' 05.00'' Ouest, 48° 13' 17.00'' Nord";"29175";"KÉRANCOZ";;"29530";"PLONEVEZ-DU-FAOU";"Pylône autostable"; 31.0;"ORANGE"
90862;-3.60528;48.57278;"03° 36' 19.00'' Ouest, 48° 34' 22.00'' Nord";"29183";;"RTE DE TROGOFF TERRAIN DE FOOT";"29650";"PLOUEGAT-MOYSAN";"Pylône tubulaire"; 30.0;"ORANGE"
90866;-3.75806;47.88222;"03° 45' 29.00'' Ouest, 47° 52' 56.00'' Nord";"29217";"KERANCRÉAC H";;"29930";"PONT-AVEN";"Pylône autostable"; 25.7;"ORANGE"
90870;-3.65583;47.88167;"03° 39' 21.00'' Ouest, 47° 52' 54.00'' Nord";"29300";"KERNICOLAS";;"29380";"LE TREVOUX";"Pylône autostable"; 30.0;"ORANGE"
90876;-4.42056;48.05778;"04° 25' 14.00'' Ouest, 48° 03' 28.00'' Nord";"29145";"MENEZ TROMILLOU";"VC 1 DU CD 765 À POULLAN SUR MER";"29790";"CONFORT-MEILARS";"Pylône autostable"; 30.0;"ORANGE"
90918;-4.48278;48.39917;"04° 28' 58.00'' Ouest, 48° 23' 57.00'' Nord";"29019";;"10, R BOILEAU";"29200";"BREST";"Immeuble"; 19.0;"Société Privée SA"
113629;-4.29194;48.60306;"04° 17' 31.00'' Ouest, 48° 36' 11.00'' Nord";"29198";;"ZA DE KERBIQUET";"29260";"PLOUIDER";"Pylône autostable"; 30.0;"HIVORY"
190288;-4.06139;48.18333;"04° 03' 41.00'' Ouest, 48° 10' 60.00'' Nord";"29243";"GUIVIN";"USINE GUY ROBIN STATION D'EAU POTABLE";"29150";"SAINT-COULITZ";"Bâtiment"; 10.0;"Syndicat des eaux, Adduction"
204590;-4.14694;48.48972;"04° 08' 49.00'' Ouest, 48° 29' 23.00'' Nord";"29010";"KERFAVEN";"CHEM DE KÉRELLÉ";"29400";"BODILIS";"Pylône autostable"; 40.0;"HIVORY"
206820;-4.11417;47.86472;"04° 06' 51.00'' Ouest, 47° 51' 53.00'' Nord";"29037";"LE PHARE";;"29120";"COMBRIT";"Phare"; 15.0;
206831;-3.96972;48.72750;"03° 58' 11.00'' Ouest, 48° 43' 39.00'' Nord";"29239";"POINTE DE BLOSCON";"FEU DE JETÉE";"29680";"ROSCOFF";"Bâtiment"; 10.0;
