Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
11980;3.29056;44.55694;"03° 17' 26.00'' Est, 44° 33' 25.00'' Nord";"48092";;"11 T AV THEOPHILE ROUSSEL";"48100";"MARVEJOLS";"Pylône autostable"; 25.0;"ORANGE Services Fixes"
11984;3.77444;44.14667;"03° 46' 28.00'' Est, 44° 08' 48.00'' Nord";"48097";;"ST ROMAIN DE TOUSQUE";"48110";"MOISSAC-VALLEE-FRANCAISE";"Pylône autostable"; 20.0;"ORANGE Services Fixes"
11986;3.85472;44.74444;"03° 51' 17.00'' Est, 44° 44' 40.00'' Nord";"48080";"LIGNOLAS";;"48300";"LANGOGNE";"Pylône autostable"; 16.0;"ORANGE Services Fixes"
11988;3.64306;44.78139;"03° 38' 35.00'' Est, 44° 46' 53.00'' Nord";"48070";;"LOU CHAUMAS";"48600";"GRANDRIEU";"Pylône autostable"; 30.0;"ORANGE Services Fixes"
11994;3.45389;44.66167;"03° 27' 14.00'' Est, 44° 39' 42.00'' Nord";"48127";;"RTE D'ESTABLES";"48700";"RIEUTORT-DE-RANDON";"Pylône autostable"; 12.0;"ORANGE Services Fixes"
12000;3.17139;44.32694;"03° 10' 17.00'' Est, 44° 19' 37.00'' Nord";"48094";"LE TENSIONNIEU";;"48500";"LE MASSEGROS";"Pylône autostable"; 12.0;"ORANGE Services Fixes"
12002;3.17167;44.30667;"03° 10' 18.00'' Est, 44° 18' 24.00'' Nord";"48094";;"LOT PUECH DE LAS COMBES";"48500";"LE MASSEGROS";"Bâtiment"; 6.0;"ORANGE Services Fixes"
12006;3.41361;44.36306;"03° 24' 49.00'' Est, 44° 21' 47.00'' Nord";"48146";;"LOU VIALA D 986";"48210";"SAINTE-ENIMIE";"Bâtiment"; 6.0;"ORANGE Services Fixes"
12008;3.63139;44.78222;"03° 37' 53.00'' Est, 44° 46' 56.00'' Nord";"48070";"BEAUSÉJOUR";"RUE DU COUVENT AUTOCOMMUTATEUR";"48600";"GRANDRIEU";"Pylône tubulaire"; 10.0;"ORANGE Services Fixes"
12010;3.21111;44.19250;"03° 12' 40.00'' Est, 44° 11' 33.00'' Nord";"48131";"CAPLUC";;"48150";"LE ROZIER";"Pylône autostable"; 6.0;"ORANGE Services Fixes"
12018;3.74000;44.49472;"03° 44' 24.00'' Est, 44° 29' 41.00'' Nord";"48027";;"RTE DE GOULET";"48190";"LE BLEYMARD";"Bâtiment"; 6.0;"ORANGE Services Fixes"
56588;3.19361;44.68861;"03° 11' 37.00'' Est, 44° 41' 19.00'' Nord";"48087";"SOULEYROLS";;"48100";"MALBOUZON";"Pylône autostable"; 15.0;"Titulaire programme Radio/TV"
60619;3.49361;44.51028;"03° 29' 37.00'' Est, 44° 30' 37.00'' Nord";"48095";"MONT MIMAT";"RLP EAUX VIVES LOZERE - MENDE";"48000";"MENDE";"Mât béton"; 17.0;"Titulaire programme Radio/TV"
60625;3.22222;44.61361;"03° 13' 20.00'' Est, 44° 36' 49.00'' Nord";"48165";"CHANTEGRENOUILLE";;"48100";"SAINT-LAURENT-DE-MURET";"Pylône autostable"; 15.0;"Titulaire programme Radio/TV"
60627;3.53361;44.41472;"03° 32' 01.00'' Est, 44° 24' 53.00'' Nord";"48075";"MONTMIRAT";;"48320";"ISPAGNAC";"Pylône autostable"; 30.0;"Titulaire programme Radio/TV"
60635;3.86778;44.73667;"03° 52' 04.00'' Est, 44° 44' 12.00'' Nord";"48080";"COTE DE LABRE";"BOIS DU NIRGOULT";"48300";"LANGOGNE";"Pylône autostable"; 20.0;"Titulaire programme Radio/TV"
63877;3.89556;44.33111;"03° 53' 44.00'' Est, 44° 19' 52.00'' Nord";"48194";;"RTE DU PORT DE MONTVERT";"48220";"VIALAS";"Pylône autostable"; 12.0;"ORANGE Services Fixes"
97598;3.66750;44.61750;"03° 40' 03.00'' Est, 44° 37' 03.00'' Nord";"48008";"CHON BLON";"L'HABITARELLE";"48170";"ARZENC-DE-RANDON";"Pylône autostable"; 30.0;"ORANGE"
114685;3.75944;44.53833;"03° 45' 34.00'' Est, 44° 32' 18.00'' Nord";"48027";"LE GOULET";;"48170";"LE BLEYMARD";"Pylône autostable"; 30.0;"Titulaire programme Radio/TV"
114689;3.18750;44.84000;"03° 11' 15.00'' Est, 44° 50' 24.00'' Nord";"48064";;"FENESTRE";"48310";"FOURNELS";"Pylône autostable"; 12.0;"Titulaire programme Radio/TV"
114691;3.16833;44.54222;"03° 10' 06.00'' Est, 44° 32' 32.00'' Nord";"48187";"LA CROIX DU LOUP";;"48100";"LES SALCES";"Pylône autostable"; 15.0;"Titulaire programme Radio/TV"
116800;3.85583;44.72750;"03° 51' 21.00'' Est, 44° 43' 39.00'' Nord";"48080";;"R DES CAPUCINS CENTRAL TÉLÉPHONIQUE";"48300";"LANGOGNE";"Bâtiment"; 13.0;"ORANGE Services Fixes"
116880;3.87111;44.22361;"03° 52' 16.00'' Est, 44° 13' 25.00'' Nord";"48155";"LE PENDEDIS";;"48370";"SAINT-GERMAIN-DE-CALBERTE";"Bâtiment"; 6.0;"ORANGE Services Fixes"
126659;3.74167;44.26889;"03° 44' 30.00'' Est, 44° 16' 08.00'' Nord";"48036";"LE CROUZAS";"D 62";"48400";"CASSAGNAS";"Bâtiment"; 6.0;"ORANGE Services Fixes"
130173;3.22667;44.27778;"03° 13' 36.00'' Est, 44° 16' 40.00'' Nord";"48094";"LE VILLAGE";"D995";"48210";"LE MASSEGROS";"Bâtiment"; 7.0;"ORANGE Services Fixes"
133592;3.28861;44.72333;"03° 17' 19.00'' Est, 44° 43' 24.00'' Nord";"48009";"R DE LA PAILLADE";"AUTOCOMMUTATEUR";"48130";"AUMONT-AUBRAC";"Bâtiment"; 8.0;"ORANGE Services Fixes"
146867;3.56861;44.33000;"03° 34' 07.00'' Est, 44° 19' 48.00'' Nord";"48061";"COL DE LA PIERRE PLATE";"D16";"48400";"FLORAC";"Mât"; 7.0;"ORANGE Services Fixes"
161279;3.65750;44.23889;"03° 39' 27.00'' Est, 44° 14' 20.00'' Nord";"48019";;"BARRE DES CEVENNES";"48400";"BARRE-DES-CEVENNES";"Support non décrit"; 10.0;
173163;3.85944;44.73639;"03° 51' 34.00'' Est, 44° 44' 11.00'' Nord";"48080";;"AMONT PONT RIVE DROITE";"48300";"LANGOGNE";"Support non décrit"; 10.0;
173167;3.71444;44.81472;"03° 42' 52.00'' Est, 44° 48' 53.00'' Nord";"48139";;"RTE DE ST BONNET DE MONTAURO";"48600";"SAINT-BONNET-DE-MONTAUROUX";"Support non décrit"; 10.0;
193616;3.17000;44.32583;"03° 10' 12.00'' Est, 44° 19' 33.00'' Nord";"48094";"LE TENSONNIEU";"RESERVOIR";"48500";"LE MASSEGROS";"Château d'eau - réservoir"; 12.0;"Commune, communauté de commune"
269047;3.19028;44.83944;"03° 11' 25.00'' Est, 44° 50' 22.00'' Nord";"48190";"FENESTRES";;"48310";"TERMES";"Bâtiment"; 7.0;"Association"
269053;3.18778;44.83944;"03° 11' 16.00'' Est, 44° 50' 22.00'' Nord";"48190";"FENESTRES";"LE ROCHER";"48310";"TERMES";"Pylône autostable"; 3.0;"Commune, communauté de commune"
302590;3.88389;44.53500;"03° 53' 02.00'' Est, 44° 32' 06.00'' Nord";"48021";;"CABINE RADIO DU BARRAGE DE PUYLAURENT CHEM D'ACCÈS AU BARRAGE";"48250";"LA BASTIDE-PUYLAURENT";"Pylône autostable"; 12.0;"EDF ou GDF"
306753;3.46083;44.26278;"03° 27' 39.00'' Est, 44° 15' 46.00'' Nord";"48074";"NIVOLIERS";;"48150";"HURES-LA-PARADE";"Mât"; 8.0;"ORANGE Services Fixes"
326489;3.04833;44.66139;"03° 02' 54.00'' Est, 44° 39' 41.00'' Nord";"48104";;"PL DU FOIRAIL AUTOCOMMUTATEUR";"48260";"NASBINALS";"Bâtiment"; 6.0;"ORANGE Services Fixes"
332525;3.75111;44.20389;"03° 45' 04.00'' Est, 44° 12' 14.00'' Nord";"48171";"FABREGUE";"D.28 - RESERVOIR DE FABREGUE";"48110";"SAINT-MARTIN-DE-LANSUSCLE";"Mât métallique"; 6.0;"ORANGE Services Fixes"
334525;3.92056;44.20167;"03° 55' 14.00'' Est, 44° 12' 06.00'' Nord";"48170";"VC N° 1 DU PENDEDIS";"LE BOURG AUTOCOMMUTATEUR";"48160";"SAINT-MARTIN-DE-BOUBAUX";"Bâtiment"; 6.0;"ORANGE Services Fixes"
338836;3.92639;44.24667;"03° 55' 35.00'' Est, 44° 14' 48.00'' Nord";"48051";"LA BASTIDE";"QUARTIER MAISON DE RETRAITE AVENUE DE LA GARE AUTOCOMMUTATEUR";"48160";"LE COLLET-DE-DEZE";"Bâtiment"; 8.0;"ORANGE Services Fixes"
340893;3.85944;44.47361;"03° 51' 34.00'' Est, 44° 28' 25.00'' Nord";"48004";"ROUTE DE MENDE";"D901";"48800";"ALTIER";"Pylône autostable"; 9.0;"ORANGE Services Fixes"
340897;3.85417;44.47278;"03° 51' 15.00'' Est, 44° 28' 22.00'' Nord";"48004";;"LA PISE";"48800";"ALTIER";"Pylône autostable"; 6.0;"ORANGE Services Fixes"
