Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
6859;4.73417;47.66194;"04° 44' 03.00'' Est, 47° 39' 43.00'' Nord";"21004";"LA PRAULE";"D 901";"21510";"AIGNAY-LE-DUC";"Pylône autostable"; 15.0;"ORANGE Services Fixes"
6869;4.47056;47.37361;"04° 28' 14.00'' Est, 47° 22' 25.00'' Nord";"21576";"VILLAGE";"CD.26";"21350";"SAINT-THIBAULT";"Pylône autostable"; 15.0;"ORANGE Services Fixes"
6873;4.17472;47.50889;"04° 10' 29.00'' Est, 47° 30' 32.00'' Nord";"21247";;"R DE SEMUR";"21460";"EPOISSES";"Pylône tubulaire"; 14.0;"ORANGE Services Fixes"
6889;5.35167;47.47306;"05° 21' 06.00'' Est, 47° 28' 23.00'' Nord";"21225";"CHAMP PAQUIER";;"21310";"DAMPIERRE-ET-FLEE";"Pylône autostable"; 12.0;"ORANGE Services Fixes"
6893;4.62444;47.30222;"04° 37' 28.00'' Est, 47° 18' 08.00'' Nord";"21033";"LA VERSENNE";;"21540";"AUBIGNY-LES-SOMBERNON";"Pylône autostable"; 25.0;
27107;5.27500;47.06306;"05° 16' 30.00'' Est, 47° 03' 47.00'' Nord";"21285";;"DERRIERE LA BORDE MORTUREUX";"21170";"FRANXAULT";"Pylône autostable"; 40.0;"SFR"
27259;4.20222;47.31333;"04° 12' 08.00'' Est, 47° 18' 48.00'' Nord";"21546";"PRÉ LAVALLE";"CHEM DÉPARTEMENTAL N° 15C DE SAULIEU";"21210";"SAINT-DIDIER";"Pylône autostable"; 25.0;"SFR"
27283;5.01889;47.30028;"05° 01' 08.00'' Est, 47° 18' 01.00'' Nord";"21231";;"45 BD  HENRI BAZIN CTRE DE RÉÉDUCATION FONCTIONNELLE LES ROSIERS";"21000";"DIJON";"Immeuble"; 22.5;"Société Privée SA"
74735;5.04417;47.33806;"05° 02' 39.00'' Est, 47° 20' 17.00'' Nord";"21231";;"2 RUE CURTAT";"21000";"DIJON";"Immeuble"; 27.0;"Copropriété, Syndic, SCI"
74761;5.06889;47.31833;"05° 04' 08.00'' Est, 47° 19' 06.00'' Nord";"21231";;"2 R PR MARION";"21000";"DIJON";"Immeuble"; 27.0;"Association"
74807;4.98861;47.27056;"04° 59' 19.00'' Est, 47° 16' 14.00'' Nord";"21390";;"PL DE LA MAIRIE EGLISE";"21160";"MARSANNAY-LA-COTE";"Monument religieux"; 38.0;"Commune, communauté de commune"
74843;5.03000;47.31139;"05° 01' 48.00'' Est, 47° 18' 41.00'' Nord";"21231";;"43 R DE L'ILE";"21000";"DIJON";"Immeuble"; 26.0;"Copropriété, Syndic, SCI"
89524;5.27444;47.37667;"05° 16' 28.00'' Est, 47° 22' 36.00'' Nord";"21595";;"ALLÉE DE LA VIOLETTE CHATEAU D'EAU";"21310";"SAVOLLES";"Château d'eau - réservoir"; 24.0;"Syndicat des eaux, Adduction"
89546;4.42194;47.16750;"04° 25' 19.00'' Est, 47° 10' 03.00'' Nord";"21325";"HAMEAU DE POCHEY";"VC N° 5";"21230";"JOUEY";"Pylône autostable"; 36.0;"ORANGE"
89548;5.19528;47.04500;"05° 11' 43.00'' Est, 47° 02' 42.00'' Nord";"21475";"LES CHAMPS DE LA VIGNE";;"21250";"PAGNY-LE-CHATEAU";"Pylône autostable"; 30.0;"ORANGE"
89550;4.32250;47.49667;"04° 19' 21.00'' Est, 47° 29' 48.00'' Nord";"21603";"LA TUILERIE";;"21140";"SEMUR-EN-AUXOIS";"Pylône autostable"; 24.0;"ORANGE"
89564;4.50583;47.45250;"04° 30' 21.00'' Est, 47° 27' 09.00'' Nord";"21024";"LE FOULON";;"21350";"ARNAY-SOUS-VITTEAUX";"Pylône autostable"; 24.0;"ORANGE"
89576;5.27944;47.46889;"05° 16' 46.00'' Est, 47° 28' 08.00'' Nord";"21071";"LES GROASSES";"SENTIER N°61 DIT DU FOND DE LA CHAPPE";"21310";"BEZE";"Pylône autostable"; 36.0;"ORANGE"
89606;5.04667;47.34667;"05° 02' 48.00'' Est, 47° 20' 48.00'' Nord";"21231";;"1 ROND POINT DE LA NATION";"21000";"DIJON";"Immeuble"; 33.0;"Société Privée SA"
89658;5.07556;47.33361;"05° 04' 32.00'' Est, 47° 20' 01.00'' Nord";"21540";;"2 R DE LA FLEURIÉE";"21850";"SAINT-APOLLINAIRE";"Immeuble"; 22.0;"Société HLM"
97902;5.04778;47.37167;"05° 02' 52.00'' Est, 47° 22' 18.00'' Nord";"21231";"LES NOVALES";;"21000";"DIJON";"Pylône haubané"; 20.0;"ANFR"
110668;5.16028;47.34444;"05° 09' 37.00'' Est, 47° 20' 40.00'' Nord";"21021";"PÉAGE DIJON NORD";;"21560";"ARC-SUR-TILLE";"Pylône autostable"; 50.0;"Sociétés d'Autoroutes"
110672;5.17083;47.02917;"05° 10' 15.00'' Est, 47° 01' 45.00'' Nord";"21131";"PÉAGE";;"21250";"CHAMBLANC";"Pylône autostable"; 40.0;"Sociétés d'Autoroutes"
110674;4.99333;47.15111;"04° 59' 36.00'' Est, 47° 09' 04.00'' Nord";"21267";"CHAMPS BAUDRY";"LES BEAUX REGARDS PR-17";"21640";"FLAGEY-ECHEZEAUX";"Pylône autostable"; 40.0;"Sociétés d'Autoroutes"
110678;5.00083;47.21194;"05° 00' 03.00'' Est, 47° 12' 43.00'' Nord";"21295";"LA FORET";"CTRE D'ENTRETIEN";"21220";"GEVREY-CHAMBERTIN";"Pylône autostable"; 50.0;"Sociétés d'Autoroutes"
