Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
13522;2.18917;51.02472;"02° 11' 21.00'' Est, 51° 01' 29.00'' Nord";"59359";"DUNKERQUE-PORT OUEST";;"59279";"LOON-PLAGE";"Bâtiment"; 50.0;
13524;2.35111;51.05056;"02° 21' 04.00'' Est, 51° 03' 02.00'' Nord";"59183";"PORT EST ECLUSE WATTIER";;"59640";"DUNKERQUE";"Bâtiment"; 30.0;"CCI,Ch Metiers,Port Aut,Aérop"
13708;2.83222;50.57861;"02° 49' 56.00'' Est, 50° 34' 43.00'' Nord";"59303";"CANTON DE LA CLIQUETERIE";;"59134";"HERLIES";"Château d'eau - réservoir"; 55.0;"Syndicat des eaux, Adduction"
34717;3.14222;50.61722;"03° 08' 32.00'' Est, 50° 37' 02.00'' Nord";"59009";;"131 R YVES DECUGIS";"59650";"VILLENEUVE-D'ASCQ";"Immeuble"; 28.0;"Société HLM"
34799;3.10917;50.58889;"03° 06' 33.00'' Est, 50° 35' 20.00'' Nord";"59343";;"3 R DU CHÂTEAU RÉSIDENCE BOHIN";"59810";"LESQUIN";"Immeuble"; 32.0;"Société HLM"
35041;3.06194;50.63250;"03° 03' 43.00'' Est, 50° 37' 57.00'' Nord";"59350";;"20 B  PL DE BÉTHUNE";"59160";"LILLE";"Immeuble"; 20.0;"Etablissement de soins"
47339;3.02528;50.62444;"03° 01' 31.00'' Est, 50° 37' 28.00'' Nord";"59350";;"12ÈME RUE PORT DE LILLE";"59160";"LILLE";"Pylône tubulaire"; 30.0;"HIVORY"
47909;3.08222;50.36806;"03° 04' 56.00'' Est, 50° 22' 05.00'' Nord";"59178";;"1 PL D'ARMES";"59500";"DOUAI";"Bâtiment"; 20.0;"Titulaire programme Radio/TV"
56339;2.87056;50.68250;"02° 52' 14.00'' Est, 50° 40' 57.00'' Nord";"59017";;"37 R COLBERT STUDIO MONA";"59280";"ARMENTIERES";"Bâtiment"; 24.0;"Titulaire programme Radio/TV"
63393;2.37333;51.02333;"02° 22' 24.00'' Est, 51° 01' 24.00'' Nord";"59155";;"2, RTE DE BERGUES";"59210";"COUDEKERQUE-BRANCHE";"Immeuble"; 14.1;"Société Privée SA"
81132;3.24056;50.17278;"03° 14' 26.00'' Est, 50° 10' 22.00'' Nord";"59122";;"13 BD PAUL BEZIN  RES CHARLES QUINT";"59400";"CAMBRAI";"Immeuble"; 41.0;"Société Privée SA"
81214;3.12972;50.61778;"03° 07' 47.00'' Est, 50° 37' 04.00'' Nord";"59009";;"R DU VENTOUX CCAL PRES DE L'HOTEL DE VILLE";"59650";"VILLENEUVE-D'ASCQ";"Bâtiment"; 10.0;"Société Privée SA"
81232;3.06306;50.63389;"03° 03' 47.00'' Est, 50° 38' 02.00'' Nord";"59350";;"44 R DE BETHUNE";"59160";"LILLE";"Bâtiment"; 21.5;"Société Privée SA"
81342;3.60417;50.40917;"03° 36' 15.00'' Est, 50° 24' 33.00'' Nord";"59613";;"R DE L'EGLISE";"59970";"VICQ";"Monument religieux"; 38.0;"Commune, communauté de commune"
81376;2.22139;50.99972;"02° 13' 17.00'' Est, 50° 59' 59.00'' Nord";"59359";;"R BLANCHARD TERRAIN DE SPORT";"59279";"LOON-PLAGE";"Pylône autostable"; 36.0;"TDF"
94685;3.32333;50.28750;"03° 19' 24.00'' Est, 50° 17' 15.00'' Nord";"59092";;"RUE JEAN BAPTISTE BERLY";"59111";"BOUCHAIN";"Pylône autostable"; 42.0;"TDF"
99686;3.22639;50.17333;"03° 13' 35.00'' Est, 50° 10' 24.00'' Nord";"59122";;"PL EUGENE THOMAS";"59400";"CAMBRAI";"Immeuble"; 38.0;"ORANGE Services Fixes"
99860;3.12056;50.58500;"03° 07' 14.00'' Est, 50° 35' 06.00'' Nord";"59343";;"R DE IÉNA AUCHAN STOCKAGE";"59810";"LESQUIN";"Pylône tubulaire"; 32.0;"ORANGE"
99960;2.99556;50.63444;"02° 59' 44.00'' Est, 50° 38' 04.00'' Nord";"59350";"LOMME DELIVRANCE";"GARE LILLE DÉLIVRANCE";"59800";"LILLE";"Pylône autostable"; 30.0;"SNCF Réseau"
126880;4.11750;50.03222;"04° 07' 03.00'' Est, 50° 01' 56.00'' Nord";"59445";"TRIEUX QUI REVERSENT";;"59132";"OHAIN";"Pylône haubané"; 30.0;"EDF ou GDF"
135129;3.81194;50.12833;"03° 48' 43.00'' Est, 50° 07' 42.00'' Nord";"59583";"LA ROIE DE MAROILLES";"LE GRAND-FAYT";"59550";"TAISNIERES-EN-THIERACHE";"Bâtiment"; 17.0;"Météo"
145498;4.09611;50.22417;"04° 05' 46.00'' Est, 50° 13' 27.00'' Nord";"59066";"FERME DE LA BRIQUE";"RTE DE JEUMONT D963-BOUT D EN HAUT";"59740";"BERELLES";"Château d'eau - réservoir"; 33.0;"Commune, communauté de commune"
163480;2.63861;50.64250;"02° 38' 19.00'' Est, 50° 38' 33.00'' Nord";"59400";;"PLACE DE LA LIBÉRATION MAIRIE";"59660";"MERVILLE";"Bâtiment"; 40.0;"Commune, communauté de commune"
166732;2.96750;50.63222;"02° 58' 03.00'' Est, 50° 37' 56.00'' Nord";"59195";;"RN 352";"59320";"ENGLOS";"Support non décrit"; 10.0;
195087;3.52389;50.35778;"03° 31' 26.00'' Est, 50° 21' 28.00'' Nord";"59606";;"PLACE D'ARMES MAIRIE";"59300";"VALENCIENNES";"Bâtiment"; 40.0;"Commune, communauté de commune"
195135;2.25556;51.02194;"02° 15' 20.00'' Est, 51° 01' 19.00'' Nord";"59359";;"RTE DES DUNES ZI MARDYCK";"59279";"LOON-PLAGE";"Support non décrit"; 20.0;
195139;2.21861;50.99389;"02° 13' 07.00'' Est, 50° 59' 38.00'' Nord";"59359";;"ZI MARDYCK";"59279";"LOON-PLAGE";"Support non décrit"; 10.0;
195183;2.26083;51.01639;"02° 15' 39.00'' Est, 51° 00' 59.00'' Nord";"59359";;"RAFFINERIE DES FLANDRES";"59279";"LOON-PLAGE";"Support non décrit"; 20.0;
195205;3.51639;50.36750;"03° 30' 59.00'' Est, 50° 22' 03.00'' Nord";"59606";;"R GERARD DE PERFONTAINE RES  VERLEY";"59300";"VALENCIENNES";"Support non décrit"; 40.0;
195273;3.08056;50.36778;"03° 04' 50.00'' Est, 50° 22' 04.00'' Nord";"59178";;"83 RUE DE LA MAIRIE BEFFROI";"59500";"DOUAI";"Bâtiment"; 30.0;"Commune, communauté de commune"
195335;3.65944;50.41806;"03° 39' 34.00'' Est, 50° 25' 05.00'' Nord";"59160";;"293 R DES DEPORTES";"59154";"CRESPIN";"Support non décrit"; 18.0;
195405;3.50083;50.37000;"03° 30' 03.00'' Est, 50° 22' 12.00'' Nord";"59014";;"PLACE ROGER SALENGRO MAIRIE";"59410";"ANZIN";"Bâtiment"; 20.0;"Commune, communauté de commune"
195411;2.89000;50.68083;"02° 53' 24.00'' Est, 50° 40' 51.00'' Nord";"59017";;"104 R DU GL LECLERC";"59280";"ARMENTIERES";"Support non décrit";;
212794;3.10583;50.60667;"03° 06' 21.00'' Est, 50° 36' 24.00'' Nord";"59507";;"RST RONCHIN PK 007.475";"59790";"RONCHIN";"Mât"; 10.0;"SNCF Réseau"
212798;3.08250;50.63028;"03° 04' 57.00'' Est, 50° 37' 49.00'' Nord";"59350";;"RST LILLE PRCI 41 PK 010.694";"59160";"LILLE";"Mât"; 5.0;"SNCF Réseau"
212802;3.07000;50.64194;"03° 04' 12.00'' Est, 50° 38' 31.00'' Nord";"59350";;"RST LILLE EUROPE PK 011.990";"59160";"LILLE";"Tunnel"; 7.0;"SNCF Réseau"
212806;3.04194;50.65278;"03° 02' 31.00'' Est, 50° 39' 10.00'' Nord";"59328";;"RST ST ANDRE PK 014.655";"59130";"LAMBERSART";"Tunnel"; 7.0;"SNCF Réseau"
212810;2.93389;50.64556;"02° 56' 02.00'' Est, 50° 38' 44.00'' Nord";"59196";;"RST ENNETIERES PK 023.080";"59320";"ENNETIERES-EN-WEPPES";"Mât"; 15.0;"SNCF Réseau"
212814;2.82694;50.67056;"02° 49' 37.00'' Est, 50° 40' 14.00'' Nord";"59202";;"RST ERQUINGHEM PK 031.503";"59193";"ERQUINGHEM-LYS";"Mât"; 15.0;"SNCF Réseau"
212818;2.67750;50.72194;"02° 40' 39.00'' Est, 50° 43' 19.00'' Nord";"59399";;"RST MERIS CAI 43 PK 043.344";"59270";"MERRIS";"Mât"; 22.0;"SNCF Réseau"
212822;2.60444;50.73917;"02° 36' 16.00'' Est, 50° 44' 21.00'' Nord";"59469";;"RST PRADELLES PK 048.950";"59190";"PRADELLES";"Mât"; 10.0;"SNCF Réseau"
212826;2.51083;50.76528;"02° 30' 39.00'' Est, 50° 45' 55.00'' Nord";"59308";;"RST HONDEGHEM PK 056.214";"59190";"HONDEGHEM";"Mât"; 22.0;"SNCF Réseau"
212830;2.34889;50.80917;"02° 20' 56.00'' Est, 50° 48' 33.00'' Nord";"59119";;"RST BUYSSCHEURE PK 068.773";"59285";"BUYSSCHEURE";"Mât"; 22.0;"SNCF Réseau"
212834;2.25250;50.84167;"02° 15' 09.00'' Est, 50° 50' 30.00'' Nord";"59647";;"RST MILLAM PK 076.600";"59143";"WATTEN";"Mât"; 10.0;"SNCF Réseau"
212838;3.07250;50.54278;"03° 04' 21.00'' Est, 50° 32' 34.00'' Nord";"59034";;"RST AVELIN PRCI 28 PK 193.990";"59710";"AVELIN";"Mât"; 15.0;"SNCF Réseau"
212840;3.11944;50.55917;"03° 07' 10.00'' Est, 50° 33' 33.00'' Nord";"59256";;"RST SAINGHIN PK 197.830";"59273";"FRETIN";"Mât"; 15.0;"SNCF Réseau"
