Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
13396;3.94250;47.18667;"03° 56' 33.00'' Est, 47° 11' 12.00'' Nord";"58205";;"LE BOURG";"58230";"OUROUX-EN-MORVAN";"Pylône autostable"; 20.0;"ORANGE Services Fixes"
13402;4.09278;47.28583;"04° 05' 34.00'' Est, 47° 17' 09.00'' Nord";"58235";"LES GRANDES FOURCHES";;"58230";"SAINT-BRISSON";"Pylône autostable"; 17.0;"ORANGE Services Fixes"
13436;3.46111;46.82833;"03° 27' 40.00'' Est, 46° 49' 42.00'' Nord";"58095";;"1 R J.J. ROUSSEAU";"58300";"DECIZE";"Bâtiment"; 16.0;"Titulaire programme Radio/TV"
44613;3.29972;46.75639;"03° 17' 59.00'' Est, 46° 45' 23.00'' Nord";"58192";"LES GIRAUDS";"D 201";"58300";"NEUVILLE-LES-DECIZE";"Pylône autostable"; 40.0;"Titulaire programme Radio/TV"
99552;3.37000;46.85667;"03° 22' 12.00'' Est, 46° 51' 24.00'' Nord";"58105";"BOIS BRULE";;"58160";"DRUY-PARIGNY";"Pylône autostable"; 24.0;"ORANGE"
99556;3.10583;47.22194;"03° 06' 21.00'' Est, 47° 13' 19.00'' Nord";"58189";"LES BERTINS";"CH.R LA CHEVALERIE - CHAMPS DU PUITS";"58400";"NARCY";"Pylône autostable"; 31.0;"ORANGE"
143637;3.46778;46.83194;"03° 28' 04.00'' Est, 46° 49' 55.00'' Nord";"58095";;"R VIRLOGUEUX";"58300";"DECIZE";"Immeuble"; 8.0;"Etablissement de soins"
143641;3.45306;46.82250;"03° 27' 11.00'' Est, 46° 49' 21.00'' Nord";"58095";;"74 RTE DE MOULINS";"58300";"DECIZE";"Immeuble"; 21.0;"Etablissement de soins"
212722;2.89889;47.37139;"02° 53' 56.00'' Est, 47° 22' 17.00'' Nord";"58086";;"RST VILLECHAUD PK 200.400";"58200";"COSNE-COURS-SUR-LOIRE";"Mât"; 10.0;"SNCF Réseau"
212762;3.11306;46.87278;"03° 06' 47.00'' Est, 46° 52' 22.00'' Nord";"58152";;"RST PONT DE LA TOUR PK 271.750";"58470";"MAGNY-COURS";"Mât"; 15.0;"SNCF Réseau"
212766;3.14722;46.74583;"03° 08' 50.00'' Est, 46° 44' 45.00'' Nord";"58057";;"RST MONTREUIL PK 287.200";"58240";"CHANTENAY-SAINT-IMBERT";"Mât"; 15.0;"SNCF Réseau"
284970;3.72361;47.35833;"03° 43' 25.00'' Est, 47° 21' 30.00'' Nord";"58271";"LE TARTRE DE POISSON";;"58190";"SAIZY";"Pylône autostable"; 26.0;"ORANGE Services Fixes"
286312;3.82194;47.27694;"03° 49' 19.00'' Est, 47° 16' 37.00'' Nord";"58145";"LE GRAND CLOISEAU";;"58140";"LORMES";"Mât métallique"; 7.0;"ORANGE Services Fixes"
291529;3.12972;46.99361;"03° 07' 47.00'' Est, 46° 59' 37.00'' Nord";"58194";;"45-47, R A. CAMUS";"58000";"NEVERS";"Immeuble"; 18.0;"Société HLM"
309062;4.01722;47.28250;"04° 01' 02.00'' Est, 47° 16' 57.00'' Nord";"58106";"LE MONT VELIN";"CHEM RURAL DU MONT VELIN PYLÔNE FT";"58230";"DUN-LES-PLACES";"Pylône autostable"; 46.0;"ORANGE Services Fixes"
310843;3.10778;46.76528;"03° 06' 28.00'' Est, 46° 45' 55.00'' Nord";"58144";"LE GROS BOIS";"CHEM RURAL N°1 DE MARCIGNY À LA PRÉE";"58240";"LIVRY";"Pylône autostable"; 28.0;"BOUYGUES"
