Numéro de support;Numéro Cartoradio;"Exploitant";"Type d'antenne";Numéro d'antenne;Dimension de l'antenne;"Directivité";Azimut;Hauteur / sol;"Système";Début;Fin;"Unité"
19536;16608;"ORANGE service fixe";"Antenne parabolique";270088;0.30;"Directif";170.00;7.00;"FH";37.50;38.00;"GHz"
19536;16608;"ORANGE service fixe";"Antenne parabolique";270088;0.30;"Directif";170.00;7.00;"FH";38.52;39.48;"GHz"
19544;101032;"METEO";"Antenne parabolique";384557;6.00;"Non Directif";;14.00;"RDR";2700.00;2900.00;"MHz"
19546;13559;"CEREMA";"Fuseau";348294;;"Non Directif";;;"ANM";1600.00;2000.00;"KHz"
19546;13559;"CEREMA";"Cierge/Perche";3647001;1.50;"Non Directif";;27.00;"TELEM";151.40;153.00;"MHz"
19546;13559;"CEREMA";"Cierge/Perche";3647003;1.10;"Non Directif";;27.00;"AIS";161.47;162.05;"MHz"
19546;13559;"CEREMA";"Cierge/Perche";3686566;1.50;"Non Directif";;3.00;"ANM";430.00;432.00;"MHz"
22928;43567;"ORANGE service fixe";"Plan passif ou miroir";6376;5.00;"Directif";145.00;5.00;"FH";8025.00;8175.00;"MHz"
22928;43567;"ORANGE service fixe";"Plan passif ou miroir";6376;5.00;"Directif";145.00;5.00;"FH";8215.00;8400.00;"MHz"
22928;43567;"ORANGE service fixe";"Plan passif ou miroir";6378;5.00;"Directif";47.00;5.00;"FH";8025.00;8175.00;"MHz"
22928;43567;"ORANGE service fixe";"Plan passif ou miroir";6378;5.00;"Directif";47.00;5.00;"FH";8215.00;8400.00;"MHz"
22930;43568;"ORANGE service fixe";"Antenne parabolique";6380;1.80;"Directif";227.00;13.00;"FH";8025.00;8175.00;"MHz"
22930;43568;"ORANGE service fixe";"Antenne parabolique";6380;1.80;"Directif";227.00;13.00;"FH";8215.00;8400.00;"MHz"
22987;300104;"ORANGE service fixe";"Antenne parabolique";6476;0.60;"Directif";54.40;5.00;"FH";12.75;13.25;"GHz"
22987;300104;"ORANGE service fixe";"Yagi";270822;1.50;"Directif";85.90;6.00;"FH ABI";456.00;460.00;"MHz"
22987;300104;"ORANGE service fixe";"Yagi";270822;1.50;"Directif";85.90;6.00;"FH ABI";466.00;470.00;"MHz"
41145;81898;"SFR";"Panneau";36529;1.90;"Directif";300.00;21.00;"GSM 900";902.50;914.90;"MHz"
41145;81898;"SFR";"Panneau";36529;1.90;"Directif";300.00;21.00;"GSM 900";947.50;959.90;"MHz"
41145;81898;"SFR";"Panneau";36529;1.90;"Directif";300.00;21.00;"GSM 1800";1710.10;1712.90;"MHz"
41145;81898;"SFR";"Panneau";36529;1.90;"Directif";300.00;21.00;"GSM 1800";1737.10;1758.10;"MHz"
41145;81898;"SFR";"Panneau";36529;1.90;"Directif";300.00;21.00;"GSM 1800";1805.10;1807.90;"MHz"
41145;81898;"SFR";"Panneau";36529;1.90;"Directif";300.00;21.00;"GSM 1800";1832.10;1853.10;"MHz"
41145;81898;"SFR";"Panneau";36530;1.90;"Directif";60.00;21.00;"GSM 900";902.50;914.90;"MHz"
41145;81898;"SFR";"Panneau";36530;1.90;"Directif";60.00;21.00;"GSM 900";947.50;959.90;"MHz"
41145;81898;"SFR";"Panneau";36530;1.90;"Directif";60.00;21.00;"GSM 1800";1710.10;1712.90;"MHz"
41145;81898;"SFR";"Panneau";36530;1.90;"Directif";60.00;21.00;"GSM 1800";1737.10;1758.10;"MHz"
41145;81898;"SFR";"Panneau";36530;1.90;"Directif";60.00;21.00;"GSM 1800";1805.10;1807.90;"MHz"
41145;81898;"SFR";"Panneau";36530;1.90;"Directif";60.00;21.00;"GSM 1800";1832.10;1853.10;"MHz"
41145;81898;"SFR";"Antenne parabolique";2672496;0.30;"Directif";356.30;22.00;"FH";38.52;39.48;"GHz"
41181;86997;"SFR";"Panneau";36572;1.90;"Directif";60.00;23.00;"GSM 900";902.50;914.90;"MHz"
41181;86997;"SFR";"Panneau";36572;1.90;"Directif";60.00;23.00;"UMTS 900";904.90;914.90;"MHz"
41181;86997;"SFR";"Panneau";36572;1.90;"Directif";60.00;23.00;"GSM 900";947.50;959.90;"MHz"
41181;86997;"SFR";"Panneau";36572;1.90;"Directif";60.00;23.00;"UMTS 900";949.90;959.90;"MHz"
41181;86997;"SFR";"Antenne parabolique";3146464;0.60;"Directif";215.80;20.00;"FH";10.70;11.70;"GHz"
41181;86997;"SFR";"Antenne parabolique";3586182;0.60;"Directif";206.10;24.00;"FH";12.75;13.25;"GHz"
41189;88096;"SFR";"Panneau";36579;0.20;"Directif";0.00;5.00;"GSM 900";902.50;914.90;"MHz"
41189;88096;"SFR";"Panneau";36579;0.20;"Directif";0.00;5.00;"GSM 900";947.50;959.90;"MHz"
41189;88096;"SFR";"Panneau";36580;0.20;"Directif";180.00;5.00;"GSM 900";902.50;914.90;"MHz"
41189;88096;"SFR";"Panneau";36580;0.20;"Directif";180.00;5.00;"GSM 900";947.50;959.90;"MHz"
41189;88096;"SFR";"Antenne parabolique";2060860;0.30;"Directif";183.70;5.30;"FH";23.13;23.38;"GHz"
41305;105991;"SFR";"Panneau";36708;1.20;"Directif";20.00;12.50;"GSM 900";902.50;914.90;"MHz"
41305;105991;"SFR";"Panneau";36708;1.20;"Directif";20.00;12.50;"GSM 900";947.50;959.90;"MHz"
41305;105991;"SFR";"Panneau";36708;1.20;"Directif";20.00;12.50;"UMTS 2100";1915.10;1920.10;"MHz"
41305;105991;"SFR";"Panneau";36708;1.20;"Directif";20.00;12.50;"UMTS 2100";1920.50;1935.30;"MHz"
41305;105991;"SFR";"Panneau";36708;1.20;"Directif";20.00;12.50;"UMTS 2100";2110.50;2125.30;"MHz"
41305;105991;"SFR";"Antenne parabolique";1164027;0.30;"Directif";339.40;14.50;"FH";22.21;22.37;"GHz"
41331;109676;"SFR";"Panneau";36748;1.90;"Directif";120.00;19.70;"GSM 900";902.50;914.90;"MHz"
41331;109676;"SFR";"Panneau";36748;1.90;"Directif";120.00;19.70;"GSM 900";947.50;959.90;"MHz"
41331;109676;"SFR";"Panneau";36748;1.90;"Directif";120.00;19.70;"UMTS 2100";1915.10;1920.10;"MHz"
41331;109676;"SFR";"Panneau";36748;1.90;"Directif";120.00;19.70;"UMTS 2100";1920.50;1935.30;"MHz"
41331;109676;"SFR";"Panneau";36748;1.90;"Directif";120.00;19.70;"UMTS 2100";1959.90;1964.90;"MHz"
41331;109676;"SFR";"Panneau";36748;1.90;"Directif";120.00;19.70;"UMTS 2100";2110.50;2125.30;"MHz"
41331;109676;"SFR";"Panneau";36748;1.90;"Directif";120.00;19.70;"UMTS 2100";2149.90;2154.90;"MHz"
41331;109676;"SFR";"Panneau";1150985;1.90;"Directif";240.00;19.70;"GSM 900";902.50;914.90;"MHz"
41331;109676;"SFR";"Panneau";1150985;1.90;"Directif";240.00;19.70;"GSM 900";947.50;959.90;"MHz"
41331;109676;"SFR";"Panneau";1150985;1.90;"Directif";240.00;19.70;"UMTS 2100";1915.10;1920.10;"MHz"
41331;109676;"SFR";"Panneau";1150985;1.90;"Directif";240.00;19.70;"UMTS 2100";1920.50;1935.30;"MHz"
41331;109676;"SFR";"Panneau";1150985;1.90;"Directif";240.00;19.70;"UMTS 2100";1959.90;1964.90;"MHz"
41331;109676;"SFR";"Panneau";1150985;1.90;"Directif";240.00;19.70;"UMTS 2100";2110.50;2125.30;"MHz"
41331;109676;"SFR";"Panneau";1150985;1.90;"Directif";240.00;19.70;"UMTS 2100";2149.90;2154.90;"MHz"
41331;109676;"SFR";"Panneau";1150987;1.90;"Directif";0.00;19.70;"GSM 900";902.50;914.90;"MHz"
41331;109676;"SFR";"Panneau";1150987;1.90;"Directif";0.00;19.70;"GSM 900";947.50;959.90;"MHz"
41331;109676;"SFR";"Panneau";1150987;1.90;"Directif";0.00;19.70;"UMTS 2100";1915.10;1920.10;"MHz"
41331;109676;"SFR";"Panneau";1150987;1.90;"Directif";0.00;19.70;"UMTS 2100";1920.50;1935.30;"MHz"
41331;109676;"SFR";"Panneau";1150987;1.90;"Directif";0.00;19.70;"UMTS 2100";1959.90;1964.90;"MHz"
41331;109676;"SFR";"Panneau";1150987;1.90;"Directif";0.00;19.70;"UMTS 2100";2110.50;2125.30;"MHz"
41331;109676;"SFR";"Panneau";1150987;1.90;"Directif";0.00;19.70;"UMTS 2100";2149.90;2154.90;"MHz"
41331;109676;"SFR";"Antenne parabolique";3094059;0.30;"Directif";106.30;19.50;"FH";37.26;37.50;"GHz"
41369;111283;"SFR";"Panneau";36791;1.00;"Directif";310.00;;"GSM 900";902.80;914.80;"MHz"
41369;111283;"SFR";"Panneau";36791;1.00;"Directif";310.00;;"GSM 900";947.60;959.80;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"LTE 800";801.00;811.00;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"LTE 800";842.00;852.00;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"UMTS 900";904.90;914.90;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"GSM 900";904.90;914.90;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"GSM 900";949.90;959.90;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"UMTS 900";949.90;959.90;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"UMTS 2100";1915.10;1920.10;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"UMTS 2100";1920.50;1935.30;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"UMTS 2100";1959.90;1964.90;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"UMTS 2100";2110.50;2125.30;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"UMTS 2100";2149.90;2154.90;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"LTE 2600";2500.00;2515.00;"MHz"
41409;191893;"SFR";"Panneau";36840;2.60;"Directif";10.00;10.30;"LTE 2600";2620.00;2635.00;"MHz"
41409;191893;"SFR";"Panneau";36841;2.60;"Directif";130.00;10.30;"LTE 800";801.00;811.00;"MHz"
41409;191893;"SFR";"Panneau";36841;2.60;"Directif";130.00;10.30;"LTE 800";842.00;852.00;"MHz"
41409;191893;"SFR";"Panneau";36841;2.60;"Directif";130.00;10.30;"UMTS 900";904.90;914.90;"MHz"
41409;191893;"SFR";"Panneau";36841;2.60;"Directif";130.00;10.30;"GSM 900";904.90;914.90;"MHz"
41409;191893;"SFR";"Panneau";36841;2.60;"Directif";130.00;10.30;"GSM 900";949.90;959.90;"MHz"
41409;191893;"SFR";"Panneau";36841;2.60;"Directif";130.00;10.30;"UMTS 900";949.90;959.90;"MHz"
