Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
20274;7.00417;48.04083;"07° 00' 15.00'' Est, 48° 02' 27.00'' Nord";"88075";;"LA BRESSE/ RELAIS RN 20";"88250";"LA BRESSE";"Support non décrit";;
20318;6.28889;48.37167;"06° 17' 20.00'' Est, 48° 22' 18.00'' Nord";"88090";"LE GRAND JARDIN";"R DU BOHA";"88130";"CHARMES";"Bâtiment"; 10.0;"ORANGE Services Fixes"
20332;5.87750;47.99306;"05° 52' 39.00'' Est, 47° 59' 35.00'' Nord";"88471";"LES 4 TILLEULS";;"88410";"LES THONS";"Pylône autostable"; 31.0;"ORANGE Services Fixes"
20334;5.97194;48.03333;"05° 58' 19.00'' Est, 48° 01' 60.00'' Nord";"88310";;"R DU PARVIS";"88410";"MONTHUREUX-SUR-SAONE";"Pylône tubulaire"; 24.0;"ORANGE Services Fixes"
20336;7.07917;48.30750;"07° 04' 45.00'' Est, 48° 18' 27.00'' Nord";"88361";;"GRANDE RUE";"88490";"PROVENCHERES-SUR-FAVE";"Pylône autostable"; 15.0;"ORANGE Services Fixes"
20342;6.95528;48.28583;"06° 57' 19.00'' Est, 48° 17' 09.00'' Nord";"88413";"BREUIL";"R DU LYCÉE";"88100";"SAINT-DIE-DES-VOSGES";"Bâtiment"; 13.0;"ORANGE Services Fixes"
20354;6.99000;48.09639;"06° 59' 24.00'' Est, 48° 05' 47.00'' Nord";"88106";;"LE GRAN VALTIN CHEM RURAL N°10 DIT DU GRAND BARRAGE";"88230";"BAN-SUR-MEURTHE-CLEFCY";"Pylône tubulaire"; 12.0;"ORANGE Services Fixes"
20364;6.63639;47.97944;"06° 38' 11.00'' Est, 47° 58' 46.00'' Nord";"88498";;"R DU CENTRE VILLAGE DE VECOUX";"88200";"VECOUX";"Bâtiment"; 5.0;"ORANGE Services Fixes"
106890;6.10778;48.25139;"06° 06' 28.00'' Est, 48° 15' 05.00'' Nord";"88043";"LES GRANDS PRÉS";"RN";"88500";"BAZOILLES-ET-MENIL";"Pylône autostable"; 32.0;"ORANGE"
120470;6.76694;48.04250;"06° 46' 01.00'' Est, 48° 02' 33.00'' Nord";"88442";"LE HAUT DE TOT";;"88120";"SAPOIS";"Pylône tubulaire"; 10.0;"ORANGE Services Fixes"
120476;7.00500;48.05417;"07° 00' 18.00'' Est, 48° 03' 15.00'' Nord";"88531";"LE COLLET";;"88400";"XONRUPT-LONGEMER";"Bâtiment"; 8.0;"Particulier"
120563;7.03833;48.41167;"07° 02' 18.00'' Est, 48° 24' 42.00'' Nord";"88444";"LE BREUIL";"SAINT JEAN";"88210";"LE SAULCY";"Bâtiment"; 6.0;"ORANGE Services Fixes"
120565;7.01778;48.48528;"07° 01' 04.00'' Est, 48° 29' 07.00'' Nord";"88005";"LES TORDS CHAMPS";"ROUTE DU DONON D 392";"88110";"ALLARMONT";"Bâtiment"; 6.0;"ORANGE Services Fixes"
202096;5.93306;48.19861;"05° 55' 59.00'' Est, 48° 11' 55.00'' Nord";"88516";;"1010 AVE G CLEMENCEAU";"88800";"VITTEL";"Support non décrit"; 35.0;
254883;6.78694;48.02278;"06° 47' 13.00'' Est, 48° 01' 22.00'' Nord";"88391";;"R DE LA GRÈVE";"88120";"ROCHESSON";"Bâtiment"; 4.0;"ORANGE Services Fixes"
273131;6.44167;48.20917;"06° 26' 30.00'' Est, 48° 12' 33.00'' Nord";"88209";"LA CÔTE OLIE";"60 R DE LORRAINE";"88190";"GOLBEY";"Pylône autostable"; 12.5;"HIVORY"
300419;5.94111;48.20667;"05° 56' 28.00'' Est, 48° 12' 24.00'' Nord";"88516";;"CLUB MED GRAND HOTEL";"88800";"VITTEL";"Bâtiment"; 20.0;
304410;6.20944;48.12139;"06° 12' 34.00'' Est, 48° 07' 17.00'' Nord";"88161";"LE VOID D'ESCLES";"LA CARRIÈRE ZI FAYS";"88260";"ESCLES";"Pylône autostable"; 35.0;"Conseil Départemental"
323457;6.23111;48.06167;"06° 13' 52.00'' Est, 48° 03' 42.00'' Nord";"88236";"VOIE D'HARSAULT";"CD 40";"88240";"LA HAYE";"Pylône autostable"; 16.0;"ORANGE Services Fixes"
328714;6.10972;48.16278;"06° 06' 35.00'' Est, 48° 09' 46.00'' Nord";"88441";"DEBAIN";"CHEM D'EXPLOITATION N°15";"88260";"SANS-VALLOIS";"Pylône autostable"; 30.0;"Conseil Départemental"
328735;6.26833;48.10389;"06° 16' 06.00'' Est, 48° 06' 14.00'' Nord";"88092";"LA BASSE CHALUMELLE";;"88270";"CHARMOIS-L'ORGUEILLEUX";"Pylône autostable"; 20.0;"ORANGE Services Fixes"
332686;6.70500;48.30417;"06° 42' 18.00'' Est, 48° 18' 15.00'' Nord";"88243";"CHAMPFONTAINE";;"88700";"HOUSSERAS";"Pylône autostable"; 43.0;"Conseil Départemental"
335838;6.69444;48.27278;"06° 41' 40.00'' Est, 48° 16' 22.00'' Nord";"88184";"LE CHAMP BIASE";"R DES GRANDS JARDINS TERRAIN DE SPORT";"88600";"FREMIFONTAINE";"Pylône tubulaire"; 30.0;"Conseil Départemental"
335850;6.21472;48.19083;"06° 12' 53.00'' Est, 48° 11' 27.00'' Nord";"88508";"LE REFROIDEUX";;"88270";"VILLE-SUR-ILLON";"Pylône autostable"; 40.0;"Conseil Départemental"
338829;6.12000;48.18250;"06° 07' 12.00'' Est, 48° 10' 57.00'' Nord";"88187";"LE ROND PUITS";;"88270";"FRENOIS";"Pylône autostable"; 20.0;"Conseil Départemental"
340869;6.84917;48.00417;"06° 50' 57.00'' Est, 48° 00' 15.00'' Nord";"88075";"LA BASSE DES FEIGNES";;"88250";"LA BRESSE";"Mât"; 8.0;"ORANGE Services Fixes"
354474;6.22889;48.27778;"06° 13' 44.00'' Est, 48° 16' 40.00'' Nord";"88494";"SUR LA LAVIÈRE (2È POINTIÈRE)";"CHEM COMMUNAL";"88500";"VAUBEXY";"Pylône autostable"; 21.0;"ORANGE"
354712;6.20333;48.30972;"06° 12' 12.00'' Est, 48° 18' 35.00'' Nord";"88023";"LES GRANDES BOIS";"VOIE COMMUNALE N°4";"88500";"AVILLERS";"Pylône autostable"; 24.0;"ORANGE"
354714;6.28306;48.25722;"06° 16' 59.00'' Est, 48° 15' 26.00'' Nord";"88103";"LE CHÂTELET";"CHEM COMMUNAL DU CHÂTELET";"88270";"CIRCOURT";"Pylône autostable"; 27.0;"ORANGE"
355556;6.29694;48.29667;"06° 17' 49.00'' Est, 48° 17' 48.00'' Nord";"88055";"LA BORDE";"D. 10";"88450";"BETTEGNEY-SAINT-BRICE";"Pylône autostable"; 34.0;"ORANGE"
426748;6.62972;48.27083;"06° 37' 47.00'' Est, 48° 16' 15.00'' Nord";"88130";"LA CHARMILLE";"CHEM DÉPARTEMENTAL N° 70";"88600";"DESTORD";"Pylône autostable"; 40.0;"Conseil Départemental"
435070;6.06083;48.32222;"06° 03' 39.00'' Est, 48° 19' 20.00'' Nord";"88257";;"AÉRODROME D'EPINAL-MIRECOURT";"88500";"JUVAINCOURT";"Mât métallique"; 1.2;"Météo"
435083;6.94917;48.28444;"06° 56' 57.00'' Est, 48° 17' 04.00'' Nord";"88413";;"1 PL ST MARTIN";"88100";"SAINT-DIE-DES-VOSGES";"Immeuble"; 27.0;"Copropriété, Syndic, SCI"
435644;6.55472;48.20833;"06° 33' 17.00'' Est, 48° 12' 30.00'' Nord";"88273";"MARTINFOSSE";"ROUTE NATIONALE N°420";"88000";"LONGCHAMP";"Pylône autostable"; 45.0;"HIVORY"
438068;6.81611;47.86139;"06° 48' 58.00'' Est, 47° 51' 41.00'' Nord";"88188";"LA TETE DU LAIT";;"88160";"FRESSE-SUR-MOSELLE";"Pylône autostable"; 47.0;"TDF"
438439;6.88389;48.30806;"06° 53' 02.00'' Est, 48° 18' 29.00'' Nord";"88428";"LE BOUSSON";"LE CHEM DU MOULIN";"88470";"SAINT-MICHEL-SUR-MEURTHE";"Pylône autostable"; 38.0;"ATC FRANCE"
438770;6.28306;48.36333;"06° 16' 59.00'' Est, 48° 21' 48.00'' Nord";"88090";"LE HAUT DU MONT";"SITE TDF DE CHARMES";"88130";"CHARMES";"Pylône autostable"; 40.0;"TDF"
