Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
7378;0.37722;45.00972;"00° 22' 38.00'' Est, 45° 00' 35.00'' Nord";"24234";"ACCÈS DE SERVICE NORD (R";"RD709";"24400";"LES LECHES";"Pylône autostable"; 18.0;
7380;0.42472;45.06278;"00° 25' 29.00'' Est, 45° 03' 46.00'' Nord";"24543";"PÉAGE";"A LA LIMITE SUD OUEST";"24400";"SOURZAC";"Pylône autostable"; 40.0;
7428;1.03361;45.35222;"01° 02' 01.00'' Est, 45° 21' 08.00'' Nord";"24124";;"AUTREVIALLE";"24160";"CLERMONT-D'EXCIDEUIL";"Pylône autostable"; 26.0;"ORANGE Services Fixes"
7474;1.08861;45.49139;"01° 05' 19.00'' Est, 45° 29' 29.00'' Nord";"24218";;"LE BOST";"24630";"JUMILHAC-LE-GRAND";"Pylône autostable"; 36.0;"ORANGE Services Fixes"
7486;0.81833;45.54444;"00° 49' 06.00'' Est, 45° 32' 40.00'' Nord";"24498";;"PL DU CHAMP DE FOIRE";"24470";"SAINT-SAUD-LACOUSSIERE";"Pylône autostable"; 6.0;"ORANGE Services Fixes"
7512;1.36944;45.10444;"01° 22' 10.00'' Est, 45° 06' 16.00'' Nord";"24204";"LE BOURG";"RADAR METEO FRANCE";"24120";"GREZES";"Bâtiment"; 14.0;"Météo"
27587;0.41111;45.48028;"00° 24' 40.00'' Est, 45° 28' 49.00'' Nord";"24353";"LES MINARETS";;"24340";"LA ROCHEBEAUCOURT-ET-ARGENTINE";"Pylône autostable"; 47.5;"SFR"
27591;0.54917;45.41444;"00° 32' 57.00'' Est, 45° 24' 52.00'' Nord";"24283";"TUILERIE DU SOLDAT";;"24340";"MONSEC";"Pylône autostable"; 45.0;"SFR"
27691;0.42000;44.94250;"00° 25' 12.00'' Est, 44° 56' 33.00'' Nord";"24234";"LES MAZIÈRES";;"24400";"LES LECHES";"Pylône autostable"; 30.0;"SFR"
27705;0.43028;44.71972;"00° 25' 49.00'' Est, 44° 43' 11.00'' Nord";"24433";"LE VIGNEAU";;"24500";"SAINT-JULIEN-D'EYMET";"Immeuble"; 12.0;"Particulier"
55623;0.48500;45.10000;"00° 29' 06.00'' Est, 45° 06' 00.00'' Nord";"24442";"LE CLUZEAU";;"24110";"SAINT-LEON-SUR-L'ISLE";"Pylône autostable"; 18.0;"Sociétés d'Autoroutes"
55631;0.22611;44.99389;"00° 13' 34.00'' Est, 44° 59' 38.00'' Nord";"24449";"FERRACHAT";"RD 13 ACCÈS DE SERVICE SUD";"24700";"SAINT-MARTIAL-D'ARTENSET";"Pylône autostable"; 30.0;"Sociétés d'Autoroutes"
59317;0.69194;45.17639;"00° 41' 31.00'' Est, 45° 10' 35.00'' Nord";"24138";"STADE MUNICIPAL";"COULOUNIEIX CHAMIERS/RLP RADIO";"24660";"COULOUNIEIX-CHAMIERS";"Mât béton"; 20.0;
75259;0.38639;45.48056;"00° 23' 11.00'' Est, 45° 28' 50.00'' Nord";"24353";"LES GRANDES TERRES";;"24340";"LA ROCHEBEAUCOURT-ET-ARGENTINE";"Pylône autostable"; 179.0;
89976;1.12361;45.03500;"01° 07' 25.00'' Est, 45° 02' 06.00'' Nord";"24552";"COMBELOUX";"CLOS DE THOT";"24290";"THONAC";"Pylône autostable"; 31.0;"ORANGE Services Fixes"
89978;1.10528;45.11056;"01° 06' 19.00'' Est, 45° 06' 38.00'' Nord";"24018";"LA BONNELIE";"CHEM RURAL";"24290";"AURIAC-DU-PERIGORD";"Pylône autostable"; 39.0;"ORANGE"
89984;1.20556;44.94278;"01° 12' 20.00'' Est, 44° 56' 34.00'' Nord";"24252";"LA CROIX ST-QUENTIN";"CHEM RURAL PRÈS RÉSERVOIR";"24200";"MARCILLAC-SAINT-QUENTIN";"Pylône autostable"; 36.0;"ORANGE"
89986;0.43306;44.94333;"00° 25' 59.00'' Est, 44° 56' 36.00'' Nord";"24233";"LE MÉNISSOU";;"24130";"LAVEYSSIERE";"Pylône autostable"; 36.0;"ORANGE"
90000;0.82278;45.11583;"00° 49' 22.00'' Est, 45° 06' 57.00'' Nord";"24447";"CLAVIÉRAS-LES GALÈGES";"CHEM RURAL";"24330";"SAINTE-MARIE-DE-CHIGNAC";"Pylône autostable"; 36.0;"ORANGE"
90018;0.89833;45.26806;"00° 53' 54.00'' Est, 45° 16' 05.00'' Nord";"24527";"POMMIER";;"24420";"SAVIGNAC-LES-EGLISES";"Pylône autostable"; 36.0;"ORANGE"
90022;0.85833;45.12194;"00° 51' 30.00'' Est, 45° 07' 19.00'' Nord";"24484";"LES GUICHOUX";;"24330";"SAINT-PIERRE-DE-CHIGNAC";"Pylône autostable"; 32.0;"ORANGE"
90030;1.14500;45.44389;"01° 08' 42.00'' Est, 45° 26' 38.00'' Nord";"24008";"FESTUGIÈRE";;"24270";"ANGOISSE";"Pylône autostable"; 30.0;"ORANGE"
90044;1.11889;45.35222;"01° 07' 08.00'' Est, 45° 21' 08.00'' Nord";"24463";"REZONZAC";"CHÂTEAU D'EAU";"24160";"SAINT-MEDARD-D'EXCIDEUIL";"Pylône autostable"; 24.0;"ORANGE"
90052;1.01861;44.93222;"01° 01' 07.00'' Est, 44° 55' 56.00'' Nord";"24172";"LA BEUNE";;"24620";"LES EYZIES-DE-TAYAC-SIREUIL";"Pylône autostable"; 12.0;"ORANGE"
90060;0.66917;45.05028;"00° 40' 09.00'' Est, 45° 03' 01.00'' Nord";"24208";"PUYNAUD";;"24380";"GRUN-BORDAS";"Pylône autostable"; 30.0;"ORANGE"
114467;0.50972;45.21583;"00° 30' 35.00'' Est, 45° 12' 57.00'' Nord";"24553";"LA TUILLIÈRE";;"24350";"TOCANE-SAINT-APRE";"Pylône autostable"; 45.0;
189704;0.50056;44.86500;"00° 30' 02.00'' Est, 44° 51' 54.00'' Nord";"24037";;"4 R NEUVE D ARGENSON";"24100";"BERGERAC";"Support non décrit"; 30.0;
189716;0.73667;45.19667;"00° 44' 12.00'' Est, 45° 11' 48.00'' Nord";"24322";;"105 AV GEORGES POMPIDOU CIMETIERE PERIGUEUX NORD";"24000";"PERIGUEUX";"Bâtiment"; 6.0;"Société Privée SA"
220194;1.00111;45.11000;"01° 00' 04.00'' Est, 45° 06' 36.00'' Nord";"24188";"LE LAC GENDRE";;"24210";"FOSSEMAGNE";"Château d'eau - réservoir"; 40.0;"Syndicat des eaux, Adduction"
224530;0.51972;44.82222;"00° 31' 11.00'' Est, 44° 49' 20.00'' Nord";"24037";"ROUMANIERE";"AÉRODROME DE BERGERAC - ROUMANIERE";"24100";"BERGERAC";"Mât métallique"; 1.2;"Météo"
240268;0.15583;44.97417;"00° 09' 21.00'' Est, 44° 58' 27.00'' Nord";"24294";"PUY CHALUD";;"24700";"MONTPON-MENESTEROL";"Bâtiment"; 4.0;"ORANGE Services Fixes"
247992;0.61083;45.01639;"00° 36' 39.00'' Est, 45° 00' 59.00'' Nord";"24155";"MAISON JEANNETTE";"RN21";"24140";"DOUVILLE";"Château d'eau - réservoir"; 49.0;"Syndicat des eaux, Adduction"
255227;0.05917;44.99111;"00° 03' 33.00'' Est, 44° 59' 28.00'' Nord";"24297";"LA MADELAINE DES BRANDES";"D 10";"24700";"MOULIN-NEUF";"Pylône autostable"; 35.0;"ORANGE"
255795;0.72194;45.49833;"00° 43' 19.00'' Est, 45° 29' 54.00'' Nord";"24479";"LES NOURRISSES";"CHEM RURAL LES RECLAUDS";"24470";"SAINT-PARDOUX-LA-RIVIERE";"Pylône autostable"; 40.0;"SFR"
263422;0.01889;45.14500;"00° 01' 08.00'' Est, 45° 08' 42.00'' Nord";"24354";"LE THOR";;"24490";"LA ROCHE-CHALAIS";"Pylône autostable"; 30.0;"SFR"
269386;0.92917;44.89917;"00° 55' 45.00'' Est, 44° 53' 57.00'' Nord";"24067";"CÔTEAU DE LA TERRASSE";;"24260";"LE BUGUE";"Pylône autostable"; 16.9;"SFR"
