Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
30559;1.50667;46.53139;"01° 30' 24.00'' Est, 46° 31' 53.00'' Nord";"36033";"LA GARENNE DES MATHERONS";"CHÂTEAU D'EAU ANCIENNE RN 20";"36200";"CELON";"Château d'eau - réservoir"; 33.0;"Syndicat des eaux, Adduction"
59953;1.57250;46.56472;"01° 34' 21.00'' Est, 46° 33' 53.00'' Nord";"36117";"LA BALICAVE";;"36200";"LE MENOUX";"Pylône autostable"; 20.0;"Titulaire programme Radio/TV"
59973;1.03722;46.62528;"01° 02' 14.00'' Est, 46° 37' 31.00'' Nord";"36018";;"ALLEE MARIE-ANDRE AMPERE ZI DES DAUBOURGS";"36300";"LE BLANC";"Pylône autostable"; 28.0;"Titulaire programme Radio/TV"
59975;2.07944;46.88944;"02° 04' 46.00'' Est, 46° 53' 22.00'' Nord";"36215";;"RTE DU CHÂTEAU D'EAU";"36100";"SEGRY";"Château d'eau - réservoir"; 35.0;"Syndicat des eaux, Adduction"
77647;1.49500;46.44083;"01° 29' 42.00'' Est, 46° 26' 27.00'' Nord";"36150";"LE CRÉNEAU";"RD 36";"36170";"PARNAC";"Pylône autostable"; 49.3;"BOUYGUES"
93580;1.29333;46.64083;"01° 17' 36.00'' Est, 46° 38' 27.00'' Nord";"36053";"LES GRANDS CHAMPS";"PYLONE SOCOTEL";"36300";"CIRON";"Pylône autostable"; 35.0;"ORANGE Services Fixes"
93598;1.94500;46.59500;"01° 56' 42.00'' Est, 46° 35' 42.00'' Nord";"36127";"LES RIBERES";"LES RIBÈRES - CHÂTEAU D'EAU";"36400";"MONTGIVRAY";"Château d'eau - réservoir"; 43.0;"Syndicat des eaux, Adduction"
93600;1.55333;46.65417;"01° 33' 12.00'' Est, 46° 39' 15.00'' Nord";"36219";"LES COMMUNAUX";"ANCIEN CR DE VELLES À ST GAULTIER";"36200";"TENDU";"Pylône autostable"; 36.0;"ORANGE"
93606;1.20778;46.82917;"01° 12' 28.00'' Est, 46° 49' 45.00'' Nord";"36123";"LA HAUTE COURTILLÈRE";"D.15 - RTE DE CHÂTILLON";"36290";"MEZIERES-EN-BRENNE";"Château d'eau - réservoir"; 38.0;"Commune, communauté de commune"
93624;2.02444;47.08111;"02° 01' 28.00'' Est, 47° 04' 52.00'' Nord";"36171";"PRÉ BOURIN";"PRÈS RD 27";"36260";"REUILLY";"Château d'eau - réservoir"; 33.0;"Commune, communauté de commune"
93646;1.56944;46.43556;"01° 34' 10.00'' Est, 46° 26' 08.00'' Nord";"36070";"LA CROIX ROUGE";"LA COUTURE";"36270";"EGUZON-CHANTOME";"Pylône autostable"; 42.0;"ORANGE Services Fixes"
147227;1.69556;46.80722;"01° 41' 44.00'' Est, 46° 48' 26.00'' Nord";"36044";;"14, R PIERRE GAULTIER";"36000";"CHATEAUROUX";"Pylône tubulaire"; 15.0;"ORANGE"
251580;1.51972;46.58139;"01° 31' 11.00'' Est, 46° 34' 53.00'' Nord";"36006";"LES BAIGNETTES";;"36200";"ARGENTON-SUR-CREUSE";"Bâtiment"; 8.0;
251812;1.50500;46.54667;"01° 30' 18.00'' Est, 46° 32' 48.00'' Nord";"36033";;"AIRE DE REPOS DE LA MARCHE OCCITANE";"36200";"CELON";"Pylône autostable"; 40.0;"Sociétés d'Autoroutes"
251814;1.50056;46.57444;"01° 30' 02.00'' Est, 46° 34' 28.00'' Nord";"36006";"LA PETITE BRANDE";"ZONE D'ACTIVITÉ DES NARRONS";"36200";"ARGENTON-SUR-CREUSE";"Pylône autostable"; 30.0;"DDE"
291945;1.70722;46.81833;"01° 42' 26.00'' Est, 46° 49' 06.00'' Nord";"36044";;"34 R ERNEST NIVET";"36000";"CHATEAUROUX";"Immeuble"; 19.0;"Société HLM"
292329;1.69389;46.82194;"01° 41' 38.00'' Est, 46° 49' 19.00'' Nord";"36044";;"AV DU PARC DE LOISIRS";"36000";"CHATEAUROUX";"Pylône autostable"; 30.0;"ORANGE"
305726;1.84806;46.88694;"01° 50' 53.00'' Est, 46° 53' 13.00'' Nord";"36140";"LE PETIT CLOS";;"36100";"NEUVY-PAILLOUX";"Pylône autostable"; 36.0;"ORANGE"
321231;1.81750;46.92306;"01° 49' 03.00'' Est, 46° 55' 23.00'' Nord";"36037";;"LA GRANDE COUDRAIE";"36100";"LA CHAMPENOISE";"Pylône autostable"; 45.3;"SFR"
378649;1.63278;46.81889;"01° 37' 58.00'' Est, 46° 49' 08.00'' Nord";"36202";"LA GUILLOTINE";"R DE VILLERS";"36250";"SAINT-MAUR";"Bâtiment"; 15.0;
435193;1.99667;46.93944;"01° 59' 48.00'' Est, 46° 56' 22.00'' Nord";"36088";;"101 B  R CHARLES MICHELS";"36100";"ISSOUDUN";"Château d'eau - réservoir"; 56.0;"Syndicat des eaux, Adduction"
436614;1.51583;46.61667;"01° 30' 57.00'' Est, 46° 37' 00.00'' Nord";"36200";"LE CHAMP DE LA COUTURE";"CHEM D'EXPLOITATION N°7";"36200";"SAINT-MARCEL";"Pylône autostable"; 33.0;"ORANGE"
438711;1.55444;46.84444;"01° 33' 16.00'' Est, 46° 50' 40.00'' Nord";"36241";"BOIS DE VILLEDIEU";"RN 143 DE CLERMONT FERRAND A TOURS";"36320";"VILLEDIEU-SUR-INDRE";"Château d'eau - réservoir"; 40.0;"Syndicat des eaux, Adduction"
441174;1.71361;46.77167;"01° 42' 49.00'' Est, 46° 46' 18.00'' Nord";"36159";;"AV DE LA FORET RD 990";"36330";"LE POINCONNET";"Château d'eau - réservoir"; 50.0;"Commune, communauté de commune"
445073;1.53194;46.59278;"01° 31' 55.00'' Est, 46° 35' 34.00'' Nord";"36200";"LE CLOS DU VERGER";"C.R.  DE LA CROIX DES BARRES ET BOUESSE";"36200";"SAINT-MARCEL";"Château d'eau - réservoir"; 51.0;"Commune, communauté de commune"
445396;1.11028;46.98861;"01° 06' 37.00'' Est, 46° 59' 19.00'' Nord";"36074";"LA FERTIÈRE";;"36700";"FLERE-LA-RIVIERE";"Pylône autostable"; 94.0;"TDF"
