Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
3258;6.01694;46.35750;"06° 01' 01.00'' Est, 46° 21' 27.00'' Nord";"01247";"LE PETIT MONTROND";"PYLONE TDF";"01410";"MIJOUX";"Bâtiment"; 7.0;"ORANGE Services Fixes"
3260;5.68306;45.75972;"05° 40' 59.00'' Est, 45° 45' 35.00'' Nord";"01034";;"60 R PAUL CHASTEL CENTRAL TÉLÉPHONIQUE";"01300";"BELLEY";"Bâtiment"; 12.0;"ORANGE Services Fixes"
3267;5.51250;46.02194;"05° 30' 45.00'' Est, 46° 01' 19.00'' Nord";"01012";"MAUPRA";;"01110";"ARANC";"Pylône autostable"; 12.0;"ORANGE Services Fixes"
3269;5.51917;46.01194;"05° 31' 09.00'' Est, 46° 00' 43.00'' Nord";"01012";"SALANDROU";;"01110";"ARANC";"Pylône autostable"; 12.0;"ORANGE Services Fixes"
3283;5.15972;46.47500;"05° 09' 35.00'' Est, 46° 28' 30.00'' Nord";"01139";;"CD 97";"01560";"CURCIAT-DONGALON";"Pylône autostable"; 24.0;"ORANGE Services Fixes"
3293;5.45528;45.80389;"05° 27' 19.00'' Est, 45° 48' 14.00'' Nord";"01403";"LE PETIT SERRIERES";"GRANDE RUE";"01470";"SERRIERES-DE-BRIORD";"Pylône autostable"; 25.0;"ORANGE Services Fixes"
3307;5.62722;45.64083;"05° 37' 38.00'' Est, 45° 38' 27.00'' Nord";"01058";"LA BRUYÈRE";"R DES COMMERCES";"01300";"BREGNIER-CORDON";"Pylône autostable"; 12.0;"ORANGE Services Fixes"
3321;5.67917;45.90444;"05° 40' 45.00'' Est, 45° 54' 16.00'' Nord";"01079";"GRANDE RUE";"AUTOCOMMUTATEUR PRES EGLISE";"01260";"CHAMPAGNE-EN-VALROMEY";"Pylône autostable"; 18.0;"ORANGE Services Fixes"
3332;4.94167;45.92444;"04° 56' 30.00'' Est, 45° 55' 28.00'' Nord";"01333";"LE FAVROT";"RTE DE NEUVILLE";"01390";"SAINT-ANDRE-DE-CORCY";"Pylône autostable"; 45.0;"ANFR"
23162;4.98028;45.83028;"04° 58' 49.00'' Est, 45° 49' 49.00'' Nord";"01376";;"QUARTIER DES FOLLIETS BÂTIMENT L'ETANG";"01700";"SAINT-MAURICE-DE-BEYNOST";"Immeuble"; 20.0;"Copropriété, Syndic, SCI"
45997;5.53194;45.90139;"05° 31' 55.00'' Est, 45° 54' 05.00'' Nord";"01186";"LE BOURG";;"01110";"HOSTIAS";"Bâtiment"; 4.0;"ORANGE Services Fixes"
46041;5.55361;45.92861;"05° 33' 13.00'' Est, 45° 55' 43.00'' Nord";"01185";"LES CERARGES";;"01110";"HAUTEVILLE-LOMPNES";"Pylône tubulaire"; 13.0;"ORANGE Services Fixes"
46077;5.53694;45.83667;"05° 32' 13.00'' Est, 45° 50' 12.00'' Nord";"01280";"GRAND CHAMP";;"01510";"ORDONNAZ";"Pylône tubulaire"; 12.0;"ORANGE Services Fixes"
46172;5.75917;45.88333;"05° 45' 33.00'' Est, 45° 52' 60.00'' Nord";"01138";"LE GRAND COLOMBIER";;"01350";"CULOZ";"Pylône autostable"; 12.0;"EDF ou GDF"
46199;5.68139;46.18472;"05° 40' 53.00'' Est, 46° 11' 05.00'' Nord";"01087";;"LE BUGNON";"01130";"CHARIX";"Bâtiment"; 8.0;"ORANGE Services Fixes"
56450;5.42750;45.84500;"05° 25' 39.00'' Est, 45° 50' 42.00'' Nord";"01444";"LES MEULES";"CHE DES GRANDS PRÉS";"01150";"VILLEBOIS";"Pylône autostable"; 25.0;"SFR"
