Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
15936;0.23722;48.17278;"00° 14' 14.00'' Est, 48° 10' 22.00'' Nord";"72023";;"R DU CHAMP DE FOIRE CENTRAL TÉLÉPHONIQUE";"72290";"BALLON";"Pylône tubulaire"; 9.0;"ORANGE Services Fixes"
15954;0.34778;47.83972;"00° 20' 52.00'' Est, 47° 50' 23.00'' Nord";"72187";"LA CROIX MANCEAU";;"72220";"MARIGNE-LAILLE";"Pylône autostable"; 46.0;"ANFR"
38299;0.15083;47.95583;"00° 09' 03.00'' Est, 47° 57' 21.00'' Nord";"72003";;"STADE CLAUDE VOISIN";"72700";"ALLONNES";"Pylône autostable"; 30.7;"SFR"
55677;0.04194;47.97250;"00° 02' 31.00'' Est, 47° 58' 21.00'' Nord";"72339";"P.S. RD22 SUD A11";;"72210";"SOULIGNE-FLACE";"Pylône autostable"; 14.0;"Sociétés d'Autoroutes"
55679;-0.08306;47.91111;"00° 04' 59.00'' Ouest, 47° 54' 40.00'' Nord";"72237";"AIRE DE REPOS EST A11";;"72430";"PIRMIL";"Pylône autostable"; 20.0;"Sociétés d'Autoroutes"
55731;0.09750;48.00444;"00° 05' 51.00'' Est, 48° 00' 16.00'' Nord";"72247";"AIRE DE REPOS NORD A11";;"72700";"PRUILLE-LE-CHETIF";"Pylône autostable"; 50.0;"Sociétés d'Autoroutes"
58066;-0.02056;47.87361;"00° 01' 14.00'' Ouest, 47° 52' 25.00'' Nord";"72293";;"LE CHAMP DES LANDES";"72430";"SAINT-JEAN-DU-BOIS";"Pylône autostable"; 39.0;"ORANGE"
63381;0.14667;48.30500;"00° 08' 48.00'' Est, 48° 18' 18.00'' Nord";"72254";"LES ROUCHES";"A28 PK141,8";"72610";"ROUESSE-FONTAINE";"Pylône tubulaire"; 15.0;"Sociétés d'Autoroutes"
63389;0.30167;47.84583;"00° 18' 06.00'' Est, 47° 50' 45.00'' Nord";"72124";"LA TIERCERIE";"A28 PK78,5";"72220";"ECOMMOY";"Pylône autostable"; 15.0;"Sociétés d'Autoroutes"
63839;0.14833;48.11806;"00° 08' 54.00'' Est, 48° 07' 05.00'' Nord";"72289";"LES LUARDIÈRES";"A28 PK 119,5";"72380";"SAINTE-JAMME-SUR-SARTHE";"Pylône tubulaire"; 15.0;"Sociétés d'Autoroutes"
