Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
5384;5.05472;43.76611;"05° 03' 17.00'' Est, 43° 45' 58.00'' Nord";"13076";;"PLAN D'ORGON/ PONTS ET CHAUSSE";"13750";"PLAN-D'ORGON";"Support non décrit";;
5438;5.37528;43.29889;"05° 22' 31.00'' Est, 43° 17' 56.00'' Nord";"13201";;"2 PL FRANÇOIS MIREUR";"13001";"MARSEILLE-1ER";"Immeuble"; 28.0;"Titulaire programme Radio/TV"
25241;5.38000;43.33139;"05° 22' 48.00'' Est, 43° 19' 53.00'' Nord";"13214";;"AV ARNAVON GROUPE JEAN JAURES 9 RUE DU MURET";"13014";"MARSEILLE-14E";"Immeuble"; 57.0;"Société HLM"
25283;5.60139;43.16944;"05° 36' 05.00'' Est, 43° 10' 10.00'' Nord";"13028";;"AV DE FIGUEROLLES HAMEAU LA GARDE BAT LE MISTRAL";"13600";"LA CIOTAT";"Immeuble"; 35.7;"Société HLM"
25363;5.38944;43.27694;"05° 23' 22.00'' Est, 43° 16' 37.00'' Nord";"13208";;"199 A, AV DU PRADO";"13008";"MARSEILLE-8E";"Bâtiment"; 34.0;"Copropriété, Syndic, SCI"
25397;5.36389;43.28083;"05° 21' 50.00'' Est, 43° 16' 51.00'' Nord";"13207";;"M FOURNIER 23, R PEYRONNET";"13007";"MARSEILLE-7E";"Immeuble"; 23.0;"Particulier"
25527;5.45750;43.28444;"05° 27' 27.00'' Est, 43° 17' 04.00'' Nord";"13211";;"115 R DE GRANIÈRE LE BOSQUET BÂT. A";"13011";"MARSEILLE-11E";"Immeuble"; 46.1;"Société HLM"
25563;5.38583;43.34167;"05° 23' 09.00'' Est, 43° 20' 30.00'' Nord";"13214";;"ALL SERPENTINE MAISON DE RETRAITE SOLEIL DE PROVENCE";"13014";"MARSEILLE-14E";"Immeuble"; 19.0;"Etablissement de soins"
25581;5.36500;43.37444;"05° 21' 54.00'' Est, 43° 22' 28.00'' Nord";"13215";"RÉS LA MARTINE";"BAT G, RÉSIDENCE LA MARTINE BD DU BOSPHORE";"13015";"MARSEILLE-15E";"Immeuble"; 19.0;"SFR"
25591;5.40583;43.34167;"05° 24' 21.00'' Est, 43° 20' 30.00'' Nord";"13214";;"BD NOTRE DAME DE SANTA CRUZ CITÉ LA CERISAIE";"13014";"MARSEILLE-14E";"Immeuble"; 36.5;"Société HLM"
25597;5.44278;43.28667;"05° 26' 34.00'' Est, 43° 17' 12.00'' Nord";"13211";;"55 AVENUE DU DR HECKEL SOCIÉTÉ RIVOIRE ET CARRET-LUSTUCRU";"13011";"MARSEILLE-11E";"Bâtiment"; 37.0;"Société Privée SA"
25613;5.37639;43.27722;"05° 22' 35.00'' Est, 43° 16' 38.00'' Nord";"13208";;"229, BD  PERRIER VILLA MON RÈVE";"13008";"MARSEILLE-8E";"Immeuble"; 14.0;"Copropriété, Syndic, SCI"
25717;5.23222;43.41556;"05° 13' 56.00'' Est, 43° 24' 56.00'' Nord";"13102";;"R LOUIS ARAGON LA CLAMONY BÂTIMENT D";"13730";"SAINT-VICTORET";"Immeuble"; 16.0;"Copropriété, Syndic, SCI"
25727;4.85389;43.87556;"04° 51' 14.00'' Est, 43° 52' 32.00'' Nord";"13027";;"CHEM DE L'ARLÉSIENNE RÉSIDENCE LE TAMBOURIN";"13160";"CHATEAURENARD";"Immeuble"; 21.0;"Société HLM"
25749;5.41444;43.53250;"05° 24' 52.00'' Est, 43° 31' 57.00'' Nord";"13001";;"AV. JUMES PAYOT LES VIVES";"13090";"AIX-EN-PROVENCE";"Immeuble"; 24.0;"Société HLM"
25763;4.75694;43.58611;"04° 45' 25.00'' Est, 43° 35' 10.00'' Nord";"13004";;"DOMAINE DES BASTIDETTES MR ALLEMAND";"13104";"ARLES";"Pylône autostable"; 25.2;"HIVORY"
25781;5.50222;43.43556;"05° 30' 08.00'' Est, 43° 26' 08.00'' Nord";"13041";;"DOMAINE DE VERDILLON RTE DE MIMET";"13120";"GARDANNE";"Pylône autostable"; 12.0;"HIVORY"
25807;5.33083;43.50833;"05° 19' 51.00'' Est, 43° 30' 30.00'' Nord";"13001";;"ROUTE DU PETIT MOULIN D 65";"13090";"AIX-EN-PROVENCE";"Pylône tubulaire"; 12.0;"HIVORY"
25829;5.45861;43.28778;"05° 27' 31.00'' Est, 43° 17' 16.00'' Nord";"13211";;"BD  DE BOIGNE RÉSIDENCE DE BOIGNE";"13011";"MARSEILLE-11E";"Immeuble"; 41.0;"Copropriété, Syndic, SCI"
25871;5.38556;43.50167;"05° 23' 08.00'' Est, 43° 30' 06.00'' Nord";"13001";"LES MILLES";"R LOUIS AMOURIQ HLM LE MISTRAL";"13090";"AIX-EN-PROVENCE";"Immeuble"; 17.0;"Copropriété, Syndic, SCI"
25915;5.62833;43.22139;"05° 37' 42.00'' Est, 43° 13' 17.00'' Nord";"13023";;"AV EUGÈNE JULIEN STADE MUNICIPAL";"13600";"CEYRESTE";"Pylône tubulaire"; 20.0;"HIVORY"
25953;5.40500;43.25667;"05° 24' 18.00'' Est, 43° 15' 24.00'' Nord";"13209";;"31, CHEM JOSEPH AIGUIER CNRS";"13009";"MARSEILLE-9E";"Bâtiment"; 22.0;"Etat, Ministère"
25967;5.36111;43.33417;"05° 21' 40.00'' Est, 43° 20' 03.00'' Nord";"13215";;"2-4-6 BD  ARTHUR MICHAUD";"13015";"MARSEILLE-15E";"Immeuble"; 20.0;"Copropriété, Syndic, SCI"
25987;5.37833;43.28417;"05° 22' 42.00'' Est, 43° 17' 03.00'' Nord";"13206";;"148, R BRETEUIL";"13006";"MARSEILLE-6E";"Immeuble"; 27.0;"Copropriété, Syndic, SCI"
26001;5.39306;43.29250;"05° 23' 35.00'' Est, 43° 17' 33.00'' Nord";"13205";;"122 B R FERRARI";"13005";"MARSEILLE-5E";"Immeuble"; 29.0;"Copropriété, Syndic, SCI"
26025;5.38111;43.31111;"05° 22' 52.00'' Est, 43° 18' 40.00'' Nord";"13203";;"19, R JEAN CRISTOFOL RÉSIDENCE BERNARD CADENAT";"13003";"MARSEILLE-3E";"Immeuble"; 24.5;"Copropriété, Syndic, SCI"
26079;5.36306;43.41111;"05° 21' 47.00'' Est, 43° 24' 40.00'' Nord";"13071";;"CHEM DU COLLET ROUGE";"13170";"LES PENNES-MIRABEAU";"Bâtiment"; 10.3;"Société Privée SA"
