Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
3392;3.40250;48.90444;"03° 24' 09.00'' Est, 48° 54' 16.00'' Nord";"02798";;"MONT-CEL-ENGER";"02540";"VIELS-MAISONS";"Pylône autostable"; 37.0;"ORANGE Services Fixes"
3414;3.55583;49.49139;"03° 33' 21.00'' Est, 49° 29' 29.00'' Nord";"02755";;"C R DERRIÈRE L'HOTESSE";"02000";"URCEL";"Pylône autostable"; 12.0;"ORANGE Services Fixes"
23232;3.82889;49.51250;"03° 49' 44.00'' Est, 49° 30' 45.00'' Nord";"02676";"LES USAGES DES MOULINS";"1 FERME DE BRIBAX ST ERME OUTRE ET RAMECOURT";"02820";"SAINT-ERME-OUTRE-ET-RAMECOURT";"Pylône autostable"; 23.5;"Société Privée SA"
23296;3.83750;49.56028;"03° 50' 15.00'' Est, 49° 33' 37.00'' Nord";"02498";"LA PIERRE TROUÉE";"D24";"02820";"MONTAIGU";"Pylône autostable"; 35.0;"SFR"
65105;3.20889;49.94611;"03° 12' 32.00'' Est, 49° 56' 46.00'' Nord";"02614";"VILLERET";;"02490";"PONTRU";"Pylône autostable"; 17.0;"Sociétés d'Autoroutes"
65200;3.92667;49.44778;"03° 55' 36.00'' Est, 49° 26' 52.00'' Nord";"02399";"AIRE DE SERVICE";;"02190";"JUVINCOURT-ET-DAMARY";"Pylône autostable"; 24.0;"Sociétés d'Autoroutes"
65222;3.53278;49.66278;"03° 31' 58.00'' Est, 49° 39' 46.00'' Nord";"02638";"AIRE DE REPOS";;"02270";"REMIES";"Pylône autostable"; 24.0;"Sociétés d'Autoroutes"
65224;3.72611;49.56667;"03° 43' 34.00'' Est, 49° 34' 00.00'' Nord";"02282";"AIRE DE REPOS";;"02840";"EPPES";"Pylône autostable"; 24.0;"Sociétés d'Autoroutes"
65309;3.24028;49.86111;"03° 14' 25.00'' Est, 49° 51' 40.00'' Nord";"02303";"PÉAGE";;"02100";"FAYET";"Pylône autostable"; 37.0;"Sociétés d'Autoroutes"
65788;3.13833;49.84306;"03° 08' 18.00'' Est, 49° 50' 35.00'' Nord";"02029";"PÂTURE DE BEAUVILLERS";;"02490";"ATTILLY";"Pylône autostable"; 18.0;"Sociétés d'Autoroutes"
71543;3.20639;49.97722;"03° 12' 23.00'' Est, 49° 58' 38.00'' Nord";"02370";"ENTRE DEUX BOIS";"D57";"02420";"HARGICOURT";"Pylône autostable"; 40.0;"ORANGE"
71669;3.41139;48.90889;"03° 24' 41.00'' Est, 48° 54' 32.00'' Nord";"02798";"LES DODIERS";"CHÂTEAU D'EAU LES DODIERS";"02540";"VIELS-MAISONS";"Château d'eau - réservoir"; 31.0;"Commune, communauté de commune"
147968;3.81611;49.58417;"03° 48' 58.00'' Est, 49° 35' 03.00'' Nord";"02457";;"GRAND RUE DOMAINE DE MARCHAIS CHATEAU";"02350";"MARCHAIS";"Bâtiment"; 20.0;"Particulier"
156285;3.58861;49.68278;"03° 35' 19.00'' Est, 49° 40' 58.00'' Nord";"02617";;"4 GRAND RUE MAIRIE";"02270";"POUILLY-SUR-SERRE";"Bâtiment"; 9.0;"Commune, communauté de commune"
159479;3.45944;49.79556;"03° 27' 34.00'' Est, 49° 47' 44.00'' Nord";"02648";;"R DE CONDORCET HOTEL DE VILLE";"02240";"RIBEMONT";"Bâtiment"; 12.0;"Commune, communauté de commune"
160127;3.24167;49.88806;"03° 14' 30.00'' Est, 49° 53' 17.00'' Nord";"02355";;"PL JULES FERRY MAIRIE";"02100";"GRICOURT";"Bâtiment"; 8.0;"Commune, communauté de commune"
161199;3.70417;50.03389;"03° 42' 15.00'' Est, 50° 02' 02.00'' Nord";"02067";;"RUE DU GÉNÉRAL DE GAULLE MAIRIE";"02450";"BERGUES-SUR-SAMBRE";"Bâtiment"; 10.0;"Commune, communauté de commune"
164570;3.19694;49.40778;"03° 11' 49.00'' Est, 49° 24' 28.00'' Nord";"02326";;"1 PLACE DE LA MAIRIE MAIRIE";"02290";"FONTENOY";"Bâtiment"; 10.0;"Commune, communauté de commune"
171802;3.61000;49.07583;"03° 36' 36.00'' Est, 49° 04' 33.00'' Nord";"02748";;"35 R DE L'EUROPE MAIRIE";"02850";"TRELOU-SUR-MARNE";"Bâtiment"; 10.0;"Commune, communauté de commune"
173839;3.08611;49.25056;"03° 05' 10.00'' Est, 49° 15' 02.00'' Nord";"02810";;"R REMY BARAQUINT";"02600";"VILLERS-COTTERETS";"Support non décrit";;
174518;3.15278;49.51528;"03° 09' 10.00'' Est, 49° 30' 55.00'' Nord";"02093";;"MAIRIE LOCAL TECNIQUE";"02300";"BLERANCOURT";"Support non décrit"; 10.0;
251303;3.45806;49.40111;"03° 27' 29.00'' Est, 49° 24' 04.00'' Nord";"02210";"FORT DE CONDÉ";;"02370";"CONDE-SUR-AISNE";"Pylône autostable"; 32.0;"Autres"
269513;4.07917;49.92389;"04° 04' 45.00'' Est, 49° 55' 26.00'' Nord";"02381";;"R DU 8 MAI 1945 EGLISE NOTRE DAME";"02500";"HIRSON";"Monument religieux"; 37.0;"Association"
269971;3.21306;49.62333;"03° 12' 47.00'' Est, 49° 37' 24.00'' Nord";"02173";;"27 B  R TERNYNCK";"02300";"CHAUNY";"Immeuble"; 19.0;"Particulier"
270709;3.23611;49.61611;"03° 14' 10.00'' Est, 49° 36' 58.00'' Nord";"02173";;"R GÉO LUFBÉRY TERRAIN NU";"02300";"CHAUNY";"Pylône autostable"; 26.0;"Commune, communauté de commune"
282251;3.29667;49.67222;"03° 17' 48.00'' Est, 49° 40' 20.00'' Nord";"02738";;"R DU DR ROUX STADE MUNICIPAL";"02700";"TERGNIER";"Pylône tubulaire"; 27.0;"ORANGE"
283251;3.91389;49.56806;"03° 54' 50.00'' Est, 49° 34' 05.00'' Nord";"02720";;"CAMP MILITAIRE DE SISSONNE";"02150";"SISSONNE";"Pylône autostable"; 54.0;"TDF"
312131;3.22639;49.60556;"03° 13' 35.00'' Est, 49° 36' 20.00'' Nord";"02173";;"5 RTE DE SOISSONS";"02300";"CHAUNY";"Bâtiment"; 4.0;"Société Privée SA"
312137;3.28556;49.82556;"03° 17' 08.00'' Est, 49° 49' 32.00'' Nord";"02340";;"8 R A RENARD MAIRIE";"02430";"GAUCHY";"Bâtiment"; 10.0;"Commune, communauté de commune"
312147;3.35028;49.66806;"03° 21' 01.00'' Est, 49° 40' 05.00'' Nord";"02304";"LE TROU TONNERRE";"RTE DE ST QUENTIN LE TROU TONNERRE";"02800";"LA FERE";"Bâtiment"; 5.0;"Société Privée SA"
312925;3.32639;48.96917;"03° 19' 35.00'' Est, 48° 58' 09.00'' Nord";"02555";;"MONTOISELLE PK 084.058 DE LA LIGNE 70000";"02310";"NOGENT-L'ARTAUD";"Pylône autostable"; 29.0;
312927;3.47833;49.05361;"03° 28' 42.00'' Est, 49° 03' 13.00'' Nord";"02328";;"LES ORMES ANCIENNE DECHARGE PK 100.280 DE LA LIGNE 70000";"02650";"FOSSOY";"Pylône autostable"; 34.0;
312929;3.54972;49.07917;"03° 32' 59.00'' Est, 49° 04' 45.00'' Nord";"02228";;"LE PARC PK 107.125 DE LA LIGNE 70000";"02850";"COURTEMONT-VARENNES";"Pylône autostable"; 29.0;
312931;3.26361;48.95000;"03° 15' 49.00'' Est, 48° 57' 00.00'' Nord";"02163";;"PISSELOUP PK 078.280 DE LA LIGNE 70000";"02310";"CHARLY";"Pylône autostable"; 34.0;
313185;3.61500;49.60972;"03° 36' 54.00'' Est, 49° 36' 35.00'' Nord";"02037";;"47 R DE CHAMBRY";"02000";"AULNOIS-SOUS-LAON";"Bâtiment"; 25.0;"Société Privée SA"
313187;3.76167;49.38528;"03° 45' 42.00'' Est, 49° 23' 07.00'' Nord";"02250";;"CARRIERE DE BEAURIEU";"02160";"CUIRY-LES-CHAUDARDES";"Bâtiment"; 15.0;"Commune, communauté de commune"
314777;3.38972;49.03556;"03° 23' 23.00'' Est, 49° 02' 08.00'' Nord";"02168";"LA PRAIRIE";"R DE LA PLAINE Z. I.";"02400";"CHATEAU-THIERRY";"Silo"; 23.0;"Société Privée SA"
314974;3.27000;49.86028;"03° 16' 12.00'' Est, 49° 51' 37.00'' Nord";"02691";;"93 R HENRIETTE CABOT HOP DE ST QUENTIN";"02100";"SAINT-QUENTIN";"Bâtiment"; 3.0;
315176;3.33750;49.80472;"03° 20' 15.00'' Est, 49° 48' 17.00'' Nord";"02387";;"RTE D URVILLIERS";"02240";"ITANCOURT";"Bâtiment"; 23.0;"Société Privée SA"
325377;3.39750;49.05250;"03° 23' 51.00'' Est, 49° 03' 09.00'' Nord";"02168";"LES CHESNEAUX";"AV DE SOISSONS";"02400";"CHATEAU-THIERRY";"Bâtiment"; 10.0;"ORANGE Services Fixes"
