Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
33929;6.92028;48.64583;"06° 55' 13.00'' Est, 48° 38' 45.00'' Nord";"57583";"BASSE DE RICHEVAL";"BOIS DU SABLON";"57830";"RICHEVAL";"Pylône autostable"; 30.0;"HIVORY"
33967;7.26333;48.74528;"07° 15' 48.00'' Est, 48° 44' 43.00'' Nord";"57427";"RUE DU CHATEAU D'EAU";"TETE DE RÉSEAU CABLE DE LUTZELBOURG";"57820";"LUTZELBOURG";"Pylône autostable"; 46.0;"SFR"
34047;6.78306;48.72361;"06° 46' 59.00'' Est, 48° 43' 25.00'' Nord";"57434";"BREYDEBOURG";"CHÂTEAU D'EAU CHEM D'EXPLOITATION";"57810";"MAIZIERES-LES-VIC";"Château d'eau - réservoir"; 40.0;"Syndicat des eaux, Adduction"
34161;6.15000;49.11667;"06° 09' 00.00'' Est, 49° 07' 00.00'' Nord";"57412";;"108 BD  ST SYMPHORIEN";"57050";"LONGEVILLE-LES-METZ";"Immeuble"; 27.3;"Société Privée SA"
61109;6.22444;49.11972;"06° 13' 28.00'' Est, 49° 07' 11.00'' Nord";"57463";;"R DU GENERAL METMAN";"57070";"METZ";"Pylône autostable"; 30.0;"Sociétés d'Autoroutes"
80754;7.26722;49.05528;"07° 16' 02.00'' Est, 49° 03' 19.00'' Nord";"57589";;"5 R DES PRÉS";"57410";"ROHRBACH-LES-BITCHE";"Silo"; 32.0;"Particulier"
80870;6.25528;49.42139;"06° 15' 19.00'' Est, 49° 25' 17.00'' Nord";"57124";"LE RISICKER";"CHEM DU RÉSERVOIR";"57570";"CATTENOM";"Pylône tubulaire"; 38.0;"TDF"
80924;6.22500;49.12417;"06° 13' 30.00'' Est, 49° 07' 27.00'' Nord";"57463";;"28 R DU SAULNOIS";"57070";"METZ";"Immeuble"; 20.3;"Société HLM"
80978;6.20333;49.11278;"06° 12' 12.00'' Est, 49° 06' 46.00'' Nord";"57463";;"PLACE DURUTTE EGLISE";"57070";"METZ";"Monument religieux"; 26.2;"Commune, communauté de commune"
94825;6.16139;49.10944;"06° 09' 41.00'' Est, 49° 06' 34.00'' Nord";"57463";;"3 ALLÉE ST SYMPHORIEN";"57070";"METZ";"Bâtiment"; 15.0;"Société Privée SA"
99162;6.47972;48.81167;"06° 28' 47.00'' Est, 48° 48' 42.00'' Nord";"57132";"LA MARCHANDE";"BOIS DE CHARMEVAL";"57170";"CHATEAU-SALINS";"Pylône autostable"; 32.0;"ORANGE Services Fixes"
99356;7.24972;48.73472;"07° 14' 59.00'' Est, 48° 44' 05.00'' Nord";"57427";;"R DE DANNELBOURG EGLISE";"57820";"LUTZELBOURG";"Monument religieux"; 33.0;"Commune, communauté de commune"
99398;6.21889;49.11028;"06° 13' 08.00'' Est, 49° 06' 37.00'' Nord";"57463";;"36 R CLAUDE BERNARD";"57070";"METZ";"Immeuble"; 42.0;"Société HLM"
99446;7.06889;49.11056;"07° 04' 08.00'' Est, 49° 06' 38.00'' Nord";"57631";;"ANGLE 1 R POINCARÉ 2 R PASTEUR";"57200";"SARREGUEMINES";"Bâtiment"; 26.0;"Particulier"
117175;7.27500;49.04500;"07° 16' 30.00'' Est, 49° 02' 42.00'' Nord";"57589";;"R PASTEUR R DE STRASBOURG CENTRAL TÉLÉPHONIQUE";"57410";"ROHRBACH-LES-BITCHE";"Pylône autostable"; 20.0;"ORANGE Services Fixes"
117204;7.53361;48.98056;"07° 32' 01.00'' Est, 48° 58' 50.00'' Nord";"57046";;"R DE PHILIPPSBOURG BAERENTHAL";"57230";"BAERENTHAL";"Pylône autostable"; 12.0;"ORANGE Services Fixes"
117208;7.54306;48.97806;"07° 32' 35.00'' Est, 48° 58' 41.00'' Nord";"57046";"LINDENKOPF";"FORET DOMAINIALE DE BAERENTHAL";"57230";"BAERENTHAL";"Pylône autostable"; 25.0;"ORANGE Services Fixes"
128203;7.09028;48.75556;"07° 05' 25.00'' Est, 48° 45' 20.00'' Nord";"57566";"TINGELBERG";;"57445";"REDING";"Pylône autostable"; 27.0;"ATC FRANCE"
143229;6.13083;49.22889;"06° 07' 51.00'' Est, 49° 13' 44.00'' Nord";"57443";"LA LOUVIÈRE";;"57535";"MARANGE-SILVANGE";"Pylône autostable"; 27.0;"HIVORY"
159367;6.71972;49.14361;"06° 43' 11.00'' Est, 49° 08' 37.00'' Nord";"57123";;"MEDECINE DU TRAVAIL";"57490";"CARLING";"Support non décrit"; 20.0;
173417;6.17611;49.11833;"06° 10' 34.00'' Est, 49° 07' 06.00'' Nord";"57463";;"PL D'ARMES";"57070";"METZ";"Support non décrit"; 30.0;
175438;6.14972;49.18944;"06° 08' 59.00'' Est, 49° 11' 22.00'' Nord";"57751";;"CHEM DES ROMAINS";"57140";"WOIPPY";"Support non décrit"; 2.0;
179554;6.16806;49.35778;"06° 10' 05.00'' Est, 49° 21' 28.00'' Nord";"57672";;"COUR DU CHATEAU";"57100";"THIONVILLE";"Support non décrit"; 14.0;
194810;6.13722;49.32278;"06° 08' 14.00'' Est, 49° 19' 22.00'' Nord";"57221";;"GRANDS BUREAUX";"57190";"FLORANGE";"Support non décrit"; 58.0;
194882;6.83028;49.12083;"06° 49' 49.00'' Est, 49° 07' 15.00'' Nord";"57644";;"SITE NEUGELAND";"57455";"SEINGBOUSE";"Support non décrit"; 40.0;
194890;6.22389;49.37250;"06° 13' 26.00'' Est, 49° 22' 21.00'' Nord";"57757";;"ZI THIONVILLE NORD EST CHEZ STE MOSELLANE PISTON";"57970";"YUTZ";"Support non décrit"; 5.0;
241899;6.08889;49.26611;"06° 05' 20.00'' Est, 49° 15' 58.00'' Nord";"57143";"LE VALLON";;"57185";"CLOUANGE";"Pylône autostable"; 40.0;"Société Privée SA"
242967;6.16944;49.14972;"06° 10' 10.00'' Est, 49° 08' 59.00'' Nord";"57751";;"R DU FORT GAMBETTA";"57140";"WOIPPY";"Pylône tubulaire"; 26.0;"ORANGE"
249304;6.16000;49.13278;"06° 09' 36.00'' Est, 49° 07' 58.00'' Nord";"57463";;"R RENÉ PAQUET STADE DU BARON DUFOUR";"57070";"METZ";"Pylône tubulaire"; 20.0;"HIVORY"
263112;6.17944;49.38056;"06° 10' 46.00'' Est, 49° 22' 50.00'' Nord";"57441";;"R DE LAGRANGE";"57100";"MANOM";"Pylône autostable"; 30.0;"ORANGE"
266944;7.19556;48.68750;"07° 11' 44.00'' Est, 48° 41' 15.00'' Nord";"57163";;"R LECLERC";"57850";"DABO";"Pylône tubulaire"; 30.0;"HIVORY"
285398;6.12583;49.32972;"06° 07' 33.00'' Est, 49° 19' 47.00'' Nord";"57221";;"GRAND'R PAR AV DE BÉRANGE DÉPÔT SCI FLO";"57190";"FLORANGE";"Pylône autostable"; 36.0;"ORANGE"
302723;6.92389;49.21500;"06° 55' 26.00'' Est, 49° 12' 54.00'' Nord";"57638";;"R AMPÈRE";"57350";"SCHOENECK";"Bâtiment"; 32.0;"Société Privée SA"
304894;7.03278;49.01167;"07° 01' 58.00'' Est, 49° 00' 42.00'' Nord";"57628";;"R ERNEST SOLVAY POSTE DE GARDE PRINCIPAL";"57430";"SARRALBE";"Bâtiment"; 8.0;
313113;6.72944;49.15667;"06° 43' 46.00'' Est, 49° 09' 24.00'' Nord";"57336";;"26 R DE L'EGLISE";"57490";"L'HOPITAL";"Pylône tubulaire"; 22.0;"ORANGE"
314146;6.48583;49.00056;"06° 29' 09.00'' Est, 49° 00' 02.00'' Nord";"57319";;"2 R DU SENTIER DE MANY CD 910";"57580";"HERNY";"Pylône autostable"; 22.0;"ORANGE Services Fixes"
326407;6.19639;49.37222;"06° 11' 47.00'' Est, 49° 22' 20.00'' Nord";"57441";"BECHGEWANN";"CHEM RURAL";"57100";"MANOM";"Pylône autostable"; 30.0;"ORANGE"
327492;6.17389;49.10361;"06° 10' 26.00'' Est, 49° 06' 13.00'' Nord";"57463";;"30 R. KELLERMANN";"57070";"METZ";"Immeuble"; 28.0;"Copropriété, Syndic, SCI"
330172;6.83528;49.06722;"06° 50' 07.00'' Est, 49° 04' 02.00'' Nord";"57052";;"R. DU CHÂTEAU D'EAU";"57450";"BARST";"Château d'eau - réservoir"; 28.0;"Syndicat des eaux, Adduction"
336091;6.35667;49.44667;"06° 21' 24.00'' Est, 49° 26' 48.00'' Nord";"57152";"LE KRONENBERG";"R DU VIGNOBLE";"57480";"CONTZ-LES-BAINS";"Pylône autostable"; 41.0;"TDF"
337378;6.15722;49.14861;"06° 09' 26.00'' Est, 49° 08' 55.00'' Nord";"57751";;"50 ROUTE DE THIONVILLE ATELIERS MUNICIPAUX";"57140";"WOIPPY";"Pylône tubulaire"; 21.0;"ORANGE"
