Numéro de support;Numéro Cartoradio;"Exploitant";"Type d'antenne";Numéro d'antenne;Dimension de l'antenne;"Directivité";Azimut;Hauteur / sol;"Système";Début;Fin;"Unité"
10840;15345;"ORANGE service fixe";"Antenne parabolique";1488268;0.60;"Directif";264.50;20.00;"FH";22.40;22.50;"GHz"
10840;15345;"ORANGE service fixe";"Antenne parabolique";1488268;0.60;"Directif";264.50;20.00;"FH";23.40;23.50;"GHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130210;1.00;"Directif";73.00;19.60;"LTE 800";791.00;801.00;"MHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130210;1.00;"Directif";73.00;19.60;"LTE 800";832.00;842.00;"MHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130210;1.00;"Directif";73.00;19.60;"UMTS 900";880.10;889.90;"MHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130210;1.00;"Directif";73.00;19.60;"GSM 900";880.10;889.90;"MHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130210;1.00;"Directif";73.00;19.60;"GSM 900";925.10;934.90;"MHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130210;1.00;"Directif";73.00;19.60;"UMTS 900";925.10;934.90;"MHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130211;1.00;"Directif";343.00;19.60;"LTE 800";791.00;801.00;"MHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130211;1.00;"Directif";343.00;19.60;"LTE 800";832.00;842.00;"MHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130211;1.00;"Directif";343.00;19.60;"UMTS 900";880.10;889.90;"MHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130211;1.00;"Directif";343.00;19.60;"GSM 900";880.10;889.90;"MHz"
78581;199533;"BOUYGUES TELECOM";"Panneau";130211;1.00;"Directif";343.00;19.60;"GSM 900";925.10;934.90;"MHz"
