Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
18778;2.00833;48.77444;"02° 00' 30.00'' Est, 48° 46' 28.00'' Nord";"78621";;"7 R TEISSERENC-DE BORT B.P.202";"78190";"TRAPPES";"Dalle en béton"; 4.0;"Météo"
18804;1.75833;48.95167;"01° 45' 30.00'' Est, 48° 57' 06.00'' Nord";"78291";"FRESNEL";"21 R DE BEAUREGARD";"78930";"GUERVILLE";"Pylône haubané"; 23.0;"Titulaire programme Radio/TV"
40209;2.14639;48.79167;"02° 08' 47.00'' Est, 48° 47' 30.00'' Nord";"78646";"PORCHEFONTAINE";"3 , R DU PONT COLBERT";"78000";"VERSAILLES";"Immeuble"; 27.0;"Copropriété, Syndic, SCI"
40357;1.95806;48.72417;"01° 57' 29.00'' Est, 48° 43' 27.00'' Nord";"78334";;"ÉGLISE DE GIROUARD";"78320";"LEVIS-SAINT-NOM";"Monument religieux"; 24.0;"Commune, communauté de commune"
40467;2.19639;48.78111;"02° 11' 47.00'' Est, 48° 46' 52.00'' Nord";"78640";;"24 PL LOUVOIS";"78140";"VELIZY-VILLACOUBLAY";"Immeuble"; 33.0;"Société Privée SA"
46722;1.77222;48.97056;"01° 46' 20.00'' Est, 48° 58' 14.00'' Nord";"78501";;"63, 65 R DE LA GRANDE REMISE DES VOYERS";"78440";"PORCHEVILLE";"Pylône autostable"; 62.0;"EDF GDF"
85879;2.09333;48.91139;"02° 05' 36.00'' Est, 48° 54' 41.00'' Nord";"78551";;"A 14  ST GERMAIN";"78100";"SAINT-GERMAIN-EN-LAYE";"Tunnel"; 8.0;"DDE"
85959;1.76500;48.80583;"01° 45' 54.00'' Est, 48° 48' 21.00'' Nord";"78513";;"50 R NATIONALE";"78940";"LA QUEUE-LES-YVELINES";"Monument religieux"; 30.0;"Commune, communauté de commune"
86053;2.14528;48.94861;"02° 08' 43.00'' Est, 48° 56' 55.00'' Nord";"78358";;"R DE LA MUETTE  EGLISE ST NICOLAS";"78600";"MAISONS-LAFFITTE";"Monument religieux"; 50.0;"Commune, communauté de commune"
86129;1.83389;48.51056;"01° 50' 02.00'' Est, 48° 30' 38.00'' Nord";"78003";"ARRAS";"R WENDELSHEIM  COMPLEXE SPORTIF TOM VANTHEEMSCHE";"78660";"ABLIS";"Pylône autostable"; 35.0;"Commune, communauté de commune"
105000;1.64917;48.68583;"01° 38' 57.00'' Est, 48° 41' 09.00'' Nord";"78077";"LE MOULIN À VENT";"CHÂTEAU D'EAU";"78125";"LA BOISSIERE-ECOLE";"Château d'eau - réservoir"; 30.0;"Syndicat des eaux, Adduction"
105024;1.72250;48.75028;"01° 43' 21.00'' Est, 48° 45' 01.00'' Nord";"78264";;"RTE DU GRAND CHOISEL TR DE GUET";"78490";"GAMBAISEUIL";"Pylône autostable"; 34.0;"Etat, Ministère"
105046;1.58778;48.69778;"01° 35' 16.00'' Est, 48° 41' 52.00'' Nord";"78606";"LA BUTTE DU TARTRE";;"78113";"LE TARTRE-GAUDRAN";"Mât"; 40.0;"ORANGE"
105054;1.52556;49.04556;"01° 31' 32.00'' Est, 49° 02' 44.00'' Nord";"78503";;"5 RTE DU CHÊNE";"78270";"PORT-VILLEZ";"Château d'eau - réservoir"; 28.0;"Particulier"
105094;2.08722;48.84500;"02° 05' 14.00'' Est, 48° 50' 42.00'' Nord";"78043";;"INTERSECTION A13 (PR 13)ET D7 - DESSUS BAU - PROVINCE-PARIS";"78870";"BAILLY";"Ouvrage d'art (pont, viaduc)"; 7.0;"DDE"
105142;2.04139;48.79472;"02° 02' 29.00'' Est, 48° 47' 41.00'' Nord";"78073";"PONT PR6. A12";"SENS PARIS PROVINCE";"78390";"BOIS-D'ARCY";"Ouvrage d'art (pont, viaduc)"; 9.0;"DDE"
105148;1.98028;48.82694;"01° 58' 49.00'' Est, 48° 49' 37.00'' Nord";"78165";;"R JEAN JAURES";"78340";"LES CLAYES-SOUS-BOIS";"Immeuble"; 22.0;"Société Privée SA"
112126;1.90528;48.97056;"01° 54' 19.00'' Est, 48° 58' 14.00'' Nord";"78090";"LES SABLONS";;"78410";"BOUAFLE";"Pylône autostable"; 18.0;"Sociétés d'Autoroutes"
112132;1.68056;48.98333;"01° 40' 50.00'' Est, 48° 59' 00.00'' Nord";"78118";"PÉAGE";"SANS OBJET";"78200";"BUCHELAY";"Pylône autostable";;
112136;1.54778;49.02111;"01° 32' 52.00'' Est, 49° 01' 16.00'' Nord";"78668";"AIRE DE REPOS";"AUTOROUTE DE NORMANDIE";"78270";"LA VILLENEUVE-EN-CHEVRIE";"Pylône autostable"; 14.0;"Sociétés d'Autoroutes"
112138;1.48278;49.02639;"01° 28' 58.00'' Est, 49° 01' 35.00'' Nord";"78147";"P.S. CD 52";;"78270";"CHAUFOUR-LES-BONNIERES";"Pylône autostable"; 20.0;"Sociétés d'Autoroutes"
119618;1.76778;48.85778;"01° 46' 04.00'' Est, 48° 51' 28.00'' Nord";"78681";;"CHÂTEAU DE VILLIERS LE MAHIEU";"78770";"VILLIERS-LE-MAHIEU";"Bâtiment"; 8.0;
120388;2.04667;48.79500;"02° 02' 48.00'' Est, 48° 47' 42.00'' Nord";"78423";;"AV AMPERE L'ETANG DE BOIS D'ARCY";"78180";"MONTIGNY-LE-BRETONNEUX";"Pylône autostable"; 33.0;"Commune, communauté de commune"
157595;2.06472;48.75667;"02° 03' 53.00'' Est, 48° 45' 24.00'' Nord";"78356";;"1 R PABLO PICASSO";"78114";"MAGNY-LES-HAMEAUX";"Support non décrit"; 12.0;
