Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
19856;-1.25000;46.89278;"01° 15' 00.00'' Ouest, 46° 53' 34.00'' Nord";"85065";;"PL DE LA MAIRIE CENTRAL TÉLÉPHONIQUE";"85250";"CHAVAGNES-EN-PAILLERS";"Pylône tubulaire"; 13.0;"ORANGE Services Fixes"
19906;-0.59583;46.36944;"00° 35' 45.00'' Ouest, 46° 22' 10.00'' Nord";"85020";;"1 RUE DE LA GAILLARDISE";"85490";"BENET";"Pylône autostable"; 16.0;"ORANGE Services Fixes"
19908;-0.59444;46.36694;"00° 35' 40.00'' Ouest, 46° 22' 01.00'' Nord";"85020";"LA BARRIÈRE";"RUE DES GRANGES DIXMIÈRES VC N° 112";"85490";"BENET";"Pylône autostable"; 26.0;"ORANGE Services Fixes"
19916;-0.92194;46.71833;"00° 55' 19.00'' Ouest, 46° 43' 06.00'' Nord";"85066";"LES CHAFFAUDS";;"85390";"CHAVAGNES-LES-REDOUX";"Pylône tubulaire"; 16.0;"ORANGE Services Fixes"
19924;-1.39500;46.73750;"01° 23' 42.00'' Ouest, 46° 44' 15.00'' Nord";"85081";;"LA MARTINIÈRE";"85170";"DOMPIERRE-SUR-YON";"Pylône autostable"; 20.0;"ORANGE Services Fixes"
19938;-2.28472;46.69000;"02° 17' 05.00'' Ouest, 46° 41' 24.00'' Nord";"85113";"POINTE DES CORBEAUX";;"85350";"L'ILE-D'YEU";"Phare"; 30.0;
19944;-0.91972;46.88000;"00° 55' 11.00'' Ouest, 46° 52' 48.00'' Nord";"85082";"LE VIGNAUD";;"85590";"LES EPESSES";"Pylône autostable"; 46.0;"ANFR"
62475;-0.93972;46.59111;"00° 56' 23.00'' Ouest, 46° 35' 28.00'' Nord";"85237";"LES NOUVELLERIES";"ST LAURENT DE LA SALLE RCF FON";"85410";"SAINT-LAURENT-DE-LA-SALLE";"Pylône autostable"; 30.0;"Titulaire programme Radio/TV"
64574;-1.27694;46.72972;"01° 16' 37.00'' Ouest, 46° 43' 47.00'' Nord";"85089";"P.S. L'AUBRETIÈRE";;"85280";"LA FERRIERE";"Pylône autostable"; 25.0;"Sociétés d'Autoroutes"
64584;-0.65139;46.38833;"00° 39' 05.00'' Ouest, 46° 23' 18.00'' Nord";"85168";"ECH DE NIORT-OUEST";;"85420";"OULMES";"Pylône autostable"; 30.0;"Sociétés d'Autoroutes"
64588;-1.13194;46.86639;"01° 07' 55.00'' Ouest, 46° 51' 59.00'' Nord";"85215";"P.S. L'OISELIÈRE";;"85250";"SAINT-FULGENT";"Pylône autostable"; 30.0;"Sociétés d'Autoroutes"
64825;-1.02583;46.92417;"01° 01' 33.00'' Ouest, 46° 55' 27.00'' Nord";"85097";"ACCÈS DE SERVICE (RD 27)";;"85130";"LA GAUBRETIERE";"Pylône autostable"; 14.0;"Sociétés d'Autoroutes"
64827;-1.25583;46.78028;"01° 15' 21.00'' Ouest, 46° 46' 49.00'' Nord";"85084";"P.S. RD 39";;"85140";"LES ESSARTS";"Pylône autostable"; 20.0;"Sociétés d'Autoroutes"
64890;-1.05722;46.52278;"01° 03' 26.00'' Ouest, 46° 31' 22.00'' Nord";"85223";"P.S. CHAUME";;"85210";"SAINTE-HERMINE";"Pylône autostable"; 14.0;"Sociétés d'Autoroutes"
