Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
4692;3.88611;48.22139;"03° 53' 10.00'' Est, 48° 13' 17.00'' Nord";"10037";"LE TRILLIER";"CTRE DE TELECOMMUNICATIONS PAR SATELLITE";"10190";"BERCENAY-EN-OTHE";"Fût"; 6.0;"ORANGE Services Fixes"
4710;4.13028;47.97556;"04° 07' 49.00'' Est, 47° 58' 32.00'' Nord";"10098";"LA CROIX THIEBAULT";"D 84";"10210";"CHESLEY";"Pylône autostable"; 35.0;"ORANGE Services Fixes"
4734;3.91361;48.04250;"03° 54' 49.00'' Est, 48° 02' 33.00'' Nord";"10140";;"R DENFERT ROCHEREAU";"10130";"ERVY-LE-CHATEL";"Bâtiment"; 11.0;"ORANGE Services Fixes"
4746;4.30944;48.46222;"04° 18' 34.00'' Est, 48° 27' 44.00'' Nord";"10021";"LES MARNES";;"10240";"AVANT-LES-RAMERUPT";"Bâtiment"; 10.0;"Météo"
72791;3.50778;48.48750;"03° 30' 28.00'' Est, 48° 29' 15.00'' Nord";"10268";"FAUBOURG DE TROYES";"D.54 - AV. PASTEUR CHÂTEAU D'EAU";"10400";"NOGENT-SUR-SEINE";"Château d'eau - réservoir"; 43.0;"Commune, communauté de commune"
110576;4.05278;48.23389;"04° 03' 10.00'' Est, 48° 14' 02.00'' Nord";"10344";"LA COLOTERIE";;"10800";"SAINT-LEGER-PRES-TROYES";"Pylône autostable";;
153513;4.13722;48.05639;"04° 08' 14.00'' Est, 48° 03' 23.00'' Nord";"10080";;"GRANDE RUE";"10210";"CHAOURCE";"Bâtiment"; 10.0;"Commune, communauté de commune"
157217;4.40083;48.07639;"04° 24' 03.00'' Est, 48° 04' 35.00'' Nord";"10070";;"PLACE DE L'EGLISE MAIRIE";"10110";"CELLES-SUR-OURCE";"Bâtiment"; 12.0;"Commune, communauté de commune"
168854;4.46917;48.34611;"04° 28' 09.00'' Est, 48° 20' 46.00'' Nord";"10228";;"RUE DU CANON DE L'ETAPE BAT ENERGIE";"10500";"MATHAUX";"Local technique"; 4.0;"Conseil Départemental"
168860;4.57194;48.30639;"04° 34' 19.00'' Est, 48° 18' 23.00'' Nord";"10178";;"BEAULIEU L ETAPE";"10140";"JESSAINS";"Local technique"; 10.0;"Conseil Départemental"
181271;4.11000;48.23528;"04° 06' 36.00'' Est, 48° 14' 07.00'' Nord";"10067";;"1 R DE LA MAIRIE MAIRIE";"10800";"BUCHERES";"Bâtiment"; 15.0;"Commune, communauté de commune"
219981;4.04667;48.29250;"04° 02' 48.00'' Est, 48° 17' 33.00'' Nord";"10362";;"4 R POINCARRÉ";"10300";"SAINTE-SAVINE";"Immeuble"; 15.0;"Titulaire programme Radio/TV"
260706;3.96778;48.30583;"03° 58' 04.00'' Est, 48° 18' 21.00'' Nord";"10248";"LE CHAMP MACY";"CHEM RURAL N°6";"10300";"MONTGUEUX";"Pylône autostable"; 20.0;"HIVORY"
272959;3.72694;48.22778;"03° 43' 37.00'' Est, 48° 13' 40.00'' Nord";"10003";;"27 AV TRICOCHE MAILLARD SYND MIXTE PAYS OTHE";"10160";"AIX-EN-OTHE";"Pylône autostable"; 9.0;"ORANGE Services Fixes"
280688;4.42556;48.02139;"04° 25' 32.00'' Est, 48° 01' 17.00'' Nord";"10170";"LA CÔTE DUVOIE";"CHEM RURAL MENANT À LA  CÔTE DUVOIE";"10250";"GYE-SUR-SEINE";"Pylône autostable"; 30.0;"ORANGE"
289201;4.07167;48.30556;"04° 04' 18.00'' Est, 48° 18' 20.00'' Nord";"10387";;"52 AV CHOMEDEY DE MAISONNEUVE";"10000";"TROYES";"Pylône autostable"; 14.0;
308137;4.10250;48.39444;"04° 06' 09.00'' Est, 48° 23' 40.00'' Nord";"10149";"LES TERRES ROUGES";"CHEM RURAL CHÂTEAU D'EAU DE FEUGES";"10150";"FEUGES";"Château d'eau - réservoir"; 17.0;"Commune, communauté de commune"
309864;4.50306;48.35556;"04° 30' 11.00'' Est, 48° 21' 20.00'' Nord";"10313";;"AMANCE";"10500";"RADONVILLIERS";"Pylône autostable"; 10.0;
316370;4.04278;48.30389;"04° 02' 34.00'' Est, 48° 18' 14.00'' Nord";"10265";;"8 R DE LA RÉPUBLIQUE";"10420";"LES NOES-PRES-TROYES";"Pylône haubané"; 26.0;"ORANGE"
325213;4.13528;47.95389;"04° 08' 07.00'' Est, 47° 57' 14.00'' Nord";"10143";"SIRGEANNE";;"10210";"ETOURVY";"Pylône tubulaire"; 15.0;"HIVORY"
326282;4.08222;48.28972;"04° 04' 56.00'' Est, 48° 17' 23.00'' Nord";"10387";;"29,31 R JULES GUESDE";"10000";"TROYES";"Immeuble"; 31.5;"Commune, communauté de commune"
327732;4.08444;48.30111;"04° 05' 04.00'' Est, 48° 18' 04.00'' Nord";"10387";;"51, R CELESTIN PHILBOIS";"10000";"TROYES";"Immeuble"; 21.3;"Copropriété, Syndic, SCI"
328447;4.24472;48.05972;"04° 14' 41.00'' Est, 48° 03' 35.00'' Nord";"10432";"PRUNEROT";;"10210";"VILLIERS-SOUS-PRASLIN";"Pylône autostable"; 35.0;"HIVORY"
328635;4.30306;48.09000;"04° 18' 11.00'' Est, 48° 05' 24.00'' Nord";"10418";"LE VAL VELUT";;"10110";"VILLEMORIEN";"Pylône autostable"; 30.0;"HIVORY"
332773;4.19833;47.97806;"04° 11' 54.00'' Est, 47° 58' 41.00'' Nord";"10028";"LE HAUT DU CHEM DE VILLIERS";;"10210";"BALNOT-LA-GRANGE";"Pylône tubulaire"; 20.0;"HIVORY"
381868;4.71389;48.22361;"04° 42' 50.00'' Est, 48° 13' 25.00'' Nord";"10033";;"27 R DESPREZ";"10200";"BAR-SUR-AUBE";"Pylône autostable"; 20.0;"ORANGE"
401097;4.07000;48.28167;"04° 04' 12.00'' Est, 48° 16' 54.00'' Nord";"10333";;"79, AV ANATOLE FRANCE";"10120";"SAINT-ANDRE-LES-VERGERS";"Bâtiment"; 40.0;"TDF"
436715;4.06667;48.27667;"04° 03' 60.00'' Est, 48° 16' 36.00'' Nord";"10333";;"7 R RAYMOND ARON";"10120";"SAINT-ANDRE-LES-VERGERS";"Pylône autostable"; 43.0;"TDF"
437620;4.21278;48.66889;"04° 12' 46.00'' Est, 48° 40' 08.00'' Nord";"10216";"LE BAS DE MAILLY";"28 V LE BAS DE MAILLY";"10230";"MAILLY-LE-CAMP";"Pylône autostable"; 37.0;"ATC FRANCE"
437695;4.04778;48.29250;"04° 02' 52.00'' Est, 48° 17' 33.00'' Nord";"10362";;"8 R DU CHAPEAU ROUGE";"10300";"SAINTE-SAVINE";"Pylône autostable"; 32.5;"ORANGE Services Fixes"
437769;4.71028;48.16972;"04° 42' 37.00'' Est, 48° 10' 11.00'' Nord";"10007";"BOIS DES CHENIES";"STATION HERTZIENNE";"10200";"ARCONVILLE";"Tour hertzienne"; 67.0;"TDF"
439490;4.45000;48.23028;"04° 27' 00.00'' Est, 48° 13' 49.00'' Nord";"10401";"LES VARENNES";"RTE DE VILLY EN TRODES";"10140";"VENDEUVRE-SUR-BARSE";"Pylône autostable"; 48.0;"ATC FRANCE"
440886;3.97139;48.27000;"03° 58' 17.00'' Est, 48° 16' 12.00'' Nord";"10381";"PIVOISON";"R DU RÉSERVOIR CHÂTEAU D'EAU PRÉS D53";"10440";"TORVILLIERS";"Château d'eau - réservoir"; 15.0;"Commune, communauté de commune"
441245;4.12833;48.52444;"04° 07' 42.00'' Est, 48° 31' 28.00'' Nord";"10429";"LE VAU";"CHEM RURAL DIT DU TERTE";"10700";"VILLETTE-SUR-AUBE";"Pylône autostable"; 51.0;"HIVORY"
445632;3.90806;48.46611;"03° 54' 29.00'' Est, 48° 27' 58.00'' Nord";"10392";"LE BAS DE COURLANGES";"CHEM RURAL DIT CROIX DES RAMEAUX";"10170";"VALLANT-SAINT-GEORGES";"Château d'eau - réservoir"; 42.0;"Syndicat des eaux, Adduction"
446188;3.55250;48.60667;"03° 33' 09.00'' Est, 48° 36' 24.00'' Nord";"10420";"LA GRANGE GUILLAUME";"CHEM RURAL NUMERO 3";"10370";"VILLENAUXE-LA-GRANDE";"Pylône autostable"; 43.0;"TDF"
447360;4.37194;48.12333;"04° 22' 19.00'' Est, 48° 07' 24.00'' Nord";"10034";;"STADE MUNICIPAL";"10110";"BAR-SUR-SEINE";"Pylône tubulaire"; 39.0;"TDF"
451222;4.50889;48.39528;"04° 30' 32.00'' Est, 48° 23' 43.00'' Nord";"10064";"LA LOGES AUX GARDES";"CHEM RURAL DIT VOIE DU MONNY";"10500";"BRIENNE-LE-CHATEAU";"Pylône autostable"; 41.0;"ORANGE Services Fixes"
453698;4.07528;48.29167;"04° 04' 31.00'' Est, 48° 17' 30.00'' Nord";"10387";;"40 R EUGÈNE BELGRAND";"10000";"TROYES";"Immeuble"; 28.0;"Copropriété, Syndic, SCI"
455200;3.91250;48.11417;"03° 54' 45.00'' Est, 48° 06' 51.00'' Nord";"10018";;"CR N°5 DIT DE LA PERRIÈRE PRÈS DU RÉSERVOIR D'EAU";"10130";"AUXON";"Pylône autostable"; 20.0;"ORANGE"
457378;3.48917;48.49083;"03° 29' 21.00'' Est, 48° 29' 27.00'' Nord";"10268";;"PORT FLUVIAL ZI-CANAL TERRAY";"10400";"NOGENT-SUR-SEINE";"Silo"; 66.1;"Société Privée SA"
457397;3.97889;48.35917;"03° 58' 44.00'' Est, 48° 21' 33.00'' Nord";"10349";"LA PERRIERE";"RN 19";"10180";"SAINT-LYE";"Pylône autostable"; 44.0;"ATC FRANCE"
458914;4.08444;48.27639;"04° 05' 04.00'' Est, 48° 16' 35.00'' Nord";"10343";;"IMP CHAZELLE";"10800";"SAINT-JULIEN-LES-VILLAS";"Pylône tubulaire"; 20.0;"ORANGE"
459780;4.12556;48.30167;"04° 07' 32.00'' Est, 48° 18' 06.00'' Nord";"10357";"LES HAUTS VENTS";"LA CROIX DE BELLEY R EDME DENIZOT";"10410";"SAINT-PARRES-AUX-TERTRES";"Château d'eau - réservoir"; 23.8;"Syndicat des eaux, Adduction"
460208;4.14139;48.53306;"04° 08' 29.00'' Est, 48° 31' 59.00'' Nord";"10006";;"R MAIL DE PLAISANCE";"10700";"ARCIS-SUR-AUBE";"Pylône autostable"; 31.0;"ORANGE Services Fixes"
462944;4.43722;48.41528;"04° 26' 14.00'' Est, 48° 24' 55.00'' Nord";"10304";;"CENTRALE HYDRO ELECTRIQUE LE THOMET";"10500";"PRECY-SAINT-MARTIN";"Bâtiment"; 10.0;"Particulier"
462946;4.32750;48.36417;"04° 19' 39.00'' Est, 48° 21' 51.00'' Nord";"10287";;"28 R HAUTEFEUILLE";"10220";"PINEY";"Bâtiment"; 10.0;"Particulier"
462954;4.36972;48.38194;"04° 22' 11.00'' Est, 48° 22' 55.00'' Nord";"10019";"LES HAUTS CHARMES";"CHEM RURAL N°25 VILLEHARDOUIN";"10220";"VAL-D'AUZON";"Pylône tubulaire"; 35.0;"HIVORY"
466343;3.72917;48.32944;"03° 43' 45.00'' Est, 48° 19' 46.00'' Nord";"10145";"L'ECHAUDÉE";"CROIX ST-JACQUES";"10290";"FAUX-VILLECERF";"Pylône autostable"; 35.4;"ORANGE"
468931;4.56611;48.10444;"04° 33' 58.00'' Est, 48° 06' 16.00'' Nord";"10264";"LES FRICHES";"CHEM RURAL";"10360";"NOE-LES-MALLETS";"Pylône autostable"; 25.0;"HIVORY"
474491;4.15722;48.46389;"04° 09' 26.00'' Est, 48° 27' 50.00'' Nord";"10442";"PENNELEUF";"CHEM DE RAMERUPT SITE BT";"10150";"VOUE";"Pylône autostable"; 40.0;"ATC FRANCE"
475679;3.74139;48.51056;"03° 44' 29.00'' Est, 48° 30' 38.00'' Nord";"10323";;"RUE MARCEL BARDIN CHATEAU D'EAU";"10100";"ROMILLY-SUR-SEINE";"Château d'eau - réservoir"; 42.0;"Commune, communauté de commune"
476239;3.82667;48.27861;"03° 49' 36.00'' Est, 48° 16' 43.00'' Nord";"10142";"CÔTE D'ERVEAUX";;"10190";"ESTISSAC";"Pylône autostable"; 54.0;"TDF"
479002;4.16444;48.29083;"04° 09' 52.00'' Est, 48° 17' 27.00'' Nord";"10375";"LES VALLÉES";"A 26  PK 386 PÉAGE";"10410";"THENNELIERES";"Pylône autostable"; 44.0;"Sociétés d'Autoroutes"
481522;3.70000;48.51306;"03° 42' 00.00'' Est, 48° 30' 47.00'' Nord";"10323";"LES HAUTS BUISSONS";"LA VOIE PONTOISE RD 164";"10100";"ROMILLY-SUR-SEINE";"Pylône autostable"; 50.0;"TDF"
486956;4.54500;48.23167;"04° 32' 42.00'' Est, 48° 13' 54.00'' Nord";"10215";"CHAMP BALLAGE";"ROUTE DE MONTMARTIN (D 112)";"10140";"MAGNY-FOUCHARD";"Silo"; 45.0;"Coopérative Agricole, Vinicole"
499587;4.07583;48.38778;"04° 04' 33.00'' Est, 48° 23' 16.00'' Nord";"10336";"MT COCHOT";;"10180";"SAINT-BENOIT-SUR-SEINE";"Pylône autostable"; 77.0;"TDF"
500460;4.06750;48.30472;"04° 04' 03.00'' Est, 48° 18' 17.00'' Nord";"10387";;"42B R DE LA PAIX";"10000";"TROYES";"Château d'eau - réservoir"; 37.0;"Copropriété, Syndic, SCI"
513232;4.07111;48.27944;"04° 04' 16.00'' Est, 48° 16' 46.00'' Nord";"10387";;"10 R DE LA MARNE";"10000";"TROYES";"Château d'eau - réservoir"; 77.0;"Commune, communauté de commune"
523999;4.15667;48.36861;"04° 09' 24.00'' Est, 48° 22' 07.00'' Nord";"10210";"LES VERMILLONNES";"PRÈS A.26 - SENS CHALONS-EN-CHAMPAGNE/TROYES";"10150";"LUYERES";"Tour hertzienne"; 66.0;"TDF"
524212;4.40250;47.98194;"04° 24' 09.00'' Est, 47° 58' 55.00'' Nord";"10317";"CHAMPON";;"10340";"LES RICEYS";"Pylône autostable"; 225.0;"TDF"
