Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
13046;-3.45333;47.63944;"03° 27' 12.00'' Ouest, 47° 38' 22.00'' Nord";"56069";;"LA POSTE 9 R PORT TUDY";"56590";"GROIX";"Pylône autostable"; 14.0;"ORANGE Services Fixes"
13126;-3.01056;47.77639;"03° 00' 38.00'' Ouest, 47° 46' 35.00'' Nord";"56177";;"R DE LA DILIGENCE CENTRAL TÉLÉPHONIQUE";"56330";"PLUVIGNER";"Pylône tubulaire"; 14.0;"ORANGE Services Fixes"
13146;-3.09361;47.60861;"03° 05' 37.00'' Ouest, 47° 36' 31.00'' Nord";"56168";"RUNESTO";;"56340";"PLOUHARNEL";"Sans nature"; 20.0;
13150;-3.00611;47.56833;"03° 00' 22.00'' Ouest, 47° 34' 06.00'' Nord";"56233";"KERNEVEST";;"56470";"SAINT-PHILIBERT";"Bâtiment"; 10.0;
53786;-3.34306;47.75972;"03° 20' 35.00'' Ouest, 47° 45' 35.00'' Nord";"56098";;"RUE ROSA PARKS ALL MARIE LOUISE CHEVREL HLM PASTEUR";"56600";"LANESTER";"Immeuble"; 21.0;"Société HLM"
80582;-3.39417;47.74306;"03° 23' 39.00'' Ouest, 47° 44' 35.00'' Nord";"56121";;"18 RUE MAURICE THOREZ KERBEBAN";"56100";"LORIENT";"Immeuble"; 47.0;"Société HLM"
80628;-2.54611;47.83944;"02° 32' 46.00'' Ouest, 47° 50' 22.00'' Nord";"56244";"ROBINSON";"7 V COMMUNALE";"56460";"SERENT";"Pylône autostable"; 49.0;"ATC FRANCE"
99008;-3.20667;48.07083;"03° 12' 24.00'' Ouest, 48° 04' 15.00'' Nord";"56113";"LE HAUT DE KERIZAC";"CHÂTEAU D'EAU";"56160";"LOCMALO";"Château d'eau - réservoir"; 28.0;"Syndicat des eaux, Adduction"
99020;-2.16917;47.97000;"02° 10' 09.00'' Ouest, 47° 58' 12.00'' Nord";"56012";;"R GABRIEL DESHAYES";"56380";"BEIGNON";"Château d'eau - réservoir"; 32.0;"Syndicat des eaux, Adduction"
99022;-2.62000;48.00000;"02° 37' 12.00'' Ouest, 48° 00' 00.00'' Nord";"56102";"LES FORGES";"LA CROIX ROUGE";"56120";"LANOUEE";"Pylône autostable"; 37.0;"ORANGE"
99028;-3.03972;48.02361;"03° 02' 23.00'' Ouest, 48° 01' 25.00'' Nord";"56076";"BODEREL";;"56310";"GUERN";"Pylône autostable"; 36.0;"ORANGE"
