Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
15222;7.45139;47.87056;"07° 27' 05.00'' Est, 47° 52' 14.00'' Nord";"68225";"R DE LA CHAPELLE";;"68740";"MUNCHHOUSE";"Pylône tubulaire"; 13.0;"ORANGE Services Fixes"
36929;7.16667;47.71750;"07° 10' 00.00'' Est, 47° 43' 03.00'' Nord";"68059";;"14, R DE LA CROIX";"68520";"BURNHAUPT-LE-BAS";"Silo"; 30.0;"Société Privée SA"
36993;7.29778;47.51111;"07° 17' 52.00'' Est, 47° 30' 40.00'' Nord";"68347";;"RTE DE FELDBACH SILO C.A.C";"68480";"VIEUX-FERRETTE";"Silo"; 40.6;"Société Privée SA"
37057;7.23000;47.79694;"07° 13' 48.00'' Est, 47° 47' 49.00'' Nord";"68375";;"R DE REININGUE CHÂTEAU D'EAU";"68310";"WITTELSHEIM";"Château d'eau - réservoir"; 44.5;"Syndicat des eaux, Adduction"
37063;7.27778;48.10194;"07° 16' 40.00'' Est, 48° 06' 07.00'' Nord";"68237";"SOMMERBERG";;"68230";"NIEDERMORSCHWIHR";"Mât"; 7.0;"SFR"
37087;7.23083;48.09944;"07° 13' 51.00'' Est, 48° 05' 58.00'' Nord";"68237";"HOTEL MAJESTIC";"SENTIER DE LA FORÊT";"68230";"NIEDERMORSCHWIHR";"Bâtiment"; 16.0;"Société Privée SA"
37129;7.28722;47.65472;"07° 17' 14.00'' Est, 47° 39' 17.00'' Nord";"68191";;"1 R DE LEGLISE";"68720";"LUEMSCHWILLER";"Bâtiment"; 20.0;"Commune, communauté de commune"
64171;7.38000;47.80139;"07° 22' 48.00'' Est, 47° 48' 05.00'' Nord";"68015";;"R DE L'EGLISE";"68390";"BALDERSHEIM";"Monument religieux"; 27.0;"Commune, communauté de commune"
82896;7.22278;48.25833;"07° 13' 22.00'' Est, 48° 15' 30.00'' Nord";"68294";"ROCHE ST BLAISE";;"68160";"SAINTE-CROIX-AUX-MINES";"Pylône autostable"; 17.0;"TDF"
94345;7.31389;47.75694;"07° 18' 50.00'' Est, 47° 45' 25.00'' Nord";"68224";;"25, R JOSUÉ HOFER";"68100";"MULHOUSE";"Mât métallique"; 15.0;"Titulaire programme Radio/TV"
97962;6.85889;47.80639;"06° 51' 32.00'' Est, 47° 48' 23.00'' Nord";"68307";;"RTE DU BALLON D'ALSACE AUBERGE DU LANGENBERG";"68290";"SEWEN";"Bâtiment"; 12.0;
