Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
15760;4.65028;46.66250;"04° 39' 01.00'' Est, 46° 39' 45.00'' Nord";"71201";"LES FONDERIES";;"71390";"FLEY";"Pylône autostable"; 42.0;"ORANGE Services Fixes"
15768;4.57778;46.65694;"04° 34' 40.00'' Est, 46° 39' 25.00'' Nord";"71214";"LES BRETAGNES";;"71460";"GENOUILLY";"Pylône autostable"; 25.0;"ORANGE Services Fixes"
15798;4.30750;46.29056;"04° 18' 27.00'' Est, 46° 17' 26.00'' Nord";"71133";;"R DE LA POSTE";"71800";"LA CLAYETTE";"Pylône autostable"; 16.0;"ORANGE Services Fixes"
15800;4.21556;46.30306;"04° 12' 56.00'' Est, 46° 18' 11.00'' Nord";"71337";"VESANGROS";;"71800";"OYE";"Pylône autostable"; 28.0;"TDF"
15810;4.51389;46.99056;"04° 30' 50.00'' Est, 46° 59' 26.00'' Nord";"71190";;"PL CHARLES DE GAULLE";"71360";"EPINAC";"Pylône autostable"; 12.0;"ORANGE Services Fixes"
15820;4.07639;46.20750;"04° 04' 35.00'' Est, 46° 12' 27.00'' Nord";"71238";"LE TRONCY";;"71340";"IGUERANDE";"Bâtiment"; 5.0;"ORANGE Services Fixes"
15828;4.68889;46.54278;"04° 41' 20.00'' Est, 46° 32' 34.00'' Nord";"71145";"ST-ROCH";;"71460";"CORMATIN";"Pylône tubulaire"; 17.0;"ORANGE Services Fixes"
37989;4.57056;46.73222;"04° 34' 14.00'' Est, 46° 43' 56.00'' Nord";"71277";"LE TÉLÉGRAPHE";"LA CROIX PAUTET";"71390";"MARCILLY-LES-BUXY";"Pylône autostable"; 24.0;"SFR"
38053;4.40528;47.00417;"04° 24' 19.00'' Est, 47° 00' 15.00'' Nord";"71162";"LA VERNUSSE";"EN CHARRON";"71400";"CURGY";"Pylône autostable"; 35.6;"SFR"
38059;4.46944;46.90917;"04° 28' 10.00'' Est, 46° 54' 33.00'' Nord";"71409";"LA MADELEINE";"BOIS DE LA GRANGE";"71490";"SAINT-EMILAND";"Pylône autostable"; 45.0;"SFR"
38063;4.67417;46.45278;"04° 40' 27.00'' Est, 46° 27' 10.00'' Nord";"71146";"LA MOUILLE";"TERRAIN SNCF";"71250";"CORTAMBERT";"Pylône autostable"; 35.0;"SFR"
63058;4.15028;46.26833;"04° 09' 01.00'' Est, 46° 16' 06.00'' Nord";"71415";"MONT HEURGUE";;"71110";"SAINTE-FOY";"Pylône haubané"; 21.0;"Titulaire programme Radio/TV"
63064;4.31944;46.78583;"04° 19' 10.00'' Est, 46° 47' 09.00'' Nord";"71103";"MEUSOY";;"71710";"CHARMOY";"Bâtiment"; 20.0;"Société Privée SA"
83654;4.82722;46.29972;"04° 49' 38.00'' Est, 46° 17' 59.00'' Nord";"71270";;"2 CARREFOUR DE L'EUROPE";"71000";"MACON";"Immeuble"; 46.1;"Société HLM"
100148;4.82444;46.29694;"04° 49' 28.00'' Est, 46° 17' 49.00'' Nord";"71270";;"51 AVE EDOUARD HERRIOT";"71000";"MACON";"Immeuble"; 44.0;"Société HLM"
102906;4.77111;46.20528;"04° 46' 16.00'' Est, 46° 12' 19.00'' Nord";"71481";"TERRE DES VIGNES";"CD 166  DE CHENAS RUE DES MORELS";"71570";"SAINT-SYMPHORIEN-D'ANCELLES";"Pylône autostable"; 24.0;"ORANGE Services Fixes"
102910;4.40722;46.43222;"04° 24' 26.00'' Est, 46° 25' 56.00'' Nord";"71025";"LE CHAMP DES GENETS";"PYLÔNE FT LE CHAMP DES GENETS";"71220";"BEAUBERY";"Pylône autostable"; 34.0;"ORANGE"
102923;4.74694;46.27417;"04° 44' 49.00'' Est, 46° 16' 27.00'' Nord";"71210";"AU GAULIA";"CHEM DES RONTETS";"71960";"FUISSE";"Pylône autostable"; 15.0;"ORANGE"
