Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
9392;-0.48722;44.68083;"00° 29' 14.00'' Ouest, 44° 40' 51.00'' Nord";"33213";"P.S. RD 109 E2";"PS RD 109";"33650";"LA BREDE";"Mât métallique"; 50.0;
9394;-0.22889;44.53083;"00° 13' 44.00'' Ouest, 44° 31' 51.00'' Nord";"33227";"AIRE DE STOCKAGE";;"33210";"LANGON";"Mât métallique"; 40.0;
9526;-0.56194;45.00611;"00° 33' 43.00'' Ouest, 45° 00' 22.00'' Nord";"33004";"RTE DE FORT LAJARD";"CENTRAL TÉLÉPHONIQUE";"33810";"AMBES";"Pylône autostable"; 26.0;"ORANGE Services Fixes"
9562;-0.69194;44.83139;"00° 41' 31.00'' Ouest, 44° 49' 53.00'' Nord";"33281";;"7 AV ROLAND GARROS AÉROPORT BORDEAUX-MÉRIGNAC TOUR MELODIE";"33700";"MERIGNAC";"Bâtiment"; 25.0;"Météo"
9596;-0.59472;44.75528;"00° 35' 41.00'' Ouest, 44° 45' 19.00'' Nord";"33238";"CHÂTEAU BROWN";"CHEM LOUSTEAU NEUF";"33850";"LEOGNAN";"Château d'eau - réservoir"; 52.0;
29419;-0.38111;44.78639;"00° 22' 52.00'' Ouest, 44° 47' 11.00'' Nord";"33363";"LA SENSINE";;"33670";"SADIRAC";"Pylône autostable"; 36.0;"HIVORY"
29479;-0.95750;44.97083;"00° 57' 27.00'' Ouest, 44° 58' 15.00'' Nord";"33417";"TAUSSAC SUD";;"33480";"SAINTE-HELENE";"Pylône autostable"; 45.0;"HIVORY"
29489;-0.10556;44.52583;"00° 06' 20.00'' Ouest, 44° 31' 33.00'' Nord";"33508";"BONNEGARDE";;"33124";"SAVIGNAC";"Pylône autostable"; 39.0;"HIVORY"
29551;-0.23722;44.44694;"00° 14' 14.00'' Ouest, 44° 26' 49.00'' Nord";"33036";"GYSTEVE";;"33430";"BAZAS";"Pylône autostable"; 42.0;"HIVORY"
29563;-0.75194;45.07194;"00° 45' 07.00'' Ouest, 45° 04' 19.00'' Nord";"33297";"MARCOTTE";;"33480";"MOULIS-EN-MEDOC";"Pylône autostable"; 43.0;"HIVORY"
29607;-0.87167;45.22139;"00° 52' 18.00'' Ouest, 45° 13' 17.00'' Nord";"33125";"BEAUCHENE";;"33250";"CISSAC-MEDOC";"Pylône autostable"; 48.0;"HIVORY"
29725;-0.88194;45.04111;"00° 52' 55.00'' Ouest, 45° 02' 28.00'' Nord";"33248";"LANDES DE TOULERON OUEST";;"33480";"LISTRAC-MEDOC";"Pylône autostable"; 45.0;"HIVORY"
29729;-0.39389;44.70611;"00° 23' 38.00'' Ouest, 44° 42' 22.00'' Nord";"33226";"LES PINONS";"RTE COMMUNALE N°1 DE LA RUASSE";"33550";"LANGOIRAN";"Pylône autostable"; 20.0;"HIVORY"
29735;-0.40583;45.12250;"00° 24' 21.00'' Ouest, 45° 07' 21.00'' Nord";"33439";"BOUTIN";"VC N°6";"33620";"SAINT-MARIENS";"Pylône autostable"; 30.0;"HIVORY"
29741;-0.48500;45.13722;"00° 29' 06.00'' Ouest, 45° 08' 14.00'' Nord";"33382";"AU SOURD";"CHEM DÉPARTEMENTAL N°22";"33920";"SAINT-CHRISTOLY-DE-BLAYE";"Pylône autostable"; 30.0;"HIVORY"
29847;-0.18056;44.52972;"00° 10' 50.00'' Ouest, 44° 31' 47.00'' Nord";"33072";"LULUGRAN";"AIRE DE REPOS D'AUROS D116 - PROCHE A62";"33124";"BRANNENS";"Pylône autostable"; 35.0;"HIVORY"
49883;-0.47806;44.74500;"00° 28' 41.00'' Ouest, 44° 44' 42.00'' Nord";"33349";"ROQUEBERT";"CHÂTEAU D'EAU";"33360";"QUINSAC";"Château d'eau - réservoir"; 45.0;"Syndicat des eaux, Adduction"
50232;-0.65194;45.12139;"00° 39' 07.00'' Ouest, 45° 07' 17.00'' Nord";"33058";"STE LUCE";"CHEM DU CHATEAU NOEL";"33390";"BLAYE";"Pylône autostable"; 39.0;"EDF ou GDF"
65905;-0.52639;44.83500;"00° 31' 35.00'' Ouest, 44° 50' 06.00'' Nord";"33167";"OBSERVATOIRE BORDEAUX";"OASU 2 R DE L'OBSERVATOIRE";"33270";"FLOIRAC";"Mât métallique"; 11.0;"Etat, Ministère"
76973;-1.07056;44.61306;"01° 04' 14.00'' Ouest, 44° 36' 47.00'' Nord";"33199";"LA FERME";"ALLÉE FERDINAND DE LESSEPS ZA ECONOMIQUE";"33470";"GUJAN-MESTRAS";"Pylône autostable"; 45.0;"TDF"
