Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
10905;4.24167;45.56028;"04° 14' 30.00'' Est, 45° 33' 37.00'' Nord";"42324";;"PEAGE A 72";"42340";"VEAUCHETTE";"Pylône autostable"; 40.0;"Sociétés d'Autoroutes"
10907;3.74833;45.84583;"03° 44' 54.00'' Est, 45° 50' 45.00'' Nord";"42159";"LA BRUYÈRE";"ACCÈS DE SERVICE A72";"42440";"NOIRETABLE";"Pylône autostable"; 20.0;"Sociétés d'Autoroutes"
10909;3.82667;45.86083;"03° 49' 36.00'' Est, 45° 51' 39.00'' Nord";"42047";"LA PLANCHE";"A 89 VC N°122";"42430";"CHAMPOLY";"Pylône autostable"; 40.0;"Sociétés d'Autoroutes"
10911;3.92444;45.87222;"03° 55' 28.00'' Est, 45° 52' 20.00'' Nord";"42116";"CROIX DU COQ";"ACCÈS DE SERVICE (RD 1) A 89";"42430";"JURE";"Pylône autostable"; 30.0;"Sociétés d'Autoroutes"
10917;4.09194;45.84111;"04° 05' 31.00'' Est, 45° 50' 28.00'' Nord";"42173";"BOIS DES ARDILLIERS";"AIRE DE REPOS DES ARDILLIERS A 89";"42260";"POMMIERS";"Pylône autostable"; 40.0;"Sociétés d'Autoroutes"
10937;4.61694;45.38722;"04° 37' 01.00'' Est, 45° 23' 14.00'' Nord";"42326";;"LES TROIS DENTS MONT PILAT CRET DE L'OEILLON";"42520";"VERANNE";"Bâtiment"; 17.0;"TDF"
10963;4.48500;45.54694;"04° 29' 06.00'' Est, 45° 32' 49.00'' Nord";"42208";"LA CHAPELLE";;"42320";"SAINT-CHRISTO-EN-JAREZ";"Pylône autostable"; 10.0;"ORANGE Services Fixes"
10969;4.20722;46.07000;"04° 12' 26.00'' Est, 46° 04' 12.00'' Nord";"42074";"LA TORADIERE";"CHEM DE MACHURON";"42460";"COUTOUVRE";"Pylône autostable"; 15.0;
10991;4.37611;46.20333;"04° 22' 34.00'' Est, 46° 12' 12.00'' Nord";"42229";;"D39";"42670";"SAINT-GERMAIN-LA-MONTAGNE";"Pylône autostable"; 15.0;"ORANGE Services Fixes"
10993;3.76167;45.95500;"03° 45' 42.00'' Est, 45° 57' 18.00'' Nord";"42276";"CITÉ TARDY";;"42830";"SAINT-PRIEST-LA-PRUGNE";"Pylône autostable"; 15.0;"ORANGE Services Fixes"
