Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
12888;5.72750;49.09778;"05° 43' 39.00'' Est, 49° 05' 52.00'' Nord";"55232";"LE VILLAGE";"D.903";"55160";"HARVILLE";"Pylône autostable"; 22.0;"ORANGE Services Fixes"
12916;5.66528;49.32944;"05° 39' 55.00'' Est, 49° 19' 46.00'' Nord";"55500";"PL LOUIS BERTRAND";"CENTRAL TÉLÉPHONIQUE";"55230";"SPINCOURT";"Pylône tubulaire"; 14.0;"ORANGE Services Fixes"
12926;5.66333;48.61361;"05° 39' 48.00'' Est, 48° 36' 49.00'' Nord";"55533";"R DES MESANGES";"PASSAGE DES BREBIS AUTOCOM";"55140";"VAUCOULEURS";"Pylône autostable"; 27.0;"ORANGE Services Fixes"
12928;5.71722;48.68778;"05° 43' 02.00'' Est, 48° 41' 16.00'' Nord";"55398";"PL DE LA MAIRIE";;"55190";"PAGNY-SUR-MEUSE";"Pylône autostable"; 19.0;"ORANGE Services Fixes"
12930;5.72583;48.85222;"05° 43' 33.00'' Est, 48° 51' 08.00'' Nord";"55062";"LE COUROT";"CD 33";"55300";"BOUCONVILLE-SUR-MADT";"Pylône autostable"; 11.0;"ORANGE Services Fixes"
12932;5.73194;48.85361;"05° 43' 55.00'' Est, 48° 51' 13.00'' Nord";"55586";"GRINIBLE";;"55300";"XIVRAY-ET-MARVOISIN";"Pylône autostable"; 32.0;"ORANGE Services Fixes"
12940;5.09528;49.29472;"05° 05' 43.00'' Est, 49° 17' 41.00'' Nord";"55115";;"LE NOYER";"55270";"CIERGES-SOUS-MONTFAUCON";"Pylône autostable"; 47.0;"ORANGE Services Fixes"
33605;5.54000;49.20222;"05° 32' 24.00'' Est, 49° 12' 08.00'' Nord";"55002";"BOIS BANNET";"CHEM DÉPARTEMENTAL N°114 SILO EMC²";"55400";"ABAUCOURT-HAUTECOURT";"Silo"; 43.0;"Société Privée SA"
33645;5.30472;49.35222;"05° 18' 17.00'' Est, 49° 21' 08.00'' Nord";"55571";"AU CORNILLAT";;"55110";"VILOSNES-HARAUMONT";"Pylône autostable"; 17.8;"HIVORY"
33695;5.61111;48.81500;"05° 36' 40.00'' Est, 48° 48' 54.00'' Nord";"55460";"LES VIEILLES VIGNES";;"55200";"SAINT-JULIEN-SOUS-LES-COTES";"Pylône autostable"; 20.0;"HIVORY"
60995;5.32694;48.68250;"05° 19' 37.00'' Est, 48° 40' 57.00'' Nord";"55291";;"17 R BEAUSEJOUR";"55500";"LIGNY-EN-BARROIS";"Immeuble"; 25.0;"Société Privée SA"
60999;5.18333;48.79278;"05° 11' 00.00'' Est, 48° 47' 34.00'' Nord";"55041";;"R DE L'EGLISE";"55000";"BEHONNE";"Monument religieux"; 30.0;"Commune, communauté de commune"
61007;5.27889;49.09389;"05° 16' 44.00'' Est, 49° 05' 38.00'' Nord";"55497";"VOIE SACREE";"PEAGE";"55220";"LES SOUHESMES-RAMPONT";"Pylône autostable"; 45.0;"Sociétés d'Autoroutes"
64251;5.84722;48.95778;"05° 50' 50.00'' Est, 48° 57' 28.00'' Nord";"55046";;"LES HAUTS SILLONS CHATEAU D'EAU";"55210";"BENEY-EN-WOEVRE";"Château d'eau - réservoir"; 25.0;"Titulaire programme Radio/TV"
98842;5.28361;49.06722;"05° 17' 01.00'' Est, 49° 04' 02.00'' Nord";"55286";;"RTE DE SENONCOURT CHATEAU D EAU";"55220";"LEMMES";"Château d'eau - réservoir"; 35.0;"Commune, communauté de commune"
98908;5.10306;48.81500;"05° 06' 11.00'' Est, 48° 48' 54.00'' Nord";"55366";"VARNEY";"LOT DES CHAUFFOURS - IMP DE LA R DES CÔTES";"55000";"VAL-D'ORNAIN";"Pylône autostable"; 30.0;"Société Privée SA"
98916;5.03222;48.75194;"05° 01' 56.00'' Est, 48° 45' 07.00'' Nord";"55049";;"CHEM RURAL DIT DE LA TAIMONT";"55000";"BEUREY-SUR-SAULX";"Château d'eau - réservoir"; 22.0;"Syndicat des eaux, Adduction"
168274;5.38222;49.10389;"05° 22' 56.00'' Est, 49° 06' 14.00'' Nord";"55166";;"CARRIERES";"55100";"DUGNY-SUR-MEUSE";"Support non décrit"; 30.0;
292011;5.47944;48.96806;"05° 28' 46.00'' Est, 48° 58' 05.00'' Nord";"55584";;"LA VALOTTE SITE 228 PK 228.370 LIGNE 5000";"55300";"WOIMBEY";"Pylône autostable"; 29.0;
302685;5.38222;49.15639;"05° 22' 56.00'' Est, 49° 09' 23.00'' Nord";"55545";;"2 R D'ANTHOUARD HOP ST NICOLAS";"55100";"VERDUN";"Bâtiment"; 30.0;"Etablissement de soins"
302687;5.38833;49.15611;"05° 23' 18.00'' Est, 49° 09' 22.00'' Nord";"55545";;"56 R ST SAUVEUR";"55100";"VERDUN";"Bâtiment"; 15.0;"Etablissement de soins"
302689;5.41444;49.16000;"05° 24' 52.00'' Est, 49° 09' 36.00'' Nord";"55545";;"HÔPITAL DÉSANDROUINS ALLÉE DÉSANDROUINS";"55100";"VERDUN";"Bâtiment"; 15.0;"Etablissement de soins"
314673;5.26528;48.53556;"05° 15' 55.00'' Est, 48° 32' 08.00'' Nord";"55348";"ST SÉBASTIEN";"CHEM RURAL DIT DES MINIERS";"55290";"MONTIERS-SUR-SAULX";"Pylône autostable"; 18.0;"Conseil Départemental"
