Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
7043;-2.15194;48.28944;"02° 09' 07.00'' Ouest, 48° 17' 22.00'' Nord";"22032";;"10 R MATHIEU AURY";"22350";"CAULNES";"Pylône autostable"; 20.0;"ORANGE Services Fixes"
7085;-2.62139;48.27417;"02° 37' 17.00'' Ouest, 48° 16' 27.00'' Nord";"22046";;"R DE LA FONTAINE ST PERE  AUTOCOMMUTATEUR";"22330";"COLLINEE";"Pylône autostable"; 24.0;"ORANGE Services Fixes"
7127;-3.47167;48.75056;"03° 28' 18.00'' Ouest, 48° 45' 02.00'' Nord";"22113";;"CENTRE DE MÉTÉOROLOGIE SPATIALE AV DE LORRAINE";"22300";"LANNION";"Bâtiment"; 16.5;"Météo"
7153;-2.90000;48.36056;"02° 53' 60.00'' Ouest, 48° 21' 38.00'' Nord";"22099";"PORPAIR";;"22800";"LANFAINS";"Pylône autostable"; 45.0;"ANFR"
27377;-3.41333;48.27472;"03° 24' 48.00'' Ouest, 48° 16' 29.00'' Nord";"22137";"GOËFFRAC'H";"CHÂTEAU D'EAU";"22340";"MAEL-CARHAIX";"Pylône autostable"; 40.5;"Syndicat des eaux, Adduction"
27389;-2.60139;48.19111;"02° 36' 05.00'' Ouest, 48° 11' 28.00'' Nord";"22183";"LE TERTRE";"CHÂTEAU D'EAU ST LUBIN";"22210";"PLEMET";"Château d'eau - réservoir"; 52.0;"Syndicat des eaux, Adduction"
59205;-2.56472;48.26500;"02° 33' 53.00'' Ouest, 48° 15' 54.00'' Nord";"22046";"LES 3 CROIX";;"22330";"COLLINEE";"Pylône autostable"; 15.0;"Société Privée SA"
89718;-2.23139;48.42167;"02° 13' 53.00'' Ouest, 48° 25' 18.00'' Nord";"22180";"LA VILLE-ES-AINS";"PRÈS N.176";"22980";"PLELAN-LE-PETIT";"Pylône autostable"; 42.0;"ORANGE"
89742;-2.18444;48.28139;"02° 11' 04.00'' Ouest, 48° 16' 53.00'' Nord";"22032";"LA VILLE ES CHEVET";;"22350";"CAULNES";"Pylône autostable"; 36.0;"ORANGE"
89748;-3.24139;48.52222;"03° 14' 29.00'' Ouest, 48° 31' 20.00'' Nord";"22156";"KERNEVEZ";;"22200";"MOUSTERU";"Pylône autostable"; 32.0;"ORANGE"
89768;-2.78639;48.26222;"02° 47' 11.00'' Ouest, 48° 15' 44.00'' Nord";"22068";"LE TOURLANQUIN";"CHÂTEAU D'EAU DE GRACE - UZEL";"22460";"GRACE-UZEL";"Château d'eau - réservoir"; 30.0;"Commune, communauté de commune"
89778;-3.41250;48.25361;"03° 24' 45.00'' Ouest, 48° 15' 13.00'' Nord";"22061";"KERMARQUER";"VOIE COMMUNALE PRÈS N.164";"22110";"GLOMEL";"Pylône autostable"; 31.0;"ORANGE"
89814;-2.28389;48.19556;"02° 17' 02.00'' Ouest, 48° 11' 44.00'' Nord";"22371";"LA VILLE COLLIAUX";;"22230";"TREMOREL";"Pylône autostable"; 36.0;"ORANGE Services Fixes"
109134;-3.51611;48.77472;"03° 30' 58.00'' Ouest, 48° 46' 29.00'' Nord";"22198";;"HENT COZ GWERADUR";"22560";"PLEUMEUR-BODOU";"Bâtiment"; 5.0;"ORANGE Services Fixes"
153433;-2.94472;48.26194;"02° 56' 41.00'' Ouest, 48° 15' 43.00'' Nord";"22149";"KERGOFF";"RESERVOIR NO 20 KERGOFF";"22460";"MERLEAC";"Support non décrit"; 10.0;
153435;-2.90694;48.24389;"02° 54' 25.00'' Ouest, 48° 14' 38.00'' Nord";"22260";"NOTRE DAME DE LORETTE";"RESERVOIR NO 21 NOTRE DAME DE LORETTE";"22460";"LE QUILLIO";"Support non décrit"; 10.0;
153439;-3.30750;48.23139;"03° 18' 27.00'' Ouest, 48° 13' 53.00'' Nord";"22266";"LE MINIOU";"RESERVOIR NO 34 LE MINIOU";"22110";"ROSTRENEN";"Support non décrit"; 10.0;
153443;-3.02528;48.31194;"03° 01' 31.00'' Ouest, 48° 18' 43.00'' Nord";"22047";"CREMESVEN";"RESERVOIR NO 16 CREMESVEN";"22320";"CORLAY";"Support non décrit"; 10.0;
153447;-3.06111;48.22556;"03° 03' 40.00'' Ouest, 48° 13' 32.00'' Nord";"22033";"KERBIQUET";"RESERVOIR NO 28 KERBIQUET";"22530";"CAUREL";"Support non décrit"; 10.0;
153449;-3.05528;48.47750;"03° 03' 19.00'' Ouest, 48° 28' 39.00'' Nord";"22322";"BOIS D AVAUGOUR";"RESERVOIR NO 12 BOIS D AVAUGOUR";"22720";"SAINT-PEVER";"Support non décrit"; 10.0;
153457;-3.49472;48.48389;"03° 29' 41.00'' Ouest, 48° 29' 02.00'' Nord";"22132";"LE BEFFOU";"RESERVOIR NO 6 LE BEFFOU";"22160";"LOHUEC";"Support non décrit"; 10.0;
