Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
20604;2.12750;48.54250;"02° 07' 39.00'' Est, 48° 32' 33.00'' Nord";"91540";;"CHÂTEAU D'EAU DE LA PETITE BEAUCE";"91530";"SAINT-CHERON";"Château d'eau - réservoir"; 52.0;"Syndicat des eaux, Adduction"
42733;2.21806;48.75500;"02° 13' 05.00'' Est, 48° 45' 18.00'' Nord";"91064";;"13, R DES ÉCOLES";"91570";"BIEVRES";"Immeuble"; 18.5;"Société HLM"
54945;2.28167;48.38444;"02° 16' 54.00'' Est, 48° 23' 04.00'' Nord";"91629";"LA GRANGE SANS TERRE";"CHÂTEAU D'EAU";"91720";"VALPUISEAUX";"Château d'eau - réservoir"; 32.0;"Syndicat des eaux, Adduction"
88001;2.31861;48.47944;"02° 19' 07.00'' Est, 48° 28' 46.00'' Nord";"91129";;"AV CARNOT  RN 191";"91590";"CERNY";"Pylône tubulaire"; 35.0;"ATC FRANCE"
107384;2.43139;48.64250;"02° 25' 53.00'' Est, 48° 38' 33.00'' Nord";"91228";;"8-10 PL DE TROISDORF IMM EFIDIS";"91000";"EVRY";"Immeuble"; 37.0;"Copropriété, Syndic, SCI"
107392;2.38750;48.36278;"02° 23' 15.00'' Est, 48° 21' 46.00'' Nord";"91121";;"16 R DES SABLONS";"91720";"BUNO-BONNEVAUX";"Pylône tubulaire"; 28.0;"ORANGE"
107468;1.98889;48.35111;"01° 59' 20.00'' Est, 48° 21' 04.00'' Nord";"91511";;"R DE GRANVILLE";"91740";"PUSSAY";"Château d'eau - réservoir"; 34.0;"Commune, communauté de commune"
162392;2.27083;48.64222;"02° 16' 15.00'' Est, 48° 38' 32.00'' Nord";"91425";;"123 R PAUL FORT";"91310";"MONTLHERY";"Support non décrit"; 5.0;
168632;2.33972;48.48639;"02° 20' 23.00'' Est, 48° 29' 11.00'' Nord";"91129";;"14C AV CARNOT";"91590";"CERNY";"Bâtiment"; 12.0;"Société Privée SA"
168650;2.32944;48.48028;"02° 19' 46.00'' Est, 48° 28' 49.00'' Nord";"91129";;"14C AV CARNOT";"91590";"CERNY";"Support non décrit"; 10.0;
202362;2.26083;48.64500;"02° 15' 39.00'' Est, 48° 38' 42.00'' Nord";"91425";;"123 R PAUL FORT";"91310";"MONTLHERY";"Support non décrit"; 15.0;
216402;2.28056;48.74833;"02° 16' 50.00'' Est, 48° 44' 54.00'' Nord";"91645";;"RST CTRE C LGV ATLANTIQUE PK 011.861";"91370";"VERRIERES-LE-BUISSON";"Mât"; 7.0;"SNCF Réseau"
216416;2.24361;48.69250;"02° 14' 37.00'' Est, 48° 41' 33.00'' Nord";"91661";;"RST VILLEBON PK 018.645";"91140";"VILLEBON-SUR-YVETTE";"Mât"; 7.0;"SNCF Réseau"
216472;2.14417;48.43028;"02° 08' 39.00'' Est, 48° 25' 49.00'' Nord";"91223";;"RST ETAMPES PK 057.100";"91150";"ETAMPES";"Mât"; 22.0;"SNCF Réseau"
216564;2.34167;48.67028;"02° 20' 30.00'' Est, 48° 40' 13.00'' Nord";"91589";;"RST BIF DE ST MARTIN PK 095.580";"91600";"SAVIGNY-SUR-ORGE";"Mât"; 12.0;"SNCF Réseau"
224605;2.40750;48.72417;"02° 24' 27.00'' Est, 48° 43' 27.00'' Nord";"91027";;"R HÉLÈNEBOUCHER RUE DES GUYARDS TERRAIN ADP";"91200";"ATHIS-MONS";"Pylône autostable"; 10.0;"Aviation Civile"
244128;2.38139;48.67389;"02° 22' 53.00'' Est, 48° 40' 26.00'' Nord";"91687";;"32 R FRANCOEUR";"91170";"VIRY-CHATILLON";"Immeuble"; 26.0;"Copropriété, Syndic, SCI"
