Numéro de support;Numéro Cartoradio;"Exploitant";"Type d'antenne";Numéro d'antenne;Dimension de l'antenne;"Directivité";Azimut;Hauteur / sol;"Système";Début;Fin;"Unité"
33929;60677;"SFR";"Panneau";24354;2.50;"Directif";20.00;27.40;"GSM 900";902.50;914.90;"MHz"
33929;60677;"SFR";"Panneau";24354;2.50;"Directif";20.00;27.40;"UMTS 900";904.90;914.90;"MHz"
33929;60677;"SFR";"Panneau";24354;2.50;"Directif";20.00;27.40;"GSM 900";947.50;959.90;"MHz"
33929;60677;"SFR";"Panneau";24354;2.50;"Directif";20.00;27.40;"UMTS 900";949.90;959.90;"MHz"
33929;60677;"SFR";"Panneau";24355;2.50;"Directif";220.00;27.40;"GSM 900";902.50;914.90;"MHz"
33929;60677;"SFR";"Panneau";24355;2.50;"Directif";220.00;27.40;"UMTS 900";904.90;914.90;"MHz"
33929;60677;"SFR";"Panneau";24355;2.50;"Directif";220.00;27.40;"GSM 900";947.50;959.90;"MHz"
33929;60677;"SFR";"Panneau";24355;2.50;"Directif";220.00;27.40;"UMTS 900";949.90;959.90;"MHz"
33967;66288;"SFR";"Panneau";24428;2.50;"Directif";20.00;41.50;"GSM 900";902.50;914.90;"MHz"
33967;66288;"SFR";"Panneau";24428;2.50;"Directif";20.00;41.50;"UMTS 900";904.90;914.90;"MHz"
33967;66288;"SFR";"Panneau";24428;2.50;"Directif";20.00;41.50;"GSM 900";947.50;959.90;"MHz"
33967;66288;"SFR";"Panneau";24428;2.50;"Directif";20.00;41.50;"UMTS 900";949.90;959.90;"MHz"
33967;66288;"SFR";"Panneau";24429;2.50;"Directif";170.00;41.50;"GSM 900";902.50;914.90;"MHz"
33967;66288;"SFR";"Panneau";24429;2.50;"Directif";170.00;41.50;"UMTS 900";904.90;914.90;"MHz"
33967;66288;"SFR";"Panneau";24429;2.50;"Directif";170.00;41.50;"GSM 900";947.50;959.90;"MHz"
33967;66288;"SFR";"Panneau";24429;2.50;"Directif";170.00;41.50;"UMTS 900";949.90;959.90;"MHz"
33967;66288;"SFR";"Panneau";24430;2.50;"Directif";270.00;41.50;"GSM 900";902.50;914.90;"MHz"
33967;66288;"SFR";"Panneau";24430;2.50;"Directif";270.00;41.50;"UMTS 900";904.90;914.90;"MHz"
33967;66288;"SFR";"Panneau";24430;2.50;"Directif";270.00;41.50;"GSM 900";947.50;959.90;"MHz"
33967;66288;"SFR";"Panneau";24430;2.50;"Directif";270.00;41.50;"UMTS 900";949.90;959.90;"MHz"
33967;772564;"FREE MOBILE";"Panneau";1904342;2.70;"Directif";40.00;36.30;"UMTS 900";899.90;904.90;"MHz"
33967;772564;"FREE MOBILE";"Panneau";1904342;2.70;"Directif";40.00;36.30;"UMTS 900";944.90;949.90;"MHz"
33967;772564;"FREE MOBILE";"Panneau";1904342;2.70;"Directif";40.00;36.30;"UMTS 2100";1954.90;1959.90;"MHz"
