Numéro de support;Numéro Cartoradio;"Exploitant";"Type d'antenne";Numéro d'antenne;Dimension de l'antenne;"Directivité";Azimut;Hauteur / sol;"Système";Début;Fin;"Unité"
22382;215590;"Site privé";"Dipôle/Doublet";6231;2.00;"Non Directif";;;"FM";87.50;108.00;"MHz"
22959;300086;"Site privé";"Dipôle large bande";6430;2.00;"Non Directif";;12.00;"FM";87.50;108.00;"MHz"
50645;304062;"SRR";"Panneau";63841;2.70;"Directif";255.00;22.40;"GSM 900/GSM 1800";902.60;914.80;"MHz"
50645;304062;"SRR";"Panneau";63841;2.70;"Directif";255.00;22.40;"GSM 900/GSM 1800";947.60;959.80;"MHz"
50645;304062;"SRR";"Panneau";63841;2.70;"Directif";255.00;22.40;"GSM 900/GSM 1800";1769.80;1784.80;"MHz"
50645;304062;"SRR";"Panneau";63841;2.70;"Directif";255.00;22.40;"GSM 900/GSM 1800";1864.80;1879.80;"MHz"
50645;304062;"SRR";"Panneau";63841;2.70;"Directif";255.00;22.40;"UMTS 2100";1964.90;1974.70;"MHz"
50645;304062;"SRR";"Panneau";63841;2.70;"Directif";255.00;22.40;"UMTS 2100";2154.90;2164.70;"MHz"
50645;304062;"SRR";"Panneau";63843;2.70;"Directif";320.00;22.40;"GSM 900";902.60;914.80;"MHz"
50645;304062;"SRR";"Panneau";63843;2.70;"Directif";320.00;22.40;"GSM 900";947.60;959.80;"MHz"
50645;304062;"SRR";"Panneau";63843;2.70;"Directif";320.00;22.40;"UMTS 2100";1964.90;1974.70;"MHz"
50645;304062;"SRR";"Panneau";63843;2.70;"Directif";320.00;22.40;"UMTS 2100";2154.90;2164.70;"MHz"
50645;304062;"SRR";"Antenne parabolique";721180;0.30;"Directif";324.00;20.60;"FH";18.40;18.60;"GHz"
50645;304062;"SRR";"Antenne parabolique";2196265;0.30;"Directif";266.70;19.90;"FH";23.13;23.38;"GHz"
63017;105058;"Site privé";"Dipôle/Doublet";89105;2.00;"Non Directif";;;"FM";87.50;108.00;"MHz"
117143;316259;"Site privé";"Dipôle large bande";207264;2.00;"Non Directif";;12.00;"FM";87.50;108.00;"MHz"
117145;316260;"Site privé";"Dipôle large bande";207266;2.00;"Non Directif";;5.00;"FM";87.50;108.00;"MHz"
117149;316262;"Site privé";"Dipôle large bande";207270;2.00;"Non Directif";;10.00;"FM";87.50;108.00;"MHz"
205375;90385;"ORANGE service fixe";"Antenne parabolique";328970;0.70;"Directif";237.00;5.00;"FH";12.75;13.25;"GHz"
205378;90386;"ORANGE service fixe";"Antenne parabolique";462436;0.70;"Directif";24.00;5.00;"FH";12.75;13.25;"GHz"
205512;80517;"ORANGE service fixe";"Antenne parabolique";329475;0.70;"Directif";29.00;6.00;"FH";12.75;13.25;"GHz"
205515;81003;"ORANGE service fixe";"Yagi";329493;1.50;"Directif";64.00;6.00;"FH";458.21;458.40;"MHz"
205515;81003;"ORANGE service fixe";"Yagi";329493;1.50;"Directif";64.00;6.00;"FH";468.21;468.40;"MHz"
205530;108477;"ORANGE service fixe";"Antenne parabolique";329531;0.60;"Directif";346.30;5.00;"FH";12.75;13.25;"GHz"
289073;383193;"Site privé";"Dipôle large bande";577970;2.00;"Non Directif";;10.00;"FM";87.50;108.00;"MHz"
296147;389118;"ORANGE service fixe";"Antenne parabolique";605487;3.70;"Directif";280.30;2.00;"SAT";3600.00;3800.00;"MHz"
296147;389118;"ORANGE service fixe";"Antenne parabolique";605487;3.70;"Directif";280.30;2.00;"SAT";3600.00;3800.00;"MHz"
296147;389118;"ORANGE service fixe";"Antenne parabolique";605487;3.70;"Directif";280.30;2.00;"SAT";5850.00;5925.00;"MHz"
296147;389118;"ORANGE service fixe";"Antenne parabolique";605487;3.70;"Directif";280.30;2.00;"SAT";5850.00;5925.00;"MHz"
299267;392301;"SRR";"Antenne parabolique";618842;0.30;"Directif";307.00;20.60;"FH";23.13;23.38;"GHz"
299267;392301;"SRR";"Panneau";1118067;2.70;"Directif";60.00;22.00;"GSM 900/GSM 1800";902.60;914.80;"MHz"
299267;392301;"SRR";"Panneau";1118067;2.70;"Directif";60.00;22.00;"GSM 900/GSM 1800";947.60;959.80;"MHz"
299267;392301;"SRR";"Panneau";1118067;2.70;"Directif";60.00;22.00;"GSM 900/GSM 1800";1769.80;1784.80;"MHz"
299267;392301;"SRR";"Panneau";1118067;2.70;"Directif";60.00;22.00;"GSM 900/GSM 1800";1864.80;1879.80;"MHz"
299267;392301;"SRR";"Panneau";1118067;2.70;"Directif";60.00;22.00;"UMTS 2100";1964.90;1974.70;"MHz"
299267;392301;"SRR";"Panneau";1118067;2.70;"Directif";60.00;22.00;"UMTS 2100";2154.90;2164.70;"MHz"
299267;392301;"SRR";"Panneau";1118069;2.70;"Directif";240.00;22.00;"GSM 900/GSM 1800";902.60;914.80;"MHz"
299267;392301;"SRR";"Panneau";1118069;2.70;"Directif";240.00;22.00;"GSM 900/GSM 1800";947.60;959.80;"MHz"
299267;392301;"SRR";"Panneau";1118069;2.70;"Directif";240.00;22.00;"GSM 900/GSM 1800";1769.80;1784.80;"MHz"
299267;392301;"SRR";"Panneau";1118069;2.70;"Directif";240.00;22.00;"GSM 900/GSM 1800";1864.80;1879.80;"MHz"
299267;392301;"SRR";"Panneau";1118069;2.70;"Directif";240.00;22.00;"UMTS 2100";1964.90;1974.70;"MHz"
299267;392301;"SRR";"Panneau";1118069;2.70;"Directif";240.00;22.00;"UMTS 2100";2154.90;2164.70;"MHz"
299267;392301;"SRR";"Panneau";1118071;2.70;"Directif";330.00;22.00;"GSM 900/GSM 1800";902.60;914.80;"MHz"
299267;392301;"SRR";"Panneau";1118071;2.70;"Directif";330.00;22.00;"GSM 900/GSM 1800";947.60;959.80;"MHz"
299267;392301;"SRR";"Panneau";1118071;2.70;"Directif";330.00;22.00;"GSM 900/GSM 1800";1769.80;1784.80;"MHz"
299267;392301;"SRR";"Panneau";1118071;2.70;"Directif";330.00;22.00;"GSM 900/GSM 1800";1864.80;1879.80;"MHz"
299267;392301;"SRR";"Panneau";1118071;2.70;"Directif";330.00;22.00;"UMTS 2100";1964.90;1974.70;"MHz"
299267;392301;"SRR";"Panneau";1118071;2.70;"Directif";330.00;22.00;"UMTS 2100";2154.90;2164.70;"MHz"
299267;392301;"SRR";"Antenne parabolique";1475857;0.30;"Directif";25.00;20.60;"FH";23.13;23.38;"GHz"
299271;392303;"SRR";"Panneau";618850;2.70;"Directif";50.00;15.30;"GSM 900";902.60;914.80;"MHz"
299271;392303;"SRR";"Panneau";618850;2.70;"Directif";50.00;15.30;"UMTS 900";902.60;914.80;"MHz"
299271;392303;"SRR";"Panneau";618850;2.70;"Directif";50.00;15.30;"GSM 900";947.60;959.80;"MHz"
299271;392303;"SRR";"Panneau";618850;2.70;"Directif";50.00;15.30;"UMTS 900";947.60;959.80;"MHz"
299271;392303;"SRR";"Panneau";618850;2.70;"Directif";50.00;15.30;"GSM 1800";1769.80;1784.80;"MHz"
299271;392303;"SRR";"Panneau";618850;2.70;"Directif";50.00;15.30;"GSM 1800";1864.80;1879.80;"MHz"
299271;392303;"SRR";"Panneau";618852;2.70;"Directif";140.00;15.30;"UMTS 900";902.60;914.80;"MHz"
299271;392303;"SRR";"Panneau";618852;2.70;"Directif";140.00;15.30;"GSM 900";902.60;914.80;"MHz"
299271;392303;"SRR";"Panneau";618852;2.70;"Directif";140.00;15.30;"UMTS 900";947.60;959.80;"MHz"
299271;392303;"SRR";"Panneau";618852;2.70;"Directif";140.00;15.30;"GSM 900";947.60;959.80;"MHz"
299271;392303;"SRR";"Panneau";618852;2.70;"Directif";140.00;15.30;"GSM 1800";1769.80;1784.80;"MHz"
299271;392303;"SRR";"Panneau";618852;2.70;"Directif";140.00;15.30;"GSM 1800";1864.80;1879.80;"MHz"
299271;392303;"SRR";"Panneau";618854;2.70;"Directif";300.00;15.30;"UMTS 900";902.60;914.80;"MHz"
299271;392303;"SRR";"Panneau";618854;2.70;"Directif";300.00;15.30;"GSM 900";902.60;914.80;"MHz"
299271;392303;"SRR";"Panneau";618854;2.70;"Directif";300.00;15.30;"UMTS 900";947.60;959.80;"MHz"
299271;392303;"SRR";"Panneau";618854;2.70;"Directif";300.00;15.30;"GSM 900";947.60;959.80;"MHz"
299271;392303;"SRR";"Panneau";618854;2.70;"Directif";300.00;15.30;"GSM 1800";1769.80;1784.80;"MHz"
299271;392303;"SRR";"Panneau";618854;2.70;"Directif";300.00;15.30;"GSM 1800";1864.80;1879.80;"MHz"
299271;392303;"SRR";"Antenne parabolique";618856;0.60;"Directif";120.00;14.30;"FH";12.75;13.25;"GHz"
304434;394200;"SRR";"Panneau";628650;1.90;"Directif";180.00;5.20;"GSM 900";902.60;914.80;"MHz"
304434;394200;"SRR";"Panneau";628650;1.90;"Directif";180.00;5.20;"GSM 900";947.60;959.80;"MHz"
304434;394200;"SRR";"Panneau";628650;1.90;"Directif";180.00;5.20;"UMTS 2100";1964.90;1974.70;"MHz"
304434;394200;"SRR";"Panneau";628650;1.90;"Directif";180.00;5.20;"UMTS 2100";2154.90;2164.70;"MHz"
304434;394200;"SRR";"Panneau";628652;2.70;"Directif";280.00;5.20;"GSM 900/GSM 1800";902.60;914.80;"MHz"
304434;394200;"SRR";"Panneau";628652;2.70;"Directif";280.00;5.20;"GSM 900/GSM 1800";947.60;959.80;"MHz"
304434;394200;"SRR";"Panneau";628652;2.70;"Directif";280.00;5.20;"GSM 900/GSM 1800";1769.80;1784.80;"MHz"
304434;394200;"SRR";"Panneau";628652;2.70;"Directif";280.00;5.20;"GSM 900/GSM 1800";1864.80;1879.80;"MHz"
304434;394200;"SRR";"Panneau";628652;2.70;"Directif";280.00;5.20;"UMTS 2100";1964.90;1974.70;"MHz"
304434;394200;"SRR";"Panneau";628652;2.70;"Directif";280.00;5.20;"UMTS 2100";2154.90;2164.70;"MHz"
304434;394200;"SRR";"Antenne parabolique";628654;0.30;"Directif";143.40;6.30;"FH";19.30;19.70;"GHz"
306529;396101;"SRR";"Panneau";637062;2.00;"Directif";40.00;6.00;"UMTS 900";902.60;914.80;"MHz"
306529;396101;"SRR";"Panneau";637062;2.00;"Directif";40.00;6.00;"GSM 900/GSM 1800";902.60;914.80;"MHz"
306529;396101;"SRR";"Panneau";637062;2.00;"Directif";40.00;6.00;"UMTS 900";947.60;959.80;"MHz"
306529;396101;"SRR";"Panneau";637062;2.00;"Directif";40.00;6.00;"GSM 900/GSM 1800";947.60;959.80;"MHz"
306529;396101;"SRR";"Panneau";637062;2.00;"Directif";40.00;6.00;"GSM 900/GSM 1800";1769.80;1784.80;"MHz"
306529;396101;"SRR";"Panneau";637062;2.00;"Directif";40.00;6.00;"GSM 900/GSM 1800";1864.80;1879.80;"MHz"
306529;396101;"SRR";"Panneau";637064;2.00;"Directif";210.00;6.00;"UMTS 900";902.60;914.80;"MHz"
306529;396101;"SRR";"Panneau";637064;2.00;"Directif";210.00;6.00;"GSM 900";902.60;914.80;"MHz"
306529;396101;"SRR";"Panneau";637064;2.00;"Directif";210.00;6.00;"UMTS 900";947.60;959.80;"MHz"
306529;396101;"SRR";"Panneau";637064;2.00;"Directif";210.00;6.00;"GSM 900";947.60;959.80;"MHz"
306529;396101;"SRR";"Antenne parabolique";637066;0.60;"Directif";214.00;4.70;"FH";18.40;18.60;"GHz"
309729;398942;"SRR";"Panneau";649570;2.00;"Directif";40.00;22.70;"UMTS 900";902.60;914.80;"MHz"
309729;398942;"SRR";"Panneau";649570;2.00;"Directif";40.00;22.70;"GSM 900";902.60;914.80;"MHz"
309729;398942;"SRR";"Panneau";649570;2.00;"Directif";40.00;22.70;"GSM 900";947.60;959.80;"MHz"
309729;398942;"SRR";"Panneau";649570;2.00;"Directif";40.00;22.70;"UMTS 900";947.60;959.80;"MHz"
309729;398942;"SRR";"Panneau";649570;2.00;"Directif";40.00;22.70;"GSM 1800";1769.80;1784.80;"MHz"
309729;398942;"SRR";"Panneau";649570;2.00;"Directif";40.00;22.70;"GSM 1800";1864.80;1879.80;"MHz"
309729;398942;"SRR";"Panneau";649572;2.00;"Directif";150.00;22.70;"UMTS 900";902.60;914.80;"MHz"
309729;398942;"SRR";"Panneau";649572;2.00;"Directif";150.00;22.70;"GSM 900";902.60;914.80;"MHz"
309729;398942;"SRR";"Panneau";649572;2.00;"Directif";150.00;22.70;"GSM 900";947.60;959.80;"MHz"
309729;398942;"SRR";"Panneau";649572;2.00;"Directif";150.00;22.70;"UMTS 900";947.60;959.80;"MHz"
309729;398942;"SRR";"Panneau";649572;2.00;"Directif";150.00;22.70;"GSM 1800";1769.80;1784.80;"MHz"
309729;398942;"SRR";"Panneau";649572;2.00;"Directif";150.00;22.70;"GSM 1800";1864.80;1879.80;"MHz"
309729;398942;"SRR";"Panneau";649574;2.00;"Directif";260.00;22.70;"GSM 900";902.60;914.80;"MHz"
309729;398942;"SRR";"Panneau";649574;2.00;"Directif";260.00;22.70;"UMTS 900";902.60;914.80;"MHz"
309729;398942;"SRR";"Panneau";649574;2.00;"Directif";260.00;22.70;"UMTS 900";947.60;959.80;"MHz"
309729;398942;"SRR";"Panneau";649574;2.00;"Directif";260.00;22.70;"GSM 900";947.60;959.80;"MHz"
309729;398942;"SRR";"Panneau";649574;2.00;"Directif";260.00;22.70;"GSM 1800";1769.80;1784.80;"MHz"
309729;398942;"SRR";"Panneau";649574;2.00;"Directif";260.00;22.70;"GSM 1800";1864.80;1879.80;"MHz"
309729;398942;"SRR";"Antenne parabolique";649576;0.60;"Directif";47.00;21.60;"FH";12.75;13.25;"GHz"
309729;398942;"SRR";"Antenne parabolique";1475851;0.60;"Directif";149.00;20.90;"FH";19.30;19.70;"GHz"
309729;398942;"SRR";"Antenne parabolique";1729235;0.30;"Directif";294.70;20.90;"FH";22.21;22.37;"GHz"
311396;400329;"SRR";"Panneau";655963;2.60;"Directif";160.00;9.40;"GSM 900";902.60;914.80;"MHz"
311396;400329;"SRR";"Panneau";655963;2.60;"Directif";160.00;9.40;"GSM 900";947.60;959.90;"MHz"
311396;400329;"SRR";"Antenne parabolique";982709;0.60;"Directif";8.00;8.40;"FH";19.30;19.70;"GHz"
311396;400329;"SRR";"Panneau";1228377;2.60;"Directif";30.00;9.40;"GSM 900";902.60;914.80;"MHz"
311396;400329;"SRR";"Panneau";1228377;2.60;"Directif";30.00;9.40;"GSM 900";947.60;959.90;"MHz"
331735;422359;"SRR";"Panneau";726265;2.70;"Directif";50.00;9.40;"GSM 900";902.60;914.80;"MHz"
331735;422359;"SRR";"Panneau";726265;2.70;"Directif";50.00;9.40;"GSM 900";947.60;959.80;"MHz"
331735;422359;"SRR";"Panneau";726265;2.70;"Directif";50.00;9.40;"UMTS 2100";1964.90;1974.70;"MHz"
331735;422359;"SRR";"Panneau";726265;2.70;"Directif";50.00;9.40;"UMTS 2100";2154.90;2164.70;"MHz"
331735;422359;"SRR";"Panneau";726267;2.70;"Directif";120.00;9.40;"GSM 900";902.60;914.80;"MHz"
331735;422359;"SRR";"Panneau";726267;2.70;"Directif";120.00;9.40;"GSM 900";947.60;959.80;"MHz"
331735;422359;"SRR";"Panneau";726267;2.70;"Directif";120.00;9.40;"UMTS 2100";1964.90;1974.70;"MHz"
331735;422359;"SRR";"Panneau";726267;2.70;"Directif";120.00;9.40;"UMTS 2100";2154.90;2164.70;"MHz"
331735;422359;"SRR";"Antenne parabolique";726269;0.90;"Directif";17.00;7.60;"FH";12.75;13.25;"GHz"
334424;424525;"BELGACOM ICS FRANCE";"Antenne parabolique";735187;6.30;"Directif";56.80;5.00;"SAT";3600.00;3800.00;"MHz"
